,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
9334,T. Sekine,24,167,61,Japan,66,Right,3,2,High/Low,LM,76.0,53.0,60.0,67.0,31.0,52.0,,66,62,38,63,44,65,35,39,64,61,80,73,90,58,85,49,72,76,37,39,54,29,66,59,45,56,30,31,26,57+2,57+2,57+2,64+2,61+2,61+2,61+2,64+2,62+2,62+2,62+2,65+2,58+2,58+2,58+2,65+2,52+2,48+2,48+2,48+2,52+2,48+2,39+2,39+2,39+2,48+2
9339,F. Barrientos,22,169,60,Chile,66,Right,3,2,Medium/Medium,RM,85.0,52.0,62.0,67.0,29.0,44.0,,59,53,54,67,52,64,44,39,64,66,87,83,88,50,84,46,59,70,32,52,40,11,55,64,56,48,53,13,14,56+2,56+2,56+2,64+2,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,57+2,57+2,57+2,64+2,48+2,44+2,44+2,44+2,48+2,45+2,35+2,35+2,35+2,45+2
9355,B. Kopplin,30,183,80,Germany,66,Right,3,3,High/Medium,RM,77.0,50.0,58.0,64.0,63.0,68.0,Inflexible,60,48,61,57,47,63,58,59,56,63,76,78,67,65,67,64,59,71,74,43,52,60,56,57,36,64,62,66,66,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,59+2,59+2,59+2,62+2,59+2,59+2,59+2,62+2,64+2,61+2,61+2,61+2,64+2,65+2,63+2,63+2,63+2,65+2
9415,A. Czerwi?ski,26,181,74,Poland,66,Right,3,3,High/Medium,RM,79.0,41.0,58.0,64.0,63.0,68.0,,64,45,57,59,25,63,62,43,44,64,80,78,68,61,65,36,67,71,76,36,44,61,65,63,36,62,63,64,65,56+2,56+2,56+2,62+2,59+2,59+2,59+2,62+2,60+2,60+2,60+2,63+2,58+2,58+2,58+2,63+2,65+2,60+2,60+2,60+2,65+2,65+2,62+2,62+2,62+2,65+2
9421,B. Çamo?lu,22,173,67,Turkey,66,Right,3,3,Medium/Medium,RM,83.0,35.0,59.0,70.0,54.0,54.0,,63,36,37,66,28,67,31,33,57,70,86,80,84,64,85,36,77,76,43,30,50,60,53,60,40,55,52,55,59,51+2,51+2,51+2,63+2,59+2,59+2,59+2,63+2,62+2,62+2,62+2,65+2,61+2,61+2,61+2,65+2,65+2,60+2,60+2,60+2,65+2,63+2,55+2,55+2,55+2,63+2
9608,M. Ahlschwede,29,186,78,Germany,66,Right,4,2,High/High,LM,71.0,34.0,52.0,61.0,64.0,74.0,Inflexible,65,22,62,59,23,62,36,29,48,60,68,74,62,62,62,58,81,80,73,40,67,62,34,37,30,61,65,64,64,50+2,50+2,50+2,53+2,51+2,51+2,51+2,53+2,51+2,51+2,51+2,56+2,53+2,53+2,53+2,56+2,65+2,61+2,61+2,61+2,65+2,65+2,64+2,64+2,64+2,65+2
9609,A. Gasbarro,24,182,72,Italy,66,Left,3,2,High/Medium,LM,72.0,31.0,48.0,62.0,62.0,74.0,,66,26,59,59,31,64,35,23,41,60,70,73,59,60,55,42,68,77,75,23,67,63,49,26,42,60,59,65,64,50+2,50+2,50+2,54+2,51+2,51+2,51+2,54+2,50+2,50+2,50+2,57+2,51+2,51+2,51+2,57+2,64+2,59+2,59+2,59+2,64+2,64+2,63+2,63+2,63+2,64+2
9900,Moon Chang Jin,25,170,63,Korea Republic,65,Right,4,3,High/Medium,LM,72.0,60.0,66.0,71.0,41.0,54.0,"Power Free-Kick, Finesse Shot",61,65,40,66,45,70,64,68,65,68,68,75,85,65,76,64,47,63,59,45,32,43,70,70,56,60,48,40,22,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,63+2,63+2,63+2,67+2,55+2,53+2,53+2,53+2,55+2,51+2,45+2,45+2,45+2,51+2
9903,L. Putaro,22,187,77,Germany,65,Left,3,3,Medium/Medium,LM,69.0,64.0,57.0,68.0,39.0,64.0,Crowd Favourite,60,66,62,65,55,68,57,51,49,68,70,69,64,64,70,66,54,63,72,60,49,35,69,49,61,59,39,38,31,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,63+2,63+2,63+2,64+2,58+2,58+2,58+2,64+2,53+2,50+2,50+2,50+2,53+2,51+2,48+2,48+2,48+2,51+2
9908,M. Dávila,27,172,69,Chile,65,Left,3,2,High/Medium,LM,82.0,65.0,65.0,65.0,54.0,61.0,,66,64,49,71,36,61,59,67,64,65,83,81,82,60,76,71,67,71,58,70,55,59,67,56,59,49,49,59,48,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,66+2,63+2,60+2,60+2,60+2,63+2,61+2,56+2,56+2,56+2,61+2
9919,J. Hopcutt,27,180,74,England,65,Right,3,3,High/Medium,LW,78.0,64.0,54.0,68.0,43.0,63.0,"Argues with Officials, Crowd Favourite",48,64,46,59,56,67,55,41,42,66,79,77,80,59,78,64,65,75,62,68,48,33,66,63,52,62,59,37,33,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,64+2,64+2,64+2,63+2,58+2,58+2,58+2,63+2,54+2,51+2,51+2,51+2,54+2,52+2,48+2,48+2,48+2,52+2
9924,M. Fernández,30,175,74,Argentina,65,Right,4,2,Medium/Medium,RM,58.0,65.0,63.0,67.0,30.0,42.0,,67,67,48,68,61,69,53,42,57,70,68,49,46,59,72,78,33,33,52,47,30,20,67,64,66,65,23,35,34,63+2,63+2,63+2,64+2,65+2,65+2,65+2,64+2,64+2,64+2,64+2,63+2,58+2,58+2,58+2,63+2,47+2,45+2,45+2,45+2,47+2,44+2,38+2,38+2,38+2,44+2
9934,C. Cherchez,28,183,65,Romania,65,Right,2,3,Medium/Medium,LM,68.0,66.0,61.0,66.0,32.0,60.0,,58,67,62,65,41,64,47,62,60,65,68,68,77,59,79,72,74,60,64,63,44,27,67,60,65,65,30,26,33,65+2,65+2,65+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,63+2,59+2,59+2,59+2,63+2,49+2,47+2,47+2,47+2,49+2,47+2,43+2,43+2,43+2,47+2
9940,M. Ogbu,28,185,78,Nigeria,65,Right,3,3,Medium/Medium,LW,75.0,60.0,57.0,65.0,39.0,72.0,Selfish,52,65,62,62,51,64,49,40,54,66,73,77,72,58,65,56,64,56,85,55,63,34,65,63,54,67,44,32,29,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,58+2,58+2,58+2,63+2,50+2,51+2,51+2,51+2,50+2,49+2,50+2,50+2,50+2,49+2
9947,M. Cavalleri,21,168,63,Chile,65,Right,3,2,High/Medium,RW,73.0,64.0,59.0,68.0,32.0,55.0,,63,66,61,63,40,69,53,27,62,67,74,73,68,57,78,67,66,67,58,63,31,21,64,53,63,54,33,31,26,64+2,64+2,64+2,65+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,65+2,58+2,58+2,58+2,65+2,50+2,46+2,46+2,46+2,50+2,48+2,41+2,41+2,41+2,48+2
9961,D. López,27,176,74,Colombia,65,Right,3,3,Medium/Medium,RM,75.0,61.0,58.0,65.0,35.0,64.0,,52,65,51,64,55,64,46,43,57,63,74,75,72,63,73,67,64,65,69,50,50,23,66,63,52,65,37,37,35,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,58+2,58+2,58+2,63+2,51+2,49+2,49+2,49+2,51+2,49+2,45+2,45+2,45+2,49+2
9969,A. N'Diaye,28,179,67,France,65,Right,3,3,High/Medium,RM,86.0,62.0,53.0,70.0,27.0,58.0,,55,65,52,59,60,69,54,57,39,66,81,90,92,56,82,60,84,74,57,57,34,32,64,52,58,61,24,21,16,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,62+2,62+2,62+2,64+2,54+2,54+2,54+2,64+2,50+2,43+2,43+2,43+2,50+2,46+2,38+2,38+2,38+2,46+2
9980,Xie Pengfei,26,181,73,China PR,65,Left,3,3,High/Low,RM,77.0,62.0,57.0,67.0,46.0,67.0,,53,68,42,62,45,68,57,34,53,65,78,76,73,62,64,66,46,74,71,52,52,41,58,59,46,45,56,44,40,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,64+2,59+2,59+2,59+2,64+2,57+2,55+2,55+2,55+2,57+2,55+2,51+2,51+2,51+2,55+2
9994,J. Bertilsson,31,177,68,Sweden,65,Right,2,3,Medium/Low,LM,71.0,61.0,63.0,66.0,32.0,59.0,,58,60,46,65,57,64,64,62,58,65,75,68,72,61,76,61,82,66,59,64,44,36,66,66,56,62,34,26,23,61+2,61+2,61+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,60+2,60+2,60+2,64+2,51+2,49+2,49+2,49+2,51+2,47+2,42+2,42+2,42+2,47+2
9997,J. Carbonero,19,170,75,Colombia,65,Right,3,3,Medium/Medium,LM,84.0,61.0,51.0,68.0,19.0,59.0,"Injury Prone, Injury Free, Early Crosser",51,67,41,51,46,65,43,33,39,68,80,88,89,53,75,60,54,79,62,55,28,17,64,67,56,50,19,15,17,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,63+2,54+2,54+2,54+2,63+2,46+2,39+2,39+2,39+2,46+2,42+2,32+2,32+2,32+2,42+2
10009,I. Morales,19,180,76,Chile,65,Right,3,2,High/Medium,RW,78.0,61.0,56.0,67.0,25.0,71.0,,64,65,66,61,45,68,49,30,58,67,79,78,70,53,67,63,69,78,80,56,40,16,65,44,56,56,35,11,11,65+2,65+2,65+2,64+2,63+2,63+2,63+2,64+2,61+2,61+2,61+2,64+2,55+2,55+2,55+2,64+2,48+2,43+2,43+2,43+2,48+2,44+2,39+2,39+2,39+2,44+2
10011,F. Herbers,25,183,75,Germany,65,Right,3,3,High/Medium,RM,68.0,64.0,61.0,64.0,48.0,64.0,,63,68,65,64,48,64,60,59,58,66,66,70,61,62,60,66,63,64,64,55,66,53,60,59,66,61,47,43,42,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,62+2,62+2,62+2,63+2,60+2,60+2,60+2,63+2,57+2,56+2,56+2,56+2,57+2,56+2,54+2,54+2,54+2,56+2
10014,F. Nouble,27,190,82,England,65,Right,4,3,Medium/Medium,LM,82.0,62.0,55.0,64.0,41.0,77.0,"Diver, Injury Free, Avoids Using Weaker Foot, Selfish",53,60,60,56,65,67,54,51,45,60,79,84,65,57,57,72,61,74,88,57,56,43,59,62,65,55,44,37,24,64+2,64+2,64+2,62+2,63+2,63+2,63+2,62+2,61+2,61+2,61+2,62+2,56+2,56+2,56+2,62+2,53+2,51+2,51+2,51+2,53+2,51+2,50+2,50+2,50+2,51+2
10050,J. Hiwula,24,178,76,England,65,Right,3,2,High/Medium,LW,81.0,62.0,54.0,65.0,29.0,58.0,Early Crosser,56,64,58,57,54,62,50,36,43,61,80,82,90,64,74,59,62,64,63,63,38,21,62,62,54,58,32,24,24,63+2,63+2,63+2,64+2,63+2,63+2,63+2,64+2,62+2,62+2,62+2,62+2,54+2,54+2,54+2,62+2,48+2,43+2,43+2,43+2,48+2,46+2,40+2,40+2,40+2,46+2
10067,M. Castro,23,172,72,Uruguay,65,Right,3,3,Medium/Medium,RW,69.0,63.0,66.0,65.0,49.0,59.0,,65,63,54,73,52,64,68,70,68,63,71,67,69,58,77,68,63,67,57,63,54,47,62,50,58,59,47,49,53,62+2,62+2,62+2,64+2,63+2,63+2,63+2,64+2,63+2,63+2,63+2,64+2,62+2,62+2,62+2,64+2,59+2,57+2,57+2,57+2,59+2,57+2,53+2,53+2,53+2,57+2
10069,Isi,24,169,69,Spain,65,Right,3,2,Medium/Medium,RM,81.0,64.0,56.0,66.0,34.0,59.0,Early Crosser,61,61,35,59,55,66,57,51,58,63,82,81,73,64,78,70,75,58,62,66,48,35,67,47,57,63,32,36,29,62+2,62+2,62+2,65+2,63+2,63+2,63+2,65+2,62+2,62+2,62+2,63+2,57+2,57+2,57+2,63+2,52+2,48+2,48+2,48+2,52+2,49+2,43+2,43+2,43+2,49+2
10073,Lucas Xavier,24,179,77,Brazil,65,Left,2,2,High/High,LM,67.0,58.0,64.0,67.0,28.0,49.0,,66,58,56,66,38,66,68,62,61,68,66,67,69,61,65,70,31,45,61,49,26,34,63,60,66,65,20,24,27,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,58+2,58+2,58+2,63+2,49+2,46+2,46+2,46+2,49+2,46+2,38+2,38+2,38+2,46+2
10092,M. R?du?,29,178,67,Romania,65,Right,4,3,Medium/Low,LW,77.0,59.0,61.0,66.0,43.0,65.0,Crowd Favourite,61,58,52,61,53,65,63,61,59,64,78,76,74,61,75,63,56,69,67,58,58,28,62,63,61,61,53,41,35,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,63+2,63+2,63+2,64+2,59+2,59+2,59+2,64+2,54+2,52+2,52+2,52+2,54+2,52+2,49+2,49+2,49+2,52+2
10093,M. Kristensen,22,187,77,Denmark,65,Right,3,3,Medium/Medium,RW,77.0,61.0,61.0,67.0,43.0,59.0,,64,59,48,60,57,67,68,65,53,63,75,79,78,57,72,64,67,69,59,65,42,39,64,62,45,58,43,45,42,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,63+2,63+2,63+2,64+2,59+2,59+2,59+2,64+2,56+2,51+2,51+2,51+2,56+2,54+2,48+2,48+2,48+2,54+2
10094,C. Palomeque,25,170,72,Colombia,65,Left,2,3,Medium/Medium,LM,84.0,60.0,60.0,70.0,38.0,65.0,,61,59,49,60,61,70,66,69,55,65,86,82,86,58,79,66,92,60,66,58,63,32,54,59,62,63,58,24,23,61+2,61+2,61+2,65+2,63+2,63+2,63+2,65+2,63+2,63+2,63+2,64+2,56+2,56+2,56+2,64+2,52+2,49+2,49+2,49+2,52+2,50+2,47+2,47+2,47+2,50+2
10098,D. Maatsen,29,183,71,Netherlands,65,Right,3,3,Medium/Medium,RW,92.0,58.0,53.0,67.0,37.0,61.0,"Inflexible, Early Crosser",60,55,55,55,43,67,51,35,42,64,93,92,72,60,72,63,81,77,57,65,44,21,54,57,58,52,47,33,31,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,61+2,61+2,61+2,64+2,54+2,54+2,54+2,64+2,54+2,46+2,46+2,46+2,54+2,52+2,44+2,44+2,44+2,52+2
10106,F. Cristaldo,22,170,69,Argentina,65,Right,3,3,Medium/Medium,LW,73.0,56.0,62.0,69.0,57.0,66.0,,49,54,51,67,47,66,63,62,65,68,74,72,80,69,82,62,67,64,67,58,65,63,53,66,57,66,53,60,56,60+2,60+2,60+2,63+2,63+2,63+2,63+2,63+2,65+2,65+2,65+2,63+2,64+2,64+2,64+2,63+2,62+2,63+2,63+2,63+2,62+2,61+2,60+2,60+2,60+2,61+2
10116,S. Sosa,19,178,71,Venezuela,65,Left,3,3,Medium/Medium,LM,70.0,57.0,60.0,69.0,41.0,53.0,,61,58,46,63,50,72,48,56,57,68,77,65,67,58,67,62,35,57,58,52,40,33,64,59,52,68,44,41,40,60+2,60+2,60+2,64+2,63+2,63+2,63+2,64+2,63+2,63+2,63+2,64+2,59+2,59+2,59+2,64+2,53+2,50+2,50+2,50+2,53+2,51+2,45+2,45+2,45+2,51+2
10126,E. Tønne,28,180,75,Norway,65,Left,4,3,High/Medium,LW,73.0,58.0,65.0,65.0,56.0,69.0,,67,60,33,65,49,63,62,60,58,64,71,75,73,63,72,56,74,75,70,58,57,57,61,69,51,60,55,61,60,59+2,59+2,59+2,64+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,65+2,64+2,61+2,61+2,61+2,64+2,62+2,58+2,58+2,58+2,62+2
10151,M. Nzola,22,185,82,France,65,Left,4,3,Medium/Medium,RW,74.0,63.0,56.0,64.0,28.0,70.0,,52,63,61,63,57,65,59,44,55,63,70,77,62,59,60,67,71,69,80,59,46,29,62,49,64,63,20,24,28,64+2,64+2,64+2,62+2,62+2,62+2,62+2,62+2,61+2,61+2,61+2,62+2,56+2,56+2,56+2,62+2,49+2,46+2,46+2,46+2,49+2,46+2,43+2,43+2,43+2,46+2
10188,F. Krüger,20,186,81,Germany,65,Right,4,2,High/Medium,LW,76.0,62.0,49.0,64.0,21.0,65.0,,38,63,60,59,63,63,47,34,43,65,74,77,66,60,67,67,65,58,69,57,63,12,59,52,63,53,18,15,23,63+2,63+2,63+2,60+2,62+2,62+2,62+2,60+2,60+2,60+2,60+2,59+2,52+2,52+2,52+2,59+2,42+2,40+2,40+2,40+2,42+2,40+2,38+2,38+2,38+2,40+2
10190,N. Briasco,23,179,82,Armenia,65,Right,2,3,Medium/Medium,RW,66.0,66.0,48.0,65.0,23.0,58.0,,39,69,67,56,44,67,44,38,44,63,62,69,68,58,65,67,61,55,63,63,47,20,60,51,68,58,19,14,22,63+2,63+2,63+2,60+2,62+2,62+2,62+2,60+2,60+2,60+2,60+2,58+2,52+2,52+2,52+2,58+2,42+2,40+2,40+2,40+2,42+2,40+2,37+2,37+2,37+2,40+2
10195,K. Tokstad,27,185,84,Norway,65,Right,2,2,Medium/Medium,RW,79.0,60.0,61.0,63.0,46.0,75.0,,62,58,58,58,59,63,64,58,59,62,76,81,69,58,69,66,57,85,75,60,66,56,58,65,59,66,33,48,46,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,64+2,61+2,61+2,61+2,64+2,59+2,57+2,57+2,57+2,59+2,58+2,54+2,54+2,54+2,58+2
10198,D. Amoo,28,178,77,England,65,Right,3,3,High/Medium,LM,90.0,58.0,56.0,67.0,38.0,63.0,Early Crosser,66,59,59,55,49,65,50,43,51,62,88,92,89,53,84,61,63,59,71,53,48,35,61,58,57,59,32,41,36,62+2,62+2,62+2,65+2,62+2,62+2,62+2,65+2,61+2,61+2,61+2,63+2,55+2,55+2,55+2,63+2,53+2,48+2,48+2,48+2,53+2,52+2,47+2,47+2,47+2,52+2
10206,M. Done,30,178,65,Wales,65,Left,2,3,Medium/High,LM,77.0,59.0,60.0,65.0,56.0,68.0,,62,57,47,62,57,62,60,56,54,63,77,77,77,62,76,63,68,79,67,59,58,55,61,62,59,66,55,60,53,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,64+2,61+2,61+2,61+2,64+2,62+2,60+2,60+2,60+2,62+2,61+2,58+2,58+2,58+2,61+2
10211,R. Williams,22,173,76,England,65,Left,3,3,High/Medium,RM,85.0,60.0,60.0,67.0,29.0,61.0,,63,61,47,61,53,65,64,47,58,64,87,83,84,52,76,62,77,69,65,58,38,20,58,59,55,59,28,30,27,61+2,61+2,61+2,64+2,62+2,62+2,62+2,64+2,62+2,62+2,62+2,64+2,56+2,56+2,56+2,64+2,50+2,45+2,45+2,45+2,50+2,47+2,40+2,40+2,40+2,47+2
10212,S. McLaughlin,29,175,77,Republic of Ireland,65,Left,3,3,High/Medium,RW,75.0,60.0,61.0,66.0,27.0,62.0,Crowd Favourite,64,60,55,61,54,65,52,55,59,64,74,75,77,59,76,61,61,73,59,59,54,23,60,62,56,58,24,25,24,61+2,61+2,61+2,64+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,64+2,58+2,58+2,58+2,64+2,50+2,46+2,46+2,46+2,50+2,47+2,40+2,40+2,40+2,47+2
10223,D. Worrall,29,170,67,England,65,Right,4,2,Medium/Medium,RM,76.0,58.0,60.0,67.0,50.0,66.0,,66,58,54,61,52,66,39,60,56,62,75,76,79,54,89,56,90,72,68,61,49,38,63,60,57,52,60,48,45,60+2,60+2,60+2,64+2,62+2,62+2,62+2,64+2,62+2,62+2,62+2,63+2,59+2,59+2,59+2,63+2,58+2,54+2,54+2,54+2,58+2,56+2,54+2,54+2,54+2,56+2
10225,L. Argudo,23,175,68,United States,65,Right,4,3,Medium/High,LM,71.0,57.0,62.0,66.0,47.0,60.0,,64,57,44,66,50,64,63,62,58,65,69,73,75,61,81,62,52,65,59,51,58,58,63,57,60,61,43,46,47,60+2,60+2,60+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,60+2,60+2,60+2,63+2,59+2,57+2,57+2,57+2,59+2,57+2,52+2,52+2,52+2,57+2
10228,J. Clark,25,183,73,England,65,Right,3,3,High/Medium,RM,80.0,56.0,61.0,67.0,47.0,61.0,,60,56,55,61,58,65,64,56,59,62,81,80,92,60,71,56,56,70,58,57,57,48,60,62,42,56,50,44,41,60+2,60+2,60+2,64+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,64+2,59+2,59+2,59+2,64+2,57+2,55+2,55+2,55+2,57+2,56+2,51+2,51+2,51+2,56+2
10239,I. Ndiaye,20,176,65,Senegal,65,Left,4,3,High/Medium,LM,91.0,54.0,57.0,71.0,28.0,57.0,Crowd Favourite,62,55,47,57,48,71,61,58,48,66,90,92,91,52,81,61,71,64,57,47,43,21,57,55,51,62,31,26,23,60+2,60+2,60+2,65+2,62+2,62+2,62+2,65+2,61+2,61+2,61+2,64+2,54+2,54+2,54+2,64+2,50+2,43+2,43+2,43+2,50+2,47+2,39+2,39+2,39+2,47+2
10240,Miguel Tavares,20,170,57,Portugal,65,Right,3,3,High/Medium,LM,84.0,57.0,56.0,70.0,25.0,42.0,,61,57,55,58,58,68,63,44,48,64,87,82,91,60,88,64,52,62,30,48,46,18,58,55,54,61,25,20,26,60+2,60+2,60+2,64+2,62+2,62+2,62+2,64+2,61+2,61+2,61+2,63+2,53+2,53+2,53+2,63+2,48+2,41+2,41+2,41+2,48+2,46+2,35+2,35+2,35+2,46+2
10244,S. Lawless,28,170,65,Scotland,65,Left,4,3,High/Medium,RM,72.0,61.0,61.0,67.0,56.0,64.0,Early Crosser,63,59,38,62,53,64,65,43,58,64,71,73,82,59,91,66,92,83,59,62,45,57,58,62,65,65,58,59,59,59+2,59+2,59+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,64+2,62+2,62+2,62+2,64+2,63+2,60+2,60+2,60+2,63+2,62+2,57+2,57+2,57+2,62+2
10252,N. Bärkroth,27,172,75,Sweden,65,Right,4,2,Medium/Low,LW,81.0,58.0,63.0,68.0,34.0,61.0,Early Crosser,67,58,33,60,51,67,65,56,62,63,83,80,85,58,86,61,78,65,59,55,55,25,60,65,58,59,47,26,38,59+2,59+2,59+2,65+2,62+2,62+2,62+2,65+2,63+2,63+2,63+2,65+2,58+2,58+2,58+2,65+2,53+2,49+2,49+2,49+2,53+2,50+2,43+2,43+2,43+2,50+2
10253,Ahn Yong Woo,27,177,69,Korea Republic,65,Left,3,3,High/Low,RM,75.0,59.0,62.0,66.0,35.0,63.0,"Injury Free, Early Crosser",64,61,41,62,52,64,65,52,62,65,77,73,76,58,72,60,62,77,64,60,42,33,56,60,49,67,33,36,31,59+2,59+2,59+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,64+2,59+2,59+2,59+2,64+2,54+2,50+2,50+2,50+2,54+2,50+2,43+2,43+2,43+2,50+2
10259,M. Harness,23,182,70,England,65,Right,4,4,Medium/Medium,RM,84.0,61.0,58.0,67.0,28.0,49.0,,60,62,37,60,52,65,48,47,57,65,86,83,83,54,76,68,33,67,48,59,32,21,55,60,50,58,30,27,26,59+2,59+2,59+2,64+2,62+2,62+2,62+2,64+2,62+2,62+2,62+2,64+2,56+2,56+2,56+2,64+2,50+2,44+2,44+2,44+2,50+2,46+2,35+2,35+2,35+2,46+2
10272,K. Bennett,28,165,61,England,65,Right,3,4,High/Medium,LW,81.0,56.0,57.0,68.0,36.0,50.0,"Selfish, Crowd Favourite",56,55,35,59,52,67,59,52,51,61,84,78,87,60,87,62,36,72,43,53,42,48,63,60,58,58,32,36,25,58+2,58+2,58+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,58+2,58+2,58+2,63+2,53+2,49+2,49+2,49+2,53+2,50+2,41+2,41+2,41+2,50+2
10276,M. Svensson,21,175,70,Sweden,65,Right,3,3,Medium/Medium,LM,80.0,59.0,59.0,67.0,30.0,46.0,,65,58,39,61,53,65,60,57,51,67,82,79,76,51,75,65,60,63,38,59,39,32,59,57,44,58,33,25,24,58+2,58+2,58+2,64+2,62+2,62+2,62+2,64+2,62+2,62+2,62+2,63+2,56+2,56+2,56+2,63+2,51+2,45+2,45+2,45+2,51+2,47+2,37+2,37+2,37+2,47+2
10279,Valverde,34,174,67,Spain,65,Right,3,3,High/Medium,RM,79.0,59.0,59.0,65.0,22.0,49.0,Early Crosser,66,59,32,61,54,66,62,50,60,65,78,79,67,61,60,60,65,64,39,58,53,24,63,50,50,59,18,25,15,58+2,58+2,58+2,64+2,62+2,62+2,62+2,64+2,61+2,61+2,61+2,64+2,56+2,56+2,56+2,64+2,48+2,44+2,44+2,44+2,48+2,44+2,34+2,34+2,34+2,44+2
10285,E. Lombardo,22,174,69,France,65,Right,2,3,High/Medium,LM,73.0,57.0,65.0,68.0,35.0,45.0,,60,56,38,68,59,68,64,58,64,65,69,77,78,47,81,61,54,58,39,55,43,27,60,65,52,63,34,36,49,57+2,57+2,57+2,63+2,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,49+2,49+2,49+2,52+2,50+2,41+2,41+2,41+2,50+2
10287,K. Shirai,25,165,63,Japan,65,Right,3,3,High/Medium,RM,81.0,57.0,58.0,69.0,30.0,51.0,,58,56,33,60,54,68,59,46,55,65,84,79,82,61,87,60,59,68,45,62,41,43,51,60,50,61,26,28,23,57+2,57+2,57+2,64+2,62+2,62+2,62+2,64+2,62+2,62+2,62+2,63+2,58+2,58+2,58+2,63+2,52+2,47+2,47+2,47+2,52+2,48+2,38+2,38+2,38+2,48+2
10302,H. Wright,21,193,90,United States,65,Right,4,2,Medium/Medium,RW,72.0,63.0,48.0,60.0,23.0,68.0,Speed Dribbler (CPU AI Only),42,65,67,54,51,60,51,34,37,62,68,75,65,59,40,67,66,62,87,60,30,13,59,55,64,57,20,20,18,64+2,64+2,64+2,59+2,61+2,61+2,61+2,59+2,58+2,58+2,58+2,58+2,51+2,51+2,51+2,58+2,42+2,39+2,39+2,39+2,42+2,40+2,38+2,38+2,38+2,40+2
10327,D. Sorescu,21,176,72,Romania,65,Right,3,2,High/Medium,RM,90.0,55.0,51.0,69.0,57.0,63.0,,59,54,53,55,46,65,57,34,38,68,92,88,91,56,76,66,65,89,63,51,31,56,56,49,45,47,61,57,52,61+2,61+2,61+2,63+2,61+2,61+2,61+2,63+2,60+2,60+2,60+2,63+2,56+2,56+2,56+2,63+2,64+2,56+2,56+2,56+2,64+2,63+2,56+2,56+2,56+2,63+2
10329,H. Anderson,22,179,71,England,65,Right,3,2,High/High,RM,88.0,56.0,58.0,63.0,43.0,69.0,Early Crosser,59,58,54,60,53,60,44,43,57,57,84,91,82,64,80,56,42,83,75,49,42,35,63,59,54,52,52,39,36,61+2,61+2,61+2,63+2,61+2,61+2,61+2,63+2,61+2,61+2,61+2,64+2,58+2,58+2,58+2,64+2,57+2,52+2,52+2,52+2,57+2,55+2,49+2,49+2,49+2,55+2
