,short_name,age,height_cm,weight_kg,nationality,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
9178,R. Munsy,29,188,90,DR Congo,66,Right,3,3,Medium/Medium,RS,78.0,64.0,46.0,63.0,33.0,73.0,"Argues with Officials, Outside Foot Shot",38,66,56,51,49,64,59,41,40,63,79,78,56,62,61,70,63,65,87,61,49,38,64,46,42,63,27,28,29,65+2,65+2,65+2,60+2,62+2,62+2,62+2,60+2,58+2,58+2,58+2,59+2,52+2,52+2,52+2,59+2,48+2,46+2,46+2,46+2,48+2,47+2,45+2,45+2,45+2,47+2
9191,S. Varas,30,185,82,Chile,66,Right,3,2,Medium/Medium,LS,62.0,64.0,49.0,60.0,28.0,78.0,"Power Free-Kick, Long Passer (CPU AI Only)",23,65,64,57,43,59,46,56,42,63,63,62,69,61,36,72,86,79,83,59,64,15,68,64,69,54,34,20,22,64+2,64+2,64+2,58+2,62+2,62+2,62+2,58+2,61+2,61+2,61+2,57+2,55+2,55+2,55+2,57+2,43+2,45+2,45+2,45+2,43+2,41+2,43+2,43+2,43+2,41+2
9193,Danilo Sacrio,27,176,72,Brazil,66,Right,3,3,Medium/Medium,LS,86.0,64.0,45.0,68.0,27.0,59.0,,43,66,60,52,68,67,43,46,38,64,85,87,86,61,78,70,75,50,64,58,56,25,57,41,58,62,18,28,26,64+2,64+2,64+2,62+2,62+2,62+2,62+2,62+2,59+2,59+2,59+2,59+2,50+2,50+2,50+2,59+2,46+2,41+2,41+2,41+2,46+2,44+2,41+2,41+2,41+2,44+2
9194,O. Zawada,23,192,83,Poland,66,Right,3,2,Medium/Medium,ST,74.0,64.0,48.0,60.0,26.0,68.0,,41,67,65,55,59,57,53,39,34,65,73,75,58,59,56,67,54,66,81,54,40,22,63,56,61,49,20,23,22,64+2,64+2,64+2,60+2,62+2,62+2,62+2,60+2,59+2,59+2,59+2,58+2,52+2,52+2,52+2,58+2,44+2,41+2,41+2,41+2,44+2,43+2,40+2,40+2,40+2,43+2
9221,H. Balic,23,183,75,Austria,66,Right,3,3,Medium/Medium,RS,73.0,61.0,62.0,64.0,28.0,58.0,,67,67,42,65,43,65,57,41,65,67,75,72,61,46,64,58,62,63,66,59,29,25,65,57,50,65,23,30,33,61+2,61+2,61+2,64+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,64+2,58+2,58+2,58+2,64+2,50+2,46+2,46+2,46+2,50+2,47+2,39+2,39+2,39+2,47+2
9273,L. Strizzolo,27,188,83,Italy,66,Right,3,2,Medium/High,LS,71.0,65.0,47.0,56.0,31.0,71.0,,30,68,70,58,50,52,39,42,41,59,67,74,63,62,60,66,67,73,79,62,51,29,66,52,50,60,29,25,22,65+2,65+2,65+2,58+2,61+2,61+2,61+2,58+2,58+2,58+2,58+2,57+2,53+2,53+2,53+2,57+2,45+2,45+2,45+2,45+2,45+2,44+2,44+2,44+2,44+2,44+2
9277,K. Opseth,29,189,90,Norway,66,Left,4,2,Medium/Medium,ST,66.0,67.0,55.0,59.0,26.0,70.0,Long Throw-in,59,67,64,59,51,58,65,70,42,62,67,66,56,57,55,75,72,59,83,66,52,16,64,49,59,49,30,21,12,65+2,65+2,65+2,60+2,61+2,61+2,61+2,60+2,58+2,58+2,58+2,59+2,52+2,52+2,52+2,59+2,44+2,42+2,42+2,42+2,44+2,41+2,41+2,41+2,41+2,41+2
9281,K. Hachadi,21,190,85,Morocco,66,Left,3,2,Medium/Medium,ST,53.0,64.0,49.0,60.0,34.0,73.0,Long Passer (CPU AI Only),30,69,72,59,59,61,40,36,49,64,52,53,50,61,43,65,57,67,81,53,66,25,65,54,64,60,33,28,30,64+2,64+2,64+2,57+2,61+2,61+2,61+2,57+2,59+2,59+2,59+2,56+2,55+2,55+2,55+2,56+2,44+2,47+2,47+2,47+2,44+2,43+2,46+2,46+2,46+2,43+2
9288,M. Godden,27,185,78,England,66,Right,3,2,Medium/Medium,ST,64.0,65.0,42.0,64.0,27.0,66.0,,31,67,65,53,61,61,58,33,22,64,62,66,71,64,86,68,80,72,65,56,57,34,68,45,65,62,24,14,18,64+2,64+2,64+2,58+2,61+2,61+2,61+2,58+2,57+2,57+2,57+2,56+2,50+2,50+2,50+2,56+2,44+2,41+2,41+2,41+2,44+2,42+2,41+2,41+2,41+2,42+2
9289,M. Bilate,27,191,86,Netherlands,66,Right,3,2,Medium/Medium,ST,80.0,65.0,47.0,58.0,24.0,76.0,Power Free-Kick,31,64,60,57,53,58,35,30,46,63,76,83,54,56,43,74,70,69,86,62,62,22,58,54,66,54,25,15,20,64+2,64+2,64+2,59+2,61+2,61+2,61+2,59+2,59+2,59+2,59+2,58+2,53+2,53+2,53+2,58+2,43+2,43+2,43+2,43+2,43+2,42+2,41+2,41+2,41+2,42+2
9344,J. Correa,26,185,80,Colombia,66,Left,3,3,Medium/Medium,ST,70.0,62.0,43.0,62.0,32.0,78.0,,27,63,66,53,63,62,54,50,40,65,75,66,56,60,51,68,91,57,88,52,76,21,62,37,68,65,41,22,20,64+2,64+2,64+2,57+2,60+2,60+2,60+2,57+2,56+2,56+2,56+2,55+2,49+2,49+2,49+2,55+2,43+2,44+2,44+2,44+2,43+2,42+2,47+2,47+2,47+2,42+2
9345,S. Ito,30,184,76,Japan,66,Right,3,2,High/Low,RS,64.0,67.0,44.0,58.0,26.0,79.0,,48,71,59,44,66,49,61,55,31,65,63,65,72,71,59,69,76,80,79,60,78,21,67,42,44,67,36,12,14,64+2,64+2,64+2,58+2,60+2,60+2,60+2,58+2,55+2,55+2,55+2,56+2,49+2,49+2,49+2,56+2,44+2,42+2,42+2,42+2,44+2,42+2,42+2,42+2,42+2,42+2
9346,G. Herrem,31,188,82,Norway,66,Right,3,2,High/Medium,RS,73.0,63.0,44.0,61.0,30.0,62.0,,48,65,63,53,69,59,47,43,33,64,72,73,59,59,59,68,63,60,73,52,39,38,67,34,55,51,31,19,15,64+2,64+2,64+2,59+2,60+2,60+2,60+2,59+2,55+2,55+2,55+2,57+2,49+2,49+2,49+2,57+2,46+2,42+2,42+2,42+2,46+2,44+2,41+2,41+2,41+2,44+2
9898,S. Weissman,23,174,70,Israel,65,Right,3,2,Medium/Medium,LS,77.0,65.0,53.0,72.0,22.0,52.0,,52,69,52,55,60,75,54,38,46,70,75,78,68,61,73,64,57,70,46,58,42,21,62,60,62,66,23,12,19,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,64+2,56+2,56+2,56+2,64+2,47+2,41+2,41+2,41+2,47+2,43+2,34+2,34+2,34+2,43+2
9911,A. De Bruyn,25,178,69,Belgium,65,Right,3,3,High/Low,LF,70.0,67.0,59.0,70.0,31.0,55.0,,56,67,52,63,59,72,62,64,58,68,72,69,71,55,72,70,72,55,58,67,42,27,62,55,62,59,30,28,29,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,64+2,64+2,64+2,63+2,58+2,58+2,58+2,63+2,49+2,46+2,46+2,46+2,49+2,46+2,41+2,41+2,41+2,46+2
9943,C. Lavery,26,180,76,Northern Ireland,65,Right,3,3,High/Medium,RS,75.0,65.0,56.0,66.0,36.0,66.0,Crowd Favourite,55,66,58,58,57,64,59,60,50,66,74,76,77,61,70,65,68,77,63,64,61,31,65,55,64,63,35,35,33,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,62+2,62+2,62+2,63+2,57+2,57+2,57+2,63+2,52+2,49+2,49+2,49+2,52+2,51+2,46+2,46+2,46+2,51+2
9948,F. Gytkjær,26,180,75,Denmark,65,Right,4,3,High/Medium,ST,70.0,63.0,56.0,67.0,31.0,60.0,,52,67,47,63,46,66,47,55,57,67,72,69,75,67,70,62,52,69,64,59,42,26,70,51,61,61,29,29,34,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,64+2,58+2,58+2,58+2,64+2,51+2,48+2,48+2,48+2,51+2,48+2,41+2,41+2,41+2,48+2
9950,P. Sohm,27,186,77,Germany,65,Right,3,2,High/High,RS,77.0,62.0,58.0,64.0,25.0,71.0,,62,62,48,60,57,62,66,37,54,63,76,77,73,66,61,72,54,85,75,56,48,17,67,59,54,68,24,23,25,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,62+2,62+2,62+2,65+2,57+2,57+2,57+2,65+2,50+2,46+2,46+2,46+2,50+2,47+2,39+2,39+2,39+2,47+2
9971,N. Bustos,20,175,76,Argentina,65,Right,2,3,High/Low,ST,73.0,63.0,58.0,67.0,25.0,59.0,,61,64,57,64,54,66,55,32,51,63,72,74,76,65,76,62,60,68,66,60,28,20,64,57,70,60,30,16,18,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,64+2,56+2,56+2,56+2,64+2,48+2,43+2,43+2,43+2,48+2,45+2,37+2,37+2,37+2,45+2
10010,J. Mackie,33,173,71,Scotland,65,Right,3,2,High/High,ST,64.0,64.0,59.0,64.0,51.0,74.0,"Beat Offside Trap, Giant Throw-in",62,64,62,62,58,64,60,42,51,62,63,64,65,69,75,66,71,80,70,60,78,49,66,62,71,63,46,53,49,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,62+2,62+2,62+2,63+2,61+2,61+2,61+2,63+2,59+2,58+2,58+2,58+2,59+2,58+2,57+2,57+2,57+2,58+2
10013,V. Sulejmani,23,185,84,Kosovo,65,Left,4,3,Medium/Medium,ST,65.0,63.0,55.0,65.0,41.0,72.0,,35,66,57,62,57,66,58,54,53,63,63,67,66,65,65,67,73,71,77,53,59,19,65,63,66,63,39,57,26,64+2,64+2,64+2,61+2,63+2,63+2,63+2,61+2,63+2,63+2,63+2,61+2,59+2,59+2,59+2,61+2,49+2,51+2,51+2,51+2,49+2,48+2,50+2,50+2,50+2,48+2
10017,R. Riski,27,181,68,Finland,65,Right,4,3,High/Low,LS,83.0,63.0,53.0,66.0,41.0,59.0,,57,67,61,56,63,63,57,49,48,65,85,81,79,69,72,58,85,67,58,57,45,38,61,46,63,56,36,41,40,64+2,64+2,64+2,64+2,63+2,63+2,63+2,64+2,61+2,61+2,61+2,63+2,56+2,56+2,56+2,63+2,55+2,49+2,49+2,49+2,55+2,54+2,49+2,49+2,49+2,54+2
10019,S. Cox,32,181,70,Republic of Ireland,65,Right,4,2,High/High,ST,58.0,66.0,58.0,63.0,36.0,70.0,Speed Dribbler (CPU AI Only),55,67,59,61,65,62,58,51,56,64,56,60,65,63,65,68,73,76,69,62,65,44,67,60,66,64,31,31,22,64+2,64+2,64+2,62+2,63+2,63+2,63+2,62+2,62+2,62+2,62+2,61+2,59+2,59+2,59+2,61+2,51+2,51+2,51+2,51+2,51+2,48+2,47+2,47+2,47+2,48+2
10020,A. Bunjaku,35,178,77,Kosovo,65,Right,4,3,Medium/Medium,ST,54.0,64.0,56.0,66.0,37.0,62.0,,50,64,59,63,63,65,57,59,44,65,59,50,68,65,75,69,74,48,70,59,57,39,70,59,66,66,44,26,22,64+2,64+2,64+2,61+2,63+2,63+2,63+2,61+2,62+2,62+2,62+2,59+2,56+2,56+2,56+2,59+2,47+2,48+2,48+2,48+2,47+2,45+2,46+2,46+2,46+2,45+2
10023,P. Breier,27,185,77,Germany,65,Right,3,3,High/Medium,ST,68.0,61.0,58.0,65.0,33.0,73.0,Crowd Favourite,58,63,61,59,62,65,63,58,56,65,67,69,66,66,67,66,68,78,72,53,68,32,65,57,51,66,30,29,23,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,62+2,62+2,62+2,63+2,58+2,58+2,58+2,63+2,51+2,50+2,50+2,50+2,51+2,48+2,45+2,45+2,45+2,48+2
10027,D. Tadi?,29,177,77,Austria,65,Right,4,3,Medium/Medium,ST,75.0,66.0,55.0,65.0,28.0,71.0,,50,67,56,56,62,63,62,56,45,65,74,75,72,61,71,73,82,71,73,63,61,44,56,62,64,57,16,23,18,64+2,64+2,64+2,62+2,63+2,63+2,63+2,62+2,61+2,61+2,61+2,61+2,56+2,56+2,56+2,61+2,48+2,47+2,47+2,47+2,48+2,46+2,43+2,43+2,43+2,46+2
10031,A. Koro Koné,29,178,74,Ivory Coast,65,Right,3,2,Medium/Low,ST,79.0,62.0,52.0,67.0,25.0,55.0,Speed Dribbler (CPU AI Only),44,64,71,55,61,71,57,53,46,56,76,81,79,70,75,65,49,56,65,53,32,28,56,56,66,53,19,16,20,64+2,64+2,64+2,62+2,63+2,63+2,63+2,62+2,61+2,61+2,61+2,60+2,53+2,53+2,53+2,60+2,45+2,41+2,41+2,41+2,45+2,43+2,38+2,38+2,38+2,43+2
10032,M. Eisa,24,183,70,Sudan,65,Right,3,3,High/Medium,RS,76.0,63.0,50.0,64.0,24.0,64.0,Crowd Favourite,53,68,58,51,48,65,56,60,30,63,78,75,68,57,60,62,69,76,68,58,36,18,69,55,58,64,29,15,17,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,60+2,60+2,60+2,61+2,51+2,51+2,51+2,61+2,46+2,39+2,39+2,39+2,46+2,43+2,37+2,37+2,37+2,43+2
10047,N. Ishihara,34,173,62,Japan,65,Right,3,3,High/Low,LS,55.0,67.0,57.0,64.0,31.0,57.0,,37,66,61,64,69,59,51,53,61,67,65,47,74,61,76,69,72,64,55,64,50,32,70,62,67,47,26,26,29,63+2,63+2,63+2,60+2,63+2,63+2,63+2,60+2,63+2,63+2,63+2,60+2,60+2,60+2,60+2,60+2,46+2,48+2,48+2,48+2,46+2,44+2,42+2,42+2,42+2,44+2
10066,R. Taylor,24,183,80,Finland,65,Right,3,3,Medium/Medium,RS,79.0,64.0,60.0,65.0,53.0,69.0,,59,62,40,62,43,68,61,58,62,63,81,78,59,56,62,75,71,73,66,69,70,49,57,56,44,62,57,56,54,62+2,62+2,62+2,64+2,63+2,63+2,63+2,64+2,62+2,62+2,62+2,64+2,60+2,60+2,60+2,64+2,61+2,59+2,59+2,59+2,61+2,59+2,56+2,56+2,56+2,59+2
10102,R. Ofosu,27,175,76,Germany,65,Right,3,3,Medium/Medium,ST,90.0,56.0,57.0,67.0,30.0,59.0,,59,57,50,62,52,64,53,40,48,66,88,91,82,60,83,60,74,67,59,51,43,27,58,56,57,59,27,30,25,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,62+2,62+2,62+2,64+2,56+2,56+2,56+2,64+2,51+2,46+2,46+2,46+2,51+2,49+2,41+2,41+2,41+2,49+2
10147,L. Varney,36,180,70,England,65,Right,3,2,High/Medium,LS,64.0,63.0,56.0,63.0,40.0,66.0,Speed Dribbler (CPU AI Only),63,63,72,55,54,60,53,42,52,62,66,62,76,66,72,65,90,52,70,61,68,33,65,57,61,65,32,44,35,64+2,64+2,64+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,60+2,56+2,56+2,56+2,60+2,50+2,49+2,49+2,49+2,50+2,50+2,51+2,51+2,51+2,50+2
10153,D. Imbongo Boele,29,188,73,France,65,Right,4,3,High/Medium,RS,68.0,64.0,55.0,58.0,26.0,75.0,,48,63,65,64,59,54,61,39,43,60,67,69,71,64,62,70,76,68,77,60,76,22,66,60,64,69,32,13,15,64+2,64+2,64+2,60+2,62+2,62+2,62+2,60+2,61+2,61+2,61+2,59+2,55+2,55+2,55+2,59+2,45+2,45+2,45+2,45+2,45+2,43+2,43+2,43+2,43+2,43+2
10161,S. Skålevik,26,180,75,Norway,65,Right,3,2,High/Medium,RS,73.0,64.0,51.0,61.0,26.0,61.0,,52,67,63,55,49,62,58,32,43,60,72,73,58,62,65,67,68,66,62,59,50,18,67,54,66,62,25,21,20,64+2,64+2,64+2,61+2,62+2,62+2,62+2,61+2,59+2,59+2,59+2,60+2,53+2,53+2,53+2,60+2,45+2,41+2,41+2,41+2,45+2,43+2,39+2,39+2,39+2,43+2
10164,C. Morra,24,185,79,Italy,65,Right,3,3,High/High,RS,66.0,64.0,42.0,63.0,23.0,67.0,,35,69,61,48,66,63,46,28,29,65,65,67,57,61,65,63,64,69,72,56,55,19,68,53,55,63,22,16,20,64+2,64+2,64+2,59+2,62+2,62+2,62+2,59+2,58+2,58+2,58+2,57+2,50+2,50+2,50+2,57+2,42+2,39+2,39+2,39+2,42+2,40+2,38+2,38+2,38+2,40+2
10165,W. Togui,22,181,81,Ivory Coast,65,Right,3,2,Medium/Medium,LS,77.0,66.0,49.0,60.0,21.0,68.0,,49,67,61,56,64,59,43,48,26,57,76,77,66,58,68,70,79,63,74,60,57,19,64,57,64,58,18,13,18,64+2,64+2,64+2,61+2,62+2,62+2,62+2,61+2,59+2,59+2,59+2,58+2,50+2,50+2,50+2,58+2,43+2,38+2,38+2,38+2,43+2,41+2,38+2,38+2,38+2,41+2
10166,M. Kolar,24,185,77,Croatia,65,Right,3,2,High/Medium,ST,70.0,64.0,49.0,64.0,23.0,62.0,,37,67,62,62,46,65,42,30,42,64,73,67,60,57,59,66,71,63,71,57,34,14,63,49,69,62,24,17,16,64+2,64+2,64+2,60+2,62+2,62+2,62+2,60+2,60+2,60+2,60+2,59+2,53+2,53+2,53+2,59+2,42+2,40+2,40+2,40+2,42+2,40+2,37+2,37+2,37+2,40+2
10167,M. García,20,180,66,Colombia,65,Right,3,3,Medium/Medium,ST,80.0,66.0,41.0,64.0,22.0,65.0,,30,69,52,45,49,63,40,27,39,64,78,81,71,56,72,70,70,73,71,62,40,10,65,51,63,55,30,14,17,64+2,64+2,64+2,60+2,62+2,62+2,62+2,60+2,59+2,59+2,59+2,58+2,50+2,50+2,50+2,58+2,41+2,38+2,38+2,38+2,41+2,39+2,36+2,36+2,36+2,39+2
10168,T. Thiele,27,188,84,Germany,65,Right,3,2,High/Medium,ST,79.0,61.0,52.0,63.0,22.0,65.0,Power Free-Kick,54,59,57,61,67,63,61,32,40,62,72,85,63,63,59,68,53,75,76,55,30,20,67,47,63,66,18,16,17,64+2,64+2,64+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,62+2,53+2,53+2,53+2,62+2,47+2,41+2,41+2,41+2,47+2,44+2,36+2,36+2,36+2,44+2
10169,H. Al Hazaa,27,176,64,Saudi Arabia,65,Right,3,2,High/Low,ST,77.0,62.0,43.0,63.0,21.0,59.0,,33,68,66,51,66,59,33,30,36,66,79,75,69,62,65,60,90,62,62,49,41,14,64,51,61,51,16,17,15,64+2,64+2,64+2,60+2,62+2,62+2,62+2,60+2,59+2,59+2,59+2,58+2,50+2,50+2,50+2,58+2,41+2,38+2,38+2,38+2,41+2,39+2,36+2,36+2,36+2,39+2
10178,P. Bro?ek,36,180,79,Poland,65,Right,4,2,Medium/Low,ST,34.0,66.0,60.0,62.0,29.0,63.0,"Power Free-Kick, Giant Throw-in",57,69,66,65,58,60,53,50,48,62,31,36,65,65,79,65,55,31,82,61,57,29,73,69,69,72,17,32,21,63+2,63+2,63+2,60+2,62+2,62+2,62+2,60+2,62+2,62+2,62+2,57+2,57+2,57+2,57+2,57+2,41+2,45+2,45+2,45+2,41+2,39+2,43+2,43+2,43+2,39+2
10182,K. Jackson,25,181,73,England,65,Right,3,2,High/Medium,LS,91.0,60.0,45.0,62.0,30.0,56.0,,41,60,65,51,54,63,41,39,33,60,90,91,73,62,51,64,58,61,59,58,44,23,65,51,60,56,32,25,21,63+2,63+2,63+2,62+2,62+2,62+2,62+2,62+2,59+2,59+2,59+2,60+2,50+2,50+2,50+2,60+2,46+2,41+2,41+2,41+2,46+2,45+2,40+2,40+2,40+2,45+2
10183,S. Nurkovi?,27,187,80,Serbia,65,Right,3,3,Medium/Medium,ST,62.0,64.0,54.0,61.0,25.0,67.0,Selfish,46,65,65,62,60,62,58,51,38,63,61,63,57,53,53,64,61,60,71,63,68,20,67,62,64,72,21,21,18,63+2,63+2,63+2,60+2,62+2,62+2,62+2,60+2,61+2,61+2,61+2,59+2,54+2,54+2,54+2,59+2,43+2,42+2,42+2,42+2,43+2,40+2,40+2,40+2,40+2,40+2
10186,U. Bonnet,25,181,73,France,65,Right,3,3,High/High,LS,70.0,63.0,41.0,66.0,29.0,60.0,,37,68,59,37,58,68,37,42,38,64,66,74,59,64,66,57,72,59,72,59,29,26,67,56,68,63,29,23,21,63+2,63+2,63+2,60+2,62+2,62+2,62+2,60+2,58+2,58+2,58+2,58+2,51+2,51+2,51+2,58+2,43+2,40+2,40+2,40+2,43+2,41+2,39+2,39+2,39+2,41+2
10187,R. Nagai,28,180,73,Japan,65,Right,4,3,Medium/Medium,LF,82.0,61.0,57.0,63.0,27.0,63.0,,66,64,61,57,67,63,64,62,45,61,82,82,72,59,69,59,74,74,68,51,34,20,65,55,65,50,31,19,16,63+2,63+2,63+2,64+2,62+2,62+2,62+2,64+2,60+2,60+2,60+2,63+2,53+2,53+2,53+2,63+2,49+2,42+2,42+2,42+2,49+2,46+2,39+2,39+2,39+2,46+2
10189,J. Günther-Schmidt,24,183,81,Germany,65,Right,3,3,Medium/Medium,RS,70.0,63.0,51.0,65.0,23.0,61.0,Power Free-Kick,52,63,57,57,57,64,58,45,38,65,68,72,72,62,68,71,58,50,72,59,48,15,61,51,60,56,28,14,19,63+2,63+2,63+2,61+2,62+2,62+2,62+2,61+2,60+2,60+2,60+2,59+2,51+2,51+2,51+2,59+2,43+2,40+2,40+2,40+2,43+2,41+2,38+2,38+2,38+2,41+2
10280,F. Olinga,23,178,68,Cameroon,65,Right,3,3,Medium/Low,RS,73.0,56.0,59.0,73.0,19.0,47.0,Early Crosser,64,51,33,60,54,73,38,60,59,71,77,70,82,56,76,68,77,48,48,57,38,13,57,57,51,62,15,26,11,58+2,58+2,58+2,64+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,63+2,56+2,56+2,56+2,63+2,44+2,41+2,41+2,41+2,44+2,40+2,32+2,32+2,32+2,40+2
10295,D. Baumann,24,178,82,Germany,65,Right,3,3,High/Low,RS,68.0,62.0,52.0,62.0,28.0,70.0,,46,61,64,59,51,60,51,32,48,61,67,68,66,59,78,75,88,55,79,55,61,23,67,55,58,48,28,21,23,64+2,64+2,64+2,60+2,61+2,61+2,61+2,60+2,59+2,59+2,59+2,58+2,53+2,53+2,53+2,58+2,44+2,44+2,44+2,44+2,44+2,42+2,43+2,43+2,43+2,42+2
10296,S. Bu?,26,185,85,Romania,65,Right,3,2,High/Low,ST,67.0,65.0,48.0,60.0,31.0,70.0,,38,63,62,58,60,58,38,44,46,64,68,66,63,57,60,73,59,73,75,62,58,36,67,47,67,61,35,18,12,64+2,64+2,64+2,59+2,61+2,61+2,61+2,59+2,58+2,58+2,58+2,58+2,54+2,54+2,54+2,58+2,45+2,46+2,46+2,46+2,45+2,43+2,43+2,43+2,43+2,43+2
10298,V. Prodell,31,190,86,Sweden,65,Right,2,2,Medium/Low,RS,71.0,61.0,48.0,58.0,29.0,68.0,,40,68,66,52,55,56,45,45,38,60,71,71,57,66,52,55,71,61,82,53,40,23,70,57,60,66,25,24,29,64+2,64+2,64+2,59+2,61+2,61+2,61+2,59+2,59+2,59+2,59+2,58+2,52+2,52+2,52+2,58+2,45+2,42+2,42+2,42+2,45+2,44+2,42+2,42+2,42+2,44+2
10304,J. Hernández,26,182,80,Venezuela,65,Right,3,3,High/Medium,LS,73.0,66.0,46.0,59.0,23.0,62.0,,39,65,65,55,56,59,47,38,36,59,69,77,60,65,56,73,65,55,76,65,35,15,57,46,67,65,25,14,18,64+2,64+2,64+2,58+2,61+2,61+2,61+2,58+2,57+2,57+2,57+2,56+2,49+2,49+2,49+2,56+2,41+2,38+2,38+2,38+2,41+2,40+2,38+2,38+2,38+2,40+2
10305,L. Novak,30,183,78,England,65,Right,4,2,High/High,ST,59.0,65.0,57.0,60.0,41.0,75.0,Finesse Shot,58,65,64,58,61,56,59,57,51,64,53,63,62,62,66,69,76,73,78,63,70,45,65,60,66,63,35,40,30,63+2,63+2,63+2,60+2,61+2,61+2,61+2,60+2,60+2,60+2,60+2,60+2,58+2,58+2,58+2,60+2,52+2,53+2,53+2,53+2,52+2,50+2,51+2,51+2,51+2,50+2
10310,P. Sané,27,187,84,Senegal,65,Left,3,3,High/Low,RS,72.0,62.0,49.0,62.0,27.0,70.0,,42,60,63,59,57,63,59,41,42,62,70,73,69,55,49,68,72,69,79,62,49,22,64,43,67,52,27,22,20,63+2,63+2,63+2,59+2,61+2,61+2,61+2,59+2,58+2,58+2,58+2,58+2,52+2,52+2,52+2,58+2,45+2,43+2,43+2,43+2,45+2,43+2,41+2,41+2,41+2,43+2
10313,J. Pigott,25,183,60,England,65,Right,3,2,Medium/Medium,RS,68.0,63.0,48.0,64.0,26.0,65.0,,32,66,60,58,60,62,36,58,48,66,67,68,75,56,65,62,75,64,76,58,34,21,65,45,62,57,28,16,21,63+2,63+2,63+2,59+2,61+2,61+2,61+2,59+2,59+2,59+2,59+2,58+2,53+2,53+2,53+2,58+2,43+2,42+2,42+2,42+2,43+2,41+2,39+2,39+2,39+2,41+2
10315,D. Diaw,27,191,76,Italy,65,Right,3,2,High/Low,RS,75.0,63.0,51.0,61.0,23.0,65.0,,52,65,61,55,62,61,59,48,38,60,73,77,62,61,71,69,59,60,70,55,58,19,60,52,55,58,25,13,19,63+2,63+2,63+2,60+2,61+2,61+2,61+2,60+2,58+2,58+2,58+2,59+2,50+2,50+2,50+2,59+2,44+2,40+2,40+2,40+2,44+2,42+2,38+2,38+2,38+2,42+2
10358,T. Puangchan,25,178,65,Thailand,65,Right,3,3,Medium/Medium,RF,66.0,52.0,59.0,64.0,61.0,67.0,,45,47,51,67,32,63,53,60,62,67,69,63,65,66,57,66,62,81,57,52,74,58,61,59,51,50,65,64,59,58+2,58+2,58+2,60+2,61+2,61+2,61+2,60+2,62+2,62+2,62+2,62+2,63+2,63+2,63+2,62+2,63+2,64+2,64+2,64+2,63+2,62+2,61+2,61+2,61+2,62+2
10396,O. Occéan,37,185,86,Canada,65,Right,3,2,Medium/Medium,ST,55.0,64.0,54.0,60.0,38.0,73.0,Long Passer (CPU AI Only),56,63,71,62,60,57,53,41,34,62,51,58,60,63,65,68,80,49,85,61,70,39,64,56,69,66,36,34,25,64+2,64+2,64+2,59+2,60+2,60+2,60+2,59+2,59+2,59+2,59+2,57+2,54+2,54+2,54+2,57+2,48+2,48+2,48+2,48+2,48+2,46+2,51+2,51+2,51+2,46+2
10397,A. Akinfenwa,37,178,110,England,65,Right,3,2,Low/Low,ST,43.0,63.0,54.0,56.0,35.0,81.0,"Diver, Long Passer (CPU AI Only)",44,64,72,60,59,52,50,42,51,67,37,48,35,61,71,70,49,69,97,54,66,17,68,61,64,67,32,40,24,64+2,64+2,64+2,56+2,60+2,60+2,60+2,56+2,58+2,58+2,58+2,56+2,57+2,57+2,57+2,56+2,44+2,49+2,49+2,49+2,44+2,43+2,48+2,48+2,48+2,43+2
