,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_short_passing,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure
799,799,F. Barrientos,22,168.7,60.2,Chile,Caucasian,66,,Good,Average,Medium/Medium,RM,53.11,53.29,66.63,64.26,44.09,39.36,63.62,62.49,86.78,82.62,87.7,49.8,71.45,14,6,10,8,2,11,12,11,9
800,800,B. Kopplin,30,183.3,80.1,Germany,Caucasian,66,Right,Good,Good,High/Medium,RM,60.38,48.1,57.08,62.86,58.44,59.22,56.04,62.84,76.2,78.41,66.89,64.58,67.13,14,14,8,10,12,11,11,7,12
801,801,A. Czerwi?ski,26,181.2,73.6,Poland,Caucasian,66,Right,Good,Good,High/Medium,RM,64.13,45.45,58.96,63.34,61.84,43.03,44.48,64.28,80.05,78.35,68.24,60.8,64.51,14,15,7,8,12,13,12,7,12
802,802,B. Çamo?lu,22,173.0,67.4,Turkey,Middle-eastern,66,Right,Good,Good,Medium/Medium,RM,62.86,35.85,66.28,67.16,30.62,33.19,56.64,69.82,85.84,79.9,84.22,49.8,85.16,15,8,6,10,12,10,12,8,11
803,803,M. Ahlschwede,29,185.5,77.6,Germany,Caucasian,66,Right,Excellent,Average,,LM,65.39,21.51,58.95,61.78,36.3,29.12,48.21,60.48,68.23,74.38,61.68,61.98,61.54,16,14,8,13,12,6,7,6,12
804,804,A. Gasbarro,24,182.3,72.3,Italy,Caucasian,66,Left,Good,Average,High/Medium,LM,65.69,26.46,58.64,64.3,34.95,22.91,48.21,60.44,70.38,73.24,59.27,60.1,55.19,15,15,4,13,12,9,5,8,12
805,805,Moon Chang Jin,25,170.0,63.0,Korea Republic,Asian,65,Right,Excellent,Good,High/Medium,LM,61.23,65.46,65.93,63.77,64.1,67.68,64.76,67.62,68.46,74.71,84.55,65.37,76.15,12,11,9,6,8,14,14,11,12
806,806,L. Putaro,22,187.0,76.6,Germany,Caucasian,65,Left,Good,Good,Medium/Medium,LM,60.44,66.31,64.82,67.52,56.9,50.59,49.04,67.76,72.33,68.97,63.83,63.76,70.12,12,14,12,9,7,13,9,12,11
807,807,M. Dávila,27,171.7,69.3,Chile,Caucasian,65,Left,Good,Average,,LM,66.45,64.11,71.07,61.11,58.67,66.67,63.54,65.42,82.69,80.66,81.53,60.39,75.79,14,11,14,11,11,13,11,11,9
808,808,J. Hopcutt,27,180.0,73.7,England,Caucasian,65,,Good,Good,High/Medium,LW,53.11,64.45,58.78,67.44,55.0,41.34,41.94,62.49,78.54,76.8,80.48,58.8,86.56,15,12,13,9,6,13,12,10,12
809,809,M. Fernández,30,174.9,74.4,Argentina,Caucasian,65,Right,Excellent,Average,Medium/Medium,RM,66.64,67.3,68.21,69.35,53.09,41.51,56.51,69.6,67.84,48.64,45.55,59.23,71.82,6,10,9,6,4,13,12,13,13
810,810,M. Ogbu,28,185.3,78.2,Nigeria,Black,65,Right,Good,Good,Medium/Medium,LW,51.54,65.49,61.7,69.91,48.96,39.8,54.12,65.73,72.66,77.09,72.5,58.1,64.61,11,17,11,12,6,13,12,10,13
811,811,M. Cavalleri,21,167.9,63.1,Chile,Caucasian,65,Right,Good,Average,High/Medium,RW,63.07,65.88,63.09,68.81,52.81,26.66,61.61,66.53,73.76,72.88,68.26,56.79,77.7,13,11,12,6,4,12,10,12,10
812,812,D. López,27,176.4,74.5,Colombia,Black,65,Right,Good,Good,Medium/Medium,RM,51.75,64.94,63.72,63.6,45.96,42.53,56.62,62.83,74.07,75.2,72.02,58.1,73.01,13,13,10,10,4,13,12,10,13
813,813,A. N'Diaye,28,178.8,67.3,France,Caucasian,65,Right,Good,Good,High/Medium,RM,55.06,65.27,58.81,68.97,54.42,56.73,60.29,66.45,80.57,89.65,91.67,55.71,81.64,14,11,11,6,6,12,10,11,12
814,814,Xie Pengfei,26,181.4,72.6,China PR,Asian,65,Left,Good,Good,High/Low,RM,52.74,67.5,62.08,69.91,57.35,33.58,53.22,65.31,78.38,76.31,72.79,62.23,64.47,14,14,10,10,8,11,11,9,9
815,815,J. Carbonero,19,170.2,74.6,Colombia,Black,65,Right,Good,Good,Medium/Medium,LM,51.46,66.81,51.48,64.67,42.63,33.16,39.06,68.16,80.18,88.39,88.99,53.02,74.63,15,12,11,5,3,12,13,11,10
816,816,I. Morales,19,180.4,76.2,Chile,Caucasian,65,Right,Good,Average,High/Medium,RW,64.31,64.67,61.16,67.91,49.13,30.47,61.61,67.09,79.2,77.63,70.38,52.94,66.8,15,16,11,8,3,13,8,11,11
817,817,F. Herbers,25,182.8,75.2,Germany,Caucasian,65,Right,Good,Good,High/Medium,RM,62.64,68.48,64.25,64.13,60.45,59.0,57.76,66.37,65.76,68.97,60.63,61.62,60.44,12,12,11,13,10,12,11,13,12
818,818,J. Hiwula,24,177.7,76.1,England,Caucasian,65,Right,Good,Average,High/Medium,LW,55.91,64.12,56.8,62.49,50.0,33.16,42.77,60.78,80.44,81.72,89.5,64.25,73.55,12,12,12,7,4,12,12,10,11
819,819,M. Castro,23,172.4,72.0,Uruguay,Caucasian,65,Right,Good,Good,Medium/Medium,RW,65.02,62.61,73.47,64.15,67.73,70.01,67.8,63.46,70.69,67.05,69.21,58.26,77.16,13,11,12,10,9,12,10,11,11
820,820,Isi,24,168.6,68.6,Spain,Caucasian,65,Right,Good,Average,Medium/Medium,RM,60.67,60.68,59.38,66.1,56.81,51.36,58.54,62.54,82.36,81.11,72.92,63.76,78.47,11,12,13,9,7,13,9,11,12
821,821,Lucas Xavier,24,179.0,76.9,Brazil,Caucasian,65,Left,Average,Average,High/High,LM,66.05,57.96,64.25,65.96,67.64,61.84,60.57,67.89,66.48,67.3,68.92,61.01,64.62,9,12,9,5,6,12,12,13,13
822,822,M. R?du?,29,171.6,67.3,Romania,Middle-eastern,65,Right,Excellent,Good,Medium/Low,LW,61.32,57.61,61.46,64.99,62.67,60.59,58.54,64.13,77.56,75.74,73.91,60.77,75.22,13,13,11,11,5,12,12,12,12
823,823,M. Kristensen,22,187.4,77.1,Denmark,Caucasian,65,Right,Good,Good,Medium/Medium,RW,63.62,58.93,61.46,67.2,68.46,64.63,52.81,63.06,75.41,79.28,78.09,57.48,71.86,13,11,13,8,7,12,12,9,11
824,824,D. Maatsen,29,183.2,70.7,Netherlands,Caucasian,65,Right,Good,Good,Medium/Medium,RW,60.29,54.9,54.77,67.08,51.13,34.95,41.94,63.95,93.38,92.41,71.93,59.96,72.09,15,11,13,8,4,10,11,11,10
825,825,F. Cristaldo,22,169.8,69.3,Argentina,Caucasian,65,Right,Good,Good,Medium/Medium,LW,49.06,54.08,66.94,66.42,62.86,62.08,64.75,67.77,73.75,71.57,66.62,69.4,82.14,12,13,11,13,12,10,13,11,13
826,826,S. Sosa,19,178.2,70.9,,,65,Left,Good,Good,Medium/Medium,LM,61.27,57.79,63.18,71.86,48.4,55.88,57.16,68.28,76.78,64.62,67.08,57.66,67.43,11,11,10,8,6,12,11,10,13
827,827,E. Tønne,28,180.3,74.9,Norway,Caucasian,65,Left,Excellent,Good,High/Medium,LW,66.97,59.59,65.1,62.87,61.51,59.84,58.33,63.55,70.68,74.88,74.75,63.05,72.44,15,14,11,11,11,12,13,10,12
828,828,M. Nzola,22,184.9,81.8,France,Caucasian,65,Left,Excellent,Good,Medium/Medium,RW,51.87,63.07,62.91,65.16,59.22,43.53,55.12,63.48,69.89,74.78,62.35,59.22,60.45,13,16,11,9,5,12,9,12,12
829,829,F. Krüger,20,186.0,81.3,Germany,Caucasian,65,Right,Excellent,Average,,LW,38.32,63.05,58.85,62.99,46.52,33.69,43.38,65.27,73.66,76.65,66.12,59.71,66.98,11,13,11,12,2,11,10,12,10
830,830,N. Briasco,23,179.4,82.0,Armenia,Middle-eastern,65,Right,Average,Good,Medium/Medium,RW,38.99,69.2,55.62,66.82,43.68,33.69,43.95,62.57,62.07,68.93,67.85,58.35,65.06,11,12,12,9,4,12,10,13,11
831,831,K. Tokstad,27,184.7,84.4,Norway,Caucasian,65,Right,Average,Average,Medium/Medium,RW,62.13,57.62,58.49,63.08,63.83,57.89,58.67,61.79,76.41,80.79,69.12,57.53,69.09,17,15,12,13,11,11,13,11,13
832,832,D. Amoo,28,178.4,77.1,England,Caucasian,65,Right,Good,Good,High/Medium,LM,65.7,59.19,54.74,65.45,50.44,43.39,50.71,62.28,88.49,92.3,89.02,53.2,83.86,11,14,10,9,7,12,11,11,11
833,833,M. Done,30,178.0,65.2,Wales,Caucasian,65,Left,Average,Good,Medium/High,LM,61.55,57.46,61.97,62.16,59.81,55.82,53.65,63.41,76.62,76.76,92.24,62.15,75.82,15,13,11,11,11,12,12,11,13
834,834,R. Williams,22,172.8,75.9,England,Black,65,Left,Good,Good,High/Medium,RM,62.84,60.81,61.13,64.63,63.72,47.36,57.53,63.75,87.02,79.53,84.43,51.83,75.51,13,13,11,7,4,11,11,11,11
835,835,S. McLaughlin,29,180.1,76.8,Republic of Ireland,Caucasian,65,Left,Good,Good,High/Medium,RW,64.26,59.97,61.44,64.85,51.88,54.76,58.98,64.34,73.61,74.95,76.78,58.75,75.74,14,11,11,10,4,12,12,11,11
836,836,D. Worrall,29,170.2,67.2,England,Caucasian,65,Right,Excellent,Average,Medium/Medium,RM,65.84,58.5,60.98,66.34,39.08,60.41,56.27,62.16,73.61,76.1,78.82,53.99,88.85,14,13,12,9,7,12,12,11,10
837,837,,23,174.6,68.2,United States,Middle-eastern,65,Right,Excellent,Good,Medium/High,LM,64.33,57.2,66.21,63.98,63.0,62.46,57.82,65.1,68.5,73.2,74.75,60.75,80.52,13,11,10,11,11,12,11,12,12
838,838,J. Clark,25,183.1,72.6,England,Caucasian,65,Right,Good,Good,,RM,60.48,56.5,60.65,64.51,63.97,56.46,58.81,61.54,80.74,80.28,92.24,60.01,71.01,14,11,11,11,9,12,12,8,11
839,839,I. Ndiaye,20,176.2,65.0,Senegal,Black,65,,Excellent,Good,High/Medium,LM,53.11,54.8,56.54,70.75,61.01,58.07,47.97,62.49,90.35,91.86,90.78,52.23,86.92,12,11,9,8,4,11,11,10,12
840,840,Miguel Tavares,20,170.0,57.2,Portugal,Caucasian,65,Right,Good,Good,High/Medium,LM,61.4,57.12,58.41,66.88,63.48,44.38,48.25,63.58,87.07,82.3,90.59,59.66,87.63,12,6,9,9,3,11,11,10,12
841,841,S. Lawless,28,170.4,65.3,Scotland,Caucasian,65,Left,Excellent,Good,High/Medium,RM,63.1,58.76,61.91,64.22,65.27,43.44,58.16,63.68,70.98,73.12,82.22,58.74,90.93,16,11,12,9,11,11,12,13,13
842,842,N. Bärkroth,27,182.3,75.5,Sweden,Caucasian,65,Right,Excellent,Average,Medium/Low,LW,66.96,58.03,60.29,67.19,65.19,56.08,62.14,63.47,83.06,79.53,84.92,58.01,86.36,13,11,11,11,5,12,13,11,11
843,843,Ahn Yong Woo,27,176.7,68.9,Korea Republic,Asian,65,Left,Good,Good,High/Low,RM,64.32,61.1,61.46,63.85,65.05,51.95,62.14,65.41,76.98,72.65,75.75,58.06,71.82,15,12,12,8,6,11,12,9,13
844,844,M. Harness,23,182.2,69.7,England,Caucasian,65,,Excellent,Excellent,Medium/Medium,RM,53.11,61.66,59.71,65.3,47.6,46.65,56.62,62.49,85.99,83.05,82.89,53.68,72.55,13,9,11,6,4,11,12,10,11
845,845,K. Bennett,28,165.3,61.2,England,Caucasian,65,Right,Good,Excellent,High/Medium,LW,55.75,55.42,58.97,66.88,59.19,51.76,50.84,60.7,84.19,77.65,86.61,59.75,86.92,14,8,10,8,9,12,12,11,11
846,846,M. Svensson,21,174.5,69.8,,,65,Right,Good,Good,Medium/Medium,LM,64.87,58.45,61.19,65.01,60.09,57.06,50.93,66.81,82.34,79.48,76.07,51.37,75.25,12,7,11,7,6,11,11,8,11
847,847,Valverde,34,174.3,66.8,Spain,Black,65,,Good,Good,High/Medium,RM,53.11,58.6,61.26,66.26,61.93,50.17,59.75,62.49,77.67,79.34,66.92,61.44,60.45,12,7,11,10,4,12,10,10,11
848,848,,22,173.7,69.2,France,Caucasian,65,Right,Average,Good,High/Medium,LM,60.43,56.44,68.35,68.15,64.02,57.99,63.89,64.6,68.57,76.82,78.14,47.36,80.64,11,7,11,8,5,12,13,10,12
849,849,K. Shirai,25,164.9,63.1,Japan,Asian,65,Right,Good,Good,High/Medium,RM,57.8,56.16,60.16,67.95,59.36,45.82,55.34,65.04,84.27,78.8,82.16,61.42,86.56,13,9,12,8,8,10,12,10,12
850,850,H. Wright,21,192.6,89.8,United States,Caucasian,65,Right,Excellent,Average,Medium/Medium,RW,41.54,57.57,53.98,59.94,46.86,33.95,37.08,61.91,68.32,75.0,65.1,59.44,39.81,12,17,12,6,2,11,11,12,11
851,851,D. Sorescu,21,175.6,72.0,Romania,Middle-eastern,65,Right,Good,Average,High/Medium,RM,58.63,54.23,55.08,65.43,56.52,34.29,38.01,68.11,91.63,87.84,91.36,56.3,75.52,17,12,10,6,11,11,9,9,9
852,852,H. Anderson,22,178.7,71.4,England,Caucasian,65,Right,Good,Average,High/High,RM,59.13,57.77,59.76,59.71,44.02,42.68,56.62,57.06,84.41,90.72,82.49,63.73,80.49,16,15,9,8,7,12,11,10,10
853,853,D. Mast,27,185.9,78.7,Germany,Caucasian,65,Left,Good,Good,Medium/Medium,LM,61.48,60.09,61.32,65.43,49.21,55.51,44.21,62.54,84.4,83.23,71.66,61.27,65.15,13,13,7,8,5,11,11,10,11
854,854,G. Compagnucci,27,178.3,73.0,Argentina,Caucasian,65,Right,Good,Average,Medium/Medium,RM,64.16,56.7,64.06,61.02,58.27,40.81,54.84,64.24,77.79,74.62,59.4,58.94,69.28,13,12,10,6,5,11,12,11,11
855,855,D. Diring,27,180.2,76.8,France,Caucasian,65,Right,Good,Average,High/Low,LM,62.39,47.81,66.04,62.45,59.18,59.02,62.84,63.45,68.62,67.56,66.66,65.64,65.71,16,14,10,13,12,12,12,8,11
856,856,F. Ourega,26,178.3,64.9,,,65,Right,Average,Good,Medium/Medium,LM,63.59,54.19,60.2,69.91,52.07,44.7,54.79,64.5,81.35,82.51,82.8,58.34,72.55,12,11,9,9,4,12,11,9,12
857,857,T. Tanaka,27,171.5,68.8,Japan,Asian,65,Right,Good,Good,High/High,LM,67.17,61.06,54.62,65.7,61.36,47.56,62.79,59.21,80.36,83.57,92.24,60.43,66.51,15,10,9,9,12,10,12,10,12
858,858,E. Valencia,22,174.9,70.2,Colombia,Black,65,Left,Good,Good,,RM,57.46,49.51,61.91,68.14,44.24,60.77,57.87,62.35,82.25,83.04,84.91,58.21,75.0,15,11,9,7,7,12,11,9,12
859,859,Mateus,24,167.4,69.4,Brazil,Caucasian,65,Left,Good,Good,High/Low,LM,63.38,45.32,62.34,68.09,55.95,53.23,54.2,63.52,85.44,80.41,76.43,53.58,84.5,14,12,11,9,8,11,11,10,10
860,860,M. Wdowiak,22,173.8,60.0,Poland,Caucasian,65,Right,Average,Average,Medium/Medium,RM,56.87,53.23,62.16,66.57,55.71,45.82,58.53,61.63,82.55,87.94,84.73,53.97,85.31,13,11,10,11,8,11,12,10,11
861,861,L. Isgrove,26,172.7,72.4,Wales,Caucasian,65,Right,Good,Good,Medium/Medium,RM,62.39,51.9,58.56,66.84,53.4,43.02,55.79,65.25,85.82,84.2,77.21,59.09,75.89,12,11,9,10,4,11,12,9,10
862,862,M. Costly,23,183.4,75.7,Germany,Caucasian,65,Right,Good,Good,Medium/Medium,RM,66.89,53.71,62.58,66.45,56.4,29.83,43.91,62.87,80.75,81.59,78.03,59.01,71.48,14,12,9,10,12,12,12,7,12
863,863,V. Thill,19,172.0,58.1,Luxembourg,Black,65,Left,Average,Good,Medium/Medium,RM,48.08,49.9,65.92,67.06,58.99,72.41,66.83,68.37,72.6,74.63,80.42,54.31,84.2,10,6,11,11,5,11,12,10,11
864,864,N. Miatke,29,178.2,76.4,Germany,Caucasian,65,Left,Good,Good,Medium/Medium,LM,66.23,43.73,61.97,65.55,69.29,60.52,59.24,66.45,82.06,77.29,80.29,62.3,82.26,14,11,9,14,12,11,10,8,12
865,865,R. Matsumoto,31,174.8,68.3,Japan,Asian,65,Right,Average,Average,High/Medium,RM,68.24,53.46,60.21,63.45,63.38,45.47,58.1,60.39,78.98,85.48,72.57,59.75,66.22,14,11,8,11,10,10,12,9,10
866,866,C. Ili?,22,177.7,72.6,Croatia,Caucasian,65,Left,Excellent,Good,High/High,RW,64.83,43.52,65.22,67.93,54.69,41.32,50.65,65.14,78.89,74.87,65.36,59.87,76.77,14,11,7,10,12,11,10,8,11
867,867,R. González,23,175.3,75.3,Chile,Caucasian,65,,Good,Average,Medium/Medium,RM,53.11,37.44,70.89,62.16,46.2,35.56,62.13,62.49,72.76,79.96,77.28,49.64,45.57,15,11,10,9,12,12,11,8,12
868,868,,24,165.2,54.3,Poland,Caucasian,65,Right,Good,Good,High/Medium,LM,61.35,41.01,64.61,61.72,56.74,57.59,61.44,63.42,88.31,84.87,91.2,52.42,92.67,17,7,8,14,7,12,11,8,10
869,869,Bae Ki Jong,36,179.8,74.7,,,64,Right,Good,Good,Medium/Low,RM,64.52,64.31,61.35,63.06,55.26,58.65,57.32,66.3,67.2,81.13,43.85,60.97,73.79,10,13,11,12,9,12,12,13,11
870,870,F. Brustad,30,190.3,86.7,Norway,Caucasian,64,Right,Average,Good,Medium/Medium,RW,59.3,60.51,57.77,60.38,59.4,31.59,45.28,62.26,83.17,91.29,65.33,59.66,51.68,15,16,11,10,7,12,12,7,12
871,871,W. Jobello,25,178.7,67.8,,,64,Right,Good,Good,High/Medium,RW,58.39,64.92,61.5,70.19,58.27,41.89,53.33,64.53,77.9,74.78,64.11,58.49,62.28,12,11,12,8,5,10,11,12,10
872,872,Nacho,26,177.3,70.0,Spain,Caucasian,64,Right,Good,Good,Medium/Medium,RM,67.7,64.26,57.87,67.23,72.8,45.57,57.43,67.71,78.57,73.57,67.77,58.06,72.23,9,13,12,10,4,11,11,15,11
873,873,M. Rodriguez,23,173.0,65.2,,,64,Right,Good,Good,Medium/Medium,LM,67.22,59.74,64.53,67.23,65.5,32.59,55.33,63.92,64.32,63.99,78.0,57.74,81.56,10,9,13,10,7,12,12,7,12
874,874,D. Bertrand,26,176.5,63.7,France,Black,64,Left,Average,Good,,RM,61.36,67.42,61.36,74.37,60.62,60.08,43.0,68.46,72.9,70.35,63.98,51.16,77.99,10,7,10,6,4,11,11,13,10
875,875,R. Sottil,20,179.8,70.1,Italy,Caucasian,64,Right,Good,Good,Medium/Medium,LW,57.27,60.93,59.96,67.91,52.07,44.9,42.47,68.05,73.17,72.94,72.73,58.0,74.5,9,9,10,7,5,12,11,13,11
876,876,S. Rakowitz,29,171.9,65.6,Austria,Caucasian,64,Right,Good,Good,High/Medium,LM,51.7,54.5,60.35,71.6,58.54,63.11,51.89,67.74,86.44,81.09,83.65,61.1,81.96,11,8,12,5,3,10,11,11,12
877,877,,23,175.6,70.9,Belgium,Caucasian,64,Right,Good,Good,Medium/Low,LM,61.19,54.83,62.46,70.68,41.75,64.13,48.16,65.78,74.74,70.38,78.13,54.41,74.73,11,11,14,6,3,12,11,9,11
878,878,M. Deville,26,191.7,87.7,Luxembourg,Black,64,Right,Good,Average,High/Medium,RM,64.1,60.81,63.5,55.63,44.89,30.97,55.69,63.76,57.51,74.34,52.02,62.78,43.19,15,16,12,12,4,13,12,11,12
879,879,F. Evina,18,180.0,77.1,Germany,Caucasian,64,Right,Good,Good,Medium/Medium,LM,59.32,62.82,58.29,65.43,56.61,63.24,48.05,66.73,81.21,81.5,69.37,55.09,73.53,12,15,11,10,4,11,9,11,9
880,880,S. Sow,22,182.1,73.8,Netherlands,Caucasian,64,Right,Good,Average,Medium/Medium,LW,50.07,57.57,60.1,63.04,43.68,37.73,41.8,64.94,75.39,71.89,69.71,56.91,68.4,11,13,11,6,4,12,11,9,12
881,881,W. Burns,24,173.3,68.0,Wales,Caucasian,64,Right,Good,Good,Medium/Medium,RW,61.31,61.89,55.88,64.43,46.24,45.54,56.43,61.61,85.89,91.75,61.09,57.54,71.22,14,12,10,7,4,11,10,12,10
882,882,D. Powell,28,187.4,83.9,England,Black,64,,Good,Good,Medium/Medium,RW,53.11,60.49,60.6,65.84,53.75,29.43,55.11,61.91,86.05,91.17,70.64,50.93,51.68,14,14,12,7,4,12,9,10,11
883,883,K. Onose,26,176.7,65.2,Japan,Asian,64,Right,Good,Good,Medium/Low,RM,63.22,65.43,55.82,68.69,55.76,45.13,52.52,63.18,70.63,64.74,69.7,59.85,68.19,13,11,11,9,3,12,11,11,12
884,884,N. Maeda,24,174.8,65.6,Japan,Asian,64,Left,Good,Average,Medium/Medium,RM,59.2,63.02,61.11,68.78,53.02,43.78,47.78,56.08,77.47,70.52,68.04,59.85,74.92,13,14,11,9,2,12,12,12,9
885,885,,24,180.5,77.6,England,Caucasian,64,Right,Excellent,Good,High/Medium,LM,57.72,64.58,54.94,66.04,55.68,31.88,45.18,62.82,86.8,86.39,82.46,59.01,74.48,14,11,10,6,2,11,10,12,10
886,886,A. Bakayoko,21,179.2,69.4,France,Caucasian,64,Right,Good,Good,High/Medium,RW,61.83,60.84,61.75,69.92,70.42,60.54,57.64,69.77,76.18,78.26,78.5,52.06,69.23,13,8,9,8,9,11,10,12,10
887,887,E. Ledesma,31,183.4,74.4,Argentina,Caucasian,64,Left,Good,Good,Medium/Medium,RM,59.69,55.85,59.01,63.53,65.27,64.58,57.86,62.59,70.08,69.59,60.45,63.05,67.04,12,12,13,11,6,12,13,11,12
888,888,N. Pierini,20,175.6,70.0,Italy,Caucasian,64,Right,Good,Good,High/Low,LW,63.21,59.46,62.4,65.8,62.87,65.59,53.14,64.69,72.75,74.38,70.38,60.76,66.35,8,9,12,10,6,12,11,12,12
889,889,M. Köhlert,21,168.3,62.5,Germany,Caucasian,64,,Good,Good,Medium/Medium,LW,53.11,61.26,55.58,73.69,52.38,40.51,44.39,61.91,81.06,78.55,85.54,52.38,78.0,12,6,8,5,4,11,10,12,12
890,890,J. Þorsteinsson,20,177.0,72.6,Iceland,Caucasian,64,Right,Excellent,Good,Medium/Medium,LW,54.29,53.46,59.02,71.04,63.2,61.05,49.32,67.44,73.84,72.01,75.47,57.6,73.07,14,10,11,17,5,12,11,7,12
891,891,Y. Fouzai,31,175.7,71.2,Tunisia,Black,64,Left,Excellent,Good,Medium/Low,RM,59.55,60.55,62.97,66.83,60.49,65.59,53.82,65.72,73.15,71.9,60.45,57.8,72.66,11,11,12,9,4,12,12,10,10
892,892,K. Holzweiler,24,164.1,60.5,Germany,Caucasian,64,Right,Excellent,Excellent,Medium/Low,RM,50.88,59.26,57.6,67.67,64.25,46.45,44.79,65.84,84.19,82.34,93.98,61.38,95.04,14,6,11,8,4,10,10,9,12
893,893,K. Sheppard,28,180.8,79.6,Republic of Ireland,Caucasian,64,Right,Excellent,Good,High/Medium,LM,61.1,57.3,57.72,60.59,59.54,50.16,55.01,62.05,85.89,85.18,71.83,56.11,59.79,14,14,11,13,6,12,11,12,11
894,894,C. Negu?,23,175.8,72.0,Romania,Middle-eastern,64,Right,Average,Average,Medium/Low,RM,41.16,67.33,59.83,61.43,33.56,27.58,55.22,64.09,73.5,65.59,61.03,51.84,72.75,14,10,9,8,4,12,10,12,10
895,895,,22,177.6,73.4,Netherlands,Caucasian,64,Right,Average,Good,Medium/High,RW,67.26,52.6,62.97,65.16,59.83,47.52,58.1,65.81,78.44,81.24,75.32,58.23,64.38,14,12,9,10,10,11,10,9,12
896,896,M. Cebula,23,177.4,65.0,Poland,Caucasian,64,Right,Good,Good,Medium/Medium,LM,59.26,54.65,65.63,63.0,55.57,58.05,63.54,64.76,67.87,82.68,78.52,58.02,86.89,14,11,11,13,10,11,11,7,11
897,897,M. Aratore,28,179.5,74.6,Switzerland,Caucasian,64,Right,Good,Good,Medium/Medium,LM,64.58,54.86,61.53,65.66,65.03,56.45,57.55,64.56,68.14,68.91,67.04,56.85,82.97,12,12,11,10,8,12,11,10,11
898,898,,33,170.4,63.5,Scotland,Caucasian,64,Right,Excellent,Good,High/Medium,LM,61.84,58.29,57.94,66.21,57.83,58.95,54.01,62.63,80.82,76.74,87.81,52.68,82.88,14,11,11,10,8,10,12,12,12
899,899,J. Mullin,26,178.4,66.9,,,64,Right,Good,Good,High/Medium,RM,63.49,61.06,61.28,63.44,61.84,52.73,59.13,63.56,78.19,77.44,72.41,43.58,70.57,14,12,13,8,4,12,12,12,13
900,900,H. Tanaka,36,173.6,64.0,Japan,Asian,64,Right,Good,Average,Medium/Medium,RM,64.89,48.59,61.83,56.42,51.79,32.03,54.81,61.54,62.8,60.81,70.28,66.73,54.84,12,11,11,12,12,13,12,4,13
901,901,I. Durmu?,25,179.6,72.8,Turkey,Middle-eastern,64,Left,Good,Good,Medium/Medium,LM,67.71,56.64,62.4,62.85,69.2,73.17,53.52,59.84,80.1,75.5,67.66,60.88,69.69,13,10,12,10,11,11,12,12,12
902,902,K. Ward,28,167.6,64.8,Republic of Ireland,Caucasian,64,Right,Excellent,Good,High/Medium,RM,58.64,57.53,63.75,62.41,64.51,62.93,60.38,62.79,74.21,71.36,78.52,55.54,82.67,13,9,12,11,10,11,13,12,11
903,903,A. Al Qahtani,26,171.3,65.1,Saudi Arabia,Middle-eastern,64,Right,Good,Average,High/Medium,LW,58.01,54.67,64.1,63.72,41.22,56.95,62.19,66.61,78.11,73.58,76.2,52.81,53.48,12,12,12,9,9,11,10,9,9
904,904,F. Boló,25,169.7,70.1,Argentina,Caucasian,64,Left,Good,Good,Medium/Medium,RM,60.23,52.3,66.27,66.3,61.32,63.26,61.08,65.32,72.55,70.5,75.07,55.54,80.73,11,9,10,8,4,11,12,12,10
905,905,J. Dossou,27,172.9,68.5,Benin,,64,Right,Masterful,Good,Medium/Medium,RM,55.96,67.33,61.2,68.89,53.02,37.3,58.16,64.15,73.2,70.17,71.1,56.38,83.77,13,12,9,7,5,12,11,8,12
906,906,F. Reynero,30,177.1,70.0,Chile,Caucasian,64,Right,Excellent,Good,Medium/Medium,RM,69.4,57.32,59.88,67.77,55.7,59.16,63.18,63.6,78.44,79.75,76.12,58.05,63.75,13,13,9,5,3,11,11,10,12
907,907,José Fran,27,178.0,73.8,Spain,Caucasian,64,Left,Good,Good,Medium/Medium,LM,65.93,55.3,57.42,64.95,56.03,43.51,45.4,63.03,75.6,75.09,70.84,55.38,68.14,13,11,10,11,5,12,12,13,11
908,908,,26,172.2,62.5,Saudi Arabia,Middle-eastern,64,Right,Excellent,Excellent,High/Medium,LM,60.7,51.89,57.65,66.34,63.85,51.68,54.2,64.69,90.03,81.17,89.07,56.5,84.6,11,12,10,9,5,11,11,10,11
909,909,H. Hassan,17,176.8,70.6,France,Caucasian,64,Left,Average,Excellent,Medium/Medium,LW,56.32,58.05,62.29,69.02,56.49,48.38,48.62,65.57,82.33,77.4,80.94,51.49,83.12,10,9,10,7,4,11,10,12,12
910,910,J. O'Sullivan,25,180.8,83.4,Republic of Ireland,Caucasian,64,Right,Good,Good,,RM,56.31,35.07,67.65,65.58,54.68,40.53,59.57,62.49,78.94,78.94,73.41,61.08,45.57,13,13,11,14,12,12,12,8,13
911,911,S. Özcan,23,165.7,64.6,Germany,Caucasian,64,Right,Good,Average,High/Low,RM,61.0,55.87,59.88,67.16,64.39,61.94,38.0,62.49,80.36,81.39,91.08,57.07,89.55,13,6,9,14,6,12,11,10,9
