,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_stamina,power_strength,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking,defending_standing_tackle,defending_sliding_tackle
909,909,A. Foosnæs,25,172.3,69.4,Norway,Caucasian,64,Left,Average,Average,Medium/Medium,LB,53.54,32.56,55.53,61.51,52.53,58.31,74.75,75.17,69.93,57.9,78.89,15,9,12,9,10,7,61.33,63.82,63.34
910,910,L. Faye,21,169.8,78.8,Netherlands,Black,64,Left,Average,Average,Medium/High,LB,59.4,25.7,55.95,62.88,52.61,61.74,66.73,75.17,51.75,63.21,82.01,13,14,12,11,6,4,63.46,64.77,63.26
911,911,M. Schwabl,28,181.7,71.0,Germany,Caucasian,64,Right,Average,Average,Medium/High,RB,56.34,34.64,63.42,54.9,59.21,60.97,70.88,71.06,69.47,57.83,69.59,18,13,11,8,8,9,59.8,59.96,58.64
912,912,J. Clarke,27,183.0,71.1,England,Caucasian,64,Right,Good,Average,Medium/Medium,RB,54.69,38.43,61.12,54.95,56.48,61.79,68.44,69.23,74.45,57.1,65.99,14,13,12,9,9,7,64.63,64.82,64.18
913,913,,29,184.8,78.1,Montenegro,Black,64,Left,Good,Average,High/Medium,LB,55.12,37.87,58.29,53.94,35.49,58.02,69.9,69.13,71.54,58.64,58.86,14,15,12,11,10,10,61.14,68.35,66.36
914,914,M. Rosales,27,174.3,74.3,Argentina,Caucasian,64,Right,Good,Average,High/Medium,LB,61.69,30.71,61.47,58.35,52.62,62.47,59.73,66.66,58.7,63.19,59.05,15,12,11,10,9,8,54.71,65.33,65.74
915,915,B. Sekuli?,27,186.7,81.8,Slovakia,Caucasian,64,Right,Average,Average,Medium/Medium,RB,58.95,29.15,60.75,59.83,52.62,61.05,68.84,66.89,57.8,63.91,66.96,12,13,12,10,10,9,61.82,64.5,64.45
916,916,R. Boboc,20,179.8,75.0,Romania,Middle-eastern,64,Right,Good,Average,Medium/Medium,RB,61.66,28.32,63.47,62.62,42.1,66.38,79.01,77.07,79.67,65.16,76.27,10,11,12,9,6,6,58.08,64.77,59.02
917,917,D. Lewington,35,182.6,86.0,England,Black,64,Left,Good,Average,Medium/Medium,LWB,65.92,22.33,65.94,53.8,61.88,60.95,48.89,41.34,67.49,61.59,54.89,16,15,12,11,11,4,63.11,66.82,63.33
918,918,A. Radu,23,176.9,69.6,Romania,Middle-eastern,64,Left,Average,Average,Medium/Medium,LB,55.54,20.75,60.7,57.36,53.27,58.88,81.89,77.22,74.7,56.67,77.26,14,14,11,8,11,6,58.52,65.46,61.18
919,919,A. Vardin,29,182.2,77.9,France,Black,64,Right,Good,Good,Medium/Medium,RB,64.02,20.66,56.12,62.35,44.9,58.04,73.3,76.95,59.24,56.65,62.26,14,15,12,9,10,8,58.42,66.49,60.61
920,920,A. Mendy,24,179.9,75.2,Senegal,Black,64,Left,Good,Average,Medium/Medium,LB,64.5,31.62,57.75,56.92,49.3,60.79,71.39,79.02,57.19,58.87,56.27,12,12,12,8,10,7,56.76,61.38,63.85
921,921,S. Cabrera,21,174.1,67.7,Chile,Caucasian,64,Left,Good,Average,Medium/Medium,LB,60.77,36.99,62.48,49.35,48.57,56.05,72.53,68.65,74.87,58.32,67.24,16,10,13,12,9,7,61.76,58.14,60.05
922,922,K. Larson,27,176.4,70.4,Sweden,Caucasian,64,Right,Good,Average,Medium/Medium,RB,58.62,34.25,58.82,57.85,54.58,56.67,71.81,65.94,74.43,59.95,70.76,17,13,12,9,10,7,59.8,57.53,62.82
923,923,B. Fuller,34,178.1,72.8,England,Caucasian,64,Right,Average,Average,High/High,LB,62.66,38.76,55.63,45.14,47.78,56.31,66.44,63.14,65.34,57.82,77.98,16,15,11,9,8,6,62.97,61.83,63.31
924,924,N. Heidemann,24,185.5,77.8,Germany,Caucasian,64,Left,Good,Average,Medium/Medium,LB,66.11,37.76,55.24,58.04,53.83,56.26,71.39,74.09,60.67,57.21,54.82,16,15,12,7,8,8,60.72,58.74,58.02
925,925,Z. Vyner,22,187.8,72.8,England,Caucasian,64,Right,Good,Average,Medium/Medium,RB,53.22,29.04,54.85,53.69,52.07,57.61,72.67,65.84,70.3,60.34,55.85,14,14,12,10,10,7,64.05,57.53,65.6
926,926,J. Donacien,25,183.4,74.7,St Lucia,Black,64,Right,Good,Average,Low/Medium,RB,54.81,23.61,56.2,52.21,44.9,54.84,77.8,78.22,62.14,60.15,60.54,13,15,12,9,9,9,61.45,63.85,62.04
927,927,Z. Gordon,26,179.8,76.9,Scotland,Caucasian,64,Right,Excellent,Average,Medium/High,RB,58.8,31.04,51.36,61.22,40.84,60.25,75.68,77.79,70.83,58.11,53.63,14,15,11,9,7,8,56.95,67.03,64.57
928,928,Zhao Honglue,29,181.7,76.2,China PR,Asian,64,Left,Good,Good,Low/Medium,LB,64.69,29.92,58.52,65.26,58.06,60.09,60.57,66.49,60.12,63.87,75.35,14,13,13,7,7,8,57.49,59.2,64.33
929,929,João Moutinho,21,181.8,69.6,Portugal,Caucasian,64,Right,Average,Average,Medium/Medium,LB,54.72,19.47,62.15,61.56,39.79,66.08,60.26,61.38,46.94,56.53,62.89,12,13,13,8,10,6,65.42,65.17,63.96
930,930,D. Ernst,28,177.9,72.2,Germany,Caucasian,64,Right,Good,Good,High/Medium,RB,62.4,35.82,56.46,46.74,42.14,57.5,71.65,71.79,73.08,57.82,73.43,17,12,12,9,7,10,54.52,59.39,62.02
931,931,D. Butler,24,177.5,75.4,,,64,Left,Average,Average,High/High,LB,62.08,37.45,55.89,50.6,50.97,56.42,73.34,73.12,79.98,61.87,70.53,17,13,11,6,9,7,61.39,59.83,60.05
932,932,R. Foster,33,176.4,73.5,Scotland,Caucasian,64,Right,Good,Average,High/Medium,RB,62.23,16.93,62.96,61.33,53.27,59.29,77.47,77.99,79.97,59.7,77.03,15,14,11,3,11,5,59.58,61.07,59.02
933,933,P. Golubovi?,24,179.1,71.8,Serbia,Caucasian,64,Right,Average,Average,Medium/Medium,RB,67.95,23.63,62.46,57.86,45.66,55.17,64.8,60.98,67.35,61.18,69.79,14,15,12,10,8,7,61.82,65.45,64.91
934,934,A. Soubervie,35,183.2,80.3,France,Caucasian,64,Right,Good,Average,Medium/Medium,RWB,62.34,27.92,60.16,51.26,26.27,56.65,68.31,68.61,67.56,56.51,66.43,15,13,12,9,7,7,59.59,63.36,60.79
935,935,B. Easton,31,183.0,75.5,,,64,Left,Average,Average,Medium/High,LWB,63.47,11.07,62.31,57.26,47.98,60.53,51.56,67.84,64.75,61.06,59.64,14,15,11,9,10,2,62.4,65.65,65.42
936,936,J. Chougrani,28,185.4,82.0,France,Caucasian,64,Left,Average,Average,Medium/Medium,LWB,65.29,26.03,63.74,51.17,53.13,62.51,72.85,79.02,54.7,54.0,58.09,13,14,11,5,6,6,57.89,63.92,62.29
937,937,M. Ortíz,25,186.2,73.6,Argentina,Caucasian,64,Right,Average,Average,Medium/Medium,RB,30.93,19.55,58.0,52.02,52.83,61.14,65.0,64.3,48.21,65.69,54.57,13,14,13,6,7,7,55.97,69.59,67.58
938,938,M. Fraser,25,182.0,69.8,Scotland,Caucasian,64,Right,Average,Average,Medium/Medium,RB,48.69,22.59,54.69,50.21,46.68,48.82,70.02,72.07,74.4,48.85,66.53,14,15,13,8,6,7,60.2,68.42,72.48
939,939,F. Kusi?,23,185.6,79.9,Serbia,Caucasian,64,Right,Good,Average,Medium/Medium,LB,40.41,25.2,46.94,38.65,46.68,43.87,63.07,77.57,59.18,58.26,56.48,12,14,11,5,6,9,59.72,70.54,69.71
940,940,D. Abels,22,178.7,77.1,Netherlands,Middle-eastern,64,Right,Good,Average,Medium/Medium,RB,27.49,20.7,47.49,44.61,39.38,43.07,51.83,58.29,45.04,58.79,64.52,11,14,12,4,6,6,64.12,66.21,64.67
941,941,H. Rashidi,24,174.7,68.8,Sweden,Caucasian,63,Right,Excellent,Good,High/Medium,RWB,58.8,58.38,61.78,66.37,57.96,64.34,74.5,75.12,65.25,60.72,69.09,14,11,10,12,12,8,62.66,60.22,57.87
942,942,M. Gardawski,28,176.6,74.8,Germany,Caucasian,63,Right,Average,Average,High/Medium,RB,55.55,60.0,57.77,63.15,56.33,61.36,74.5,74.33,70.44,61.58,77.58,14,13,11,12,10,10,59.09,61.64,58.28
943,943,N. Alho,26,172.0,74.5,Finland,Black,63,Right,Good,Good,Medium/Medium,RB,67.26,54.89,62.32,67.02,58.96,65.28,81.08,80.11,70.61,57.3,84.31,16,12,11,11,12,10,57.81,62.41,53.65
944,944,M. Qasem,24,175.7,77.2,Saudi Arabia,Middle-eastern,63,Left,Good,Good,High/Medium,LB,60.12,50.4,55.33,67.31,48.84,67.35,73.24,72.79,73.08,58.23,83.88,16,14,11,11,11,9,59.09,56.99,58.74
945,945,G. Luperini,25,185.6,82.2,Italy,Caucasian,63,,Excellent,Good,High/High,RB,64.43,47.96,61.63,64.81,62.27,55.96,71.51,72.87,55.99,59.1,66.52,13,13,12,11,10,11,47.17,59.73,61.9
946,946,B. Santelli,27,179.6,79.2,France,Caucasian,63,Left,Average,Excellent,High/High,LWB,57.39,59.96,63.47,65.57,39.49,65.87,81.98,76.18,68.71,59.34,66.52,11,12,3,11,10,9,18.98,28.71,31.62
947,947,Yang Xiaotian,29,178.5,72.4,China PR,Asian,63,Left,Good,Average,High/Medium,LB,62.26,58.18,62.33,63.78,52.81,57.47,65.95,69.35,71.65,59.19,59.91,14,13,12,12,12,8,62.67,61.04,58.73
948,948,,21,179.5,69.6,Germany,Caucasian,63,Right,Average,Average,High/High,RB,63.27,49.02,60.61,58.94,58.45,63.12,75.34,78.25,60.54,57.77,66.52,15,13,10,11,11,11,51.08,60.37,62.08
949,949,K. Lejeune,34,181.3,81.5,France,Caucasian,63,Left,Average,Good,Medium/Medium,LB,68.44,45.8,62.48,60.04,64.69,62.89,53.61,60.22,73.9,62.89,60.67,11,13,12,11,13,14,57.36,58.53,60.21
950,950,L. Nilsen,24,180.2,72.0,Norway,Caucasian,63,,Average,Average,High/Medium,LWB,64.43,57.98,58.61,62.1,46.82,55.96,84.06,85.26,72.34,52.47,64.3,15,12,10,11,9,8,53.31,56.72,60.47
951,951,H. Sulaimani,42,172.6,70.2,Saudi Arabia,Middle-eastern,63,Left,Good,Good,High/Medium,LB,70.14,42.69,66.99,62.76,64.69,64.09,46.28,46.54,64.48,63.53,67.83,11,14,13,12,13,12,62.45,66.01,62.53
952,952,F. Miesenböck,25,172.7,65.0,Austria,Caucasian,63,Left,Good,Average,Medium/Medium,LB,61.61,56.57,62.48,61.36,60.04,59.64,70.01,65.7,77.65,56.63,81.83,13,8,9,12,12,12,46.06,42.05,39.87
953,953,I. Magnusson,21,179.2,68.1,Sweden,Caucasian,63,Right,Good,Good,Medium/Medium,RWB,55.8,46.28,63.47,63.11,46.72,65.28,77.94,80.68,70.23,63.36,73.02,16,10,11,12,10,8,58.32,52.84,54.53
954,954,A. Falatah,35,175.7,70.2,Saudi Arabia,Middle-eastern,63,Left,Average,Average,High/Medium,LB,60.06,43.47,64.19,59.92,51.14,63.35,65.76,72.56,64.51,61.06,64.92,14,14,12,11,12,11,55.68,60.24,58.12
955,955,A. Sauthier,28,184.5,74.9,Switzerland,Caucasian,63,Right,Good,Average,Medium/High,RB,61.39,39.22,65.27,55.15,61.94,63.35,63.75,72.56,70.11,53.39,61.59,14,13,13,13,12,11,57.17,62.26,57.37
956,956,R. Haynes,23,183.6,67.7,,,63,Left,Good,Average,High/Medium,LB,65.29,57.73,53.96,64.21,57.05,60.42,74.5,80.43,70.87,55.39,64.3,14,11,12,12,11,10,57.72,60.93,59.5
957,957,J. Gölles,19,189.5,75.5,Austria,Caucasian,63,Right,Good,Average,Medium/Medium,RWB,46.3,48.74,60.29,57.47,47.31,62.55,72.23,77.96,53.39,52.68,51.51,14,13,11,11,10,9,55.79,64.33,60.74
958,958,G. Leigh,24,180.6,73.3,England,Caucasian,63,Left,Average,Average,High/Medium,LB,52.12,45.45,56.42,61.88,51.14,59.37,77.12,79.26,58.64,58.48,70.72,12,14,12,12,10,7,63.95,61.56,59.17
959,959,Y. Opazo,34,173.7,72.7,Chile,Caucasian,63,Right,Average,Average,Medium/Medium,RB,71.25,45.23,55.58,59.0,62.66,65.09,67.65,60.3,61.59,60.45,74.31,13,12,14,11,9,13,64.15,60.45,52.34
960,960,C. Brittain,21,180.6,68.4,England,Black,63,Right,Excellent,Good,High/Medium,RWB,60.53,48.78,61.36,64.21,54.6,60.72,75.01,79.64,80.08,56.29,72.85,13,12,11,10,10,10,56.69,61.19,57.0
961,961,L. Fosgaard,32,181.1,77.1,Denmark,Caucasian,63,Right,Masterful,Average,Medium/Medium,RWB,66.3,52.8,58.03,65.98,53.38,60.58,75.52,75.97,68.71,58.08,67.77,15,13,8,9,11,10,43.41,57.64,48.9
962,962,S. Roux,26,181.0,70.9,New Zealand,Caucasian,63,Right,Good,Average,Medium/Medium,RB,58.46,58.18,57.62,61.48,53.72,60.26,70.36,78.41,73.37,53.81,58.92,14,13,11,11,10,8,58.44,62.59,63.55
963,963,L. Kharabadze,19,183.8,79.1,Georgia,Black,63,Left,Good,Good,,LB,63.27,44.69,51.42,66.31,49.77,60.13,76.8,83.41,67.47,53.09,67.01,16,14,11,11,9,7,48.57,57.64,59.11
964,964,C. Aasbak,25,188.1,81.0,Norway,Caucasian,63,Left,Good,Average,Medium/Medium,LB,69.56,40.89,59.24,55.44,53.38,62.15,66.64,64.53,58.71,60.45,65.07,14,15,12,10,12,9,62.77,58.8,57.4
965,965,D. Jones,32,188.4,89.3,,,63,Left,Average,Average,High/Medium,LB,64.81,41.54,59.8,59.12,58.07,57.77,69.4,82.08,68.46,57.87,69.66,17,14,11,11,12,9,52.13,56.6,60.09
966,966,M. Al Olayan,24,169.9,66.4,Saudi Arabia,Middle-eastern,63,Right,Average,Average,Medium/Medium,RB,57.76,40.71,62.86,61.74,56.56,61.42,69.69,69.17,66.77,58.22,72.56,15,13,11,10,11,9,60.44,66.38,57.4
967,967,,24,182.0,65.3,England,Caucasian,63,Left,Average,Average,High/Medium,LB,65.66,45.25,59.58,62.39,58.83,60.05,74.18,72.67,70.12,59.01,77.73,13,12,11,10,11,12,58.83,61.06,62.88
968,968,M. Haakenstad,25,183.3,72.5,Norway,Caucasian,63,Right,Excellent,Average,High/Medium,RB,55.48,48.81,63.47,58.83,52.25,57.66,83.35,81.64,64.13,55.11,62.03,17,14,11,10,9,5,55.81,56.73,56.66
969,969,K. Pallesen,29,175.3,72.0,Denmark,Caucasian,63,Right,Good,Good,Medium/Medium,RB,64.38,36.25,57.56,63.53,49.73,65.14,78.3,72.69,71.6,59.07,71.32,14,14,11,12,9,7,57.55,59.62,58.25
970,970,A. Torralvo,25,170.3,65.1,Colombia,Black,63,Left,Good,Average,Medium/Medium,LB,64.77,45.03,63.28,59.2,53.57,59.76,76.45,75.83,84.14,57.75,83.31,14,7,10,11,11,7,54.52,59.11,62.37
971,971,M. Haas,23,179.9,75.6,Austria,Caucasian,63,Right,Average,Average,,LWB,63.06,45.67,57.97,56.79,51.14,61.43,70.01,74.16,64.47,60.12,67.04,13,13,12,10,8,8,56.05,65.09,58.68
972,972,A. Höller,30,192.3,82.5,Austria,Caucasian,63,Right,Good,Average,High/Medium,RB,64.43,37.98,58.23,58.14,57.6,55.96,67.59,71.58,64.32,62.2,33.9,18,18,11,9,11,5,55.42,57.3,57.19
973,973,L. O'Neill,27,184.0,78.0,England,Caucasian,63,Right,Average,Average,Medium/Medium,RWB,65.84,46.2,64.31,65.37,59.69,61.01,71.24,82.08,68.68,47.26,62.63,14,14,10,8,10,6,52.92,62.51,60.87
974,974,J. Bay,26,178.7,78.5,Argentina,Caucasian,63,Left,Good,Good,Medium/Medium,LB,55.98,38.36,48.31,60.41,40.8,53.58,75.53,74.31,70.08,60.94,68.15,14,12,11,11,8,9,59.72,63.9,65.39
975,975,B. Halliday,23,180.4,68.2,England,Caucasian,63,Right,Good,Average,High/Medium,RB,60.5,33.03,57.91,61.84,54.29,58.87,71.81,70.0,79.5,58.11,83.47,16,12,11,11,11,7,57.12,62.13,59.35
976,976,K. Wilson,19,178.2,70.9,England,Caucasian,63,Right,Good,Good,High/Medium,RB,58.24,31.68,58.49,62.54,52.21,59.6,79.99,77.63,76.44,53.54,70.75,15,12,11,11,10,8,57.35,60.3,59.97
977,977,J. Tymon,20,180.3,75.2,England,Caucasian,63,,Good,Average,High/Medium,LB,64.43,36.76,59.86,61.92,54.39,55.96,65.64,67.84,67.33,59.88,72.56,13,13,11,8,8,8,57.08,64.85,65.64
978,978,K. Mellor,28,186.8,75.4,England,Caucasian,63,Right,Good,Average,High/Medium,RB,58.98,36.31,59.73,60.86,49.21,59.98,68.71,66.51,69.58,62.2,47.21,16,14,11,12,9,6,57.06,62.46,58.65
979,979,I. Touray,24,177.3,67.7,Gambia,Black,63,Left,Good,Average,High/Medium,LWB,61.28,39.69,53.94,57.83,50.47,55.87,79.99,79.68,76.34,53.43,74.81,16,12,11,11,9,8,56.57,58.7,57.68
980,980,P. Quasten,34,179.4,71.0,Czech Republic,Caucasian,63,Left,Good,Average,Medium/Medium,LB,57.46,27.06,65.71,62.33,62.84,63.62,62.87,56.52,63.21,60.22,64.6,11,14,12,10,12,12,64.96,65.95,61.62
981,981,F. Lapis,25,183.5,78.2,France,Caucasian,63,Left,Good,Average,Medium/Medium,LB,58.26,48.31,57.35,57.46,53.12,52.22,90.76,90.25,72.39,49.04,64.97,14,14,11,8,8,8,52.93,62.48,56.66
982,982,Zhou Yun,28,183.4,75.3,China PR,Asian,63,Right,Good,Average,,RB,66.17,32.92,62.48,58.7,58.34,64.11,65.53,64.54,87.91,52.66,78.39,13,13,12,10,10,7,66.07,56.91,59.71
983,983,L. Hendrie,24,177.7,71.7,England,Black,63,Right,Good,Average,Medium/High,LB,58.58,27.34,53.61,55.85,52.41,56.54,69.16,64.08,68.86,62.26,70.63,15,12,12,10,11,6,57.89,61.25,60.6
984,984,O. Alseth,24,182.5,77.3,Norway,Caucasian,63,Right,Average,Average,Medium/High,RB,53.49,35.57,57.6,58.31,42.63,55.67,70.41,76.0,59.94,60.7,60.84,14,14,13,8,6,11,54.13,64.06,61.79
985,985,G. Kalulu,21,176.1,73.9,France,Black,63,Right,Good,Average,Medium/Medium,RB,55.35,33.53,51.69,58.29,49.77,59.48,74.08,77.37,74.95,53.65,73.61,10,14,12,7,9,8,65.72,62.97,65.39
986,986,,24,174.4,74.6,Turkey,Middle-eastern,63,Right,Average,Average,Medium/Medium,RB,57.51,31.98,64.87,51.85,47.55,60.2,65.19,65.18,67.96,59.52,73.23,10,13,13,9,6,8,62.28,66.71,62.81
987,987,K. Ntlhe,25,174.6,65.8,South Africa,Black,63,Left,Good,Average,High/Medium,LB,60.07,27.43,59.27,53.98,54.19,59.6,75.74,75.59,79.6,62.71,63.82,14,12,11,8,8,4,53.32,62.29,58.55
988,988,C. Martínez,25,173.6,71.1,Dominican Republic,Black,63,Right,Good,Average,,RB,53.18,34.11,50.52,60.92,43.03,54.76,61.71,61.05,50.89,62.39,70.85,12,11,12,10,8,10,64.4,70.81,71.6
989,989,J. Marulanda,23,178.1,70.2,Colombia,Black,63,Right,Good,Average,Medium/Medium,RB,56.49,31.07,58.06,56.13,45.79,54.9,70.63,75.38,64.86,61.31,70.15,14,11,11,9,9,6,59.03,60.2,62.51
990,990,M. Dobrescu,26,176.3,72.5,Romania,Middle-eastern,63,,Good,Average,Medium/Medium,LB,53.13,43.78,58.55,56.59,47.47,55.96,72.87,71.89,68.55,54.93,63.31,14,13,12,8,7,6,57.94,58.91,61.01
991,991,I. Vujica,22,180.4,82.9,Australia,Caucasian,63,Left,Good,Average,Medium/Medium,LWB,63.17,33.53,54.6,64.29,50.55,61.3,72.06,71.74,73.26,54.33,78.01,13,13,11,8,8,6,63.0,64.29,62.53
992,992,C. Okoroji,22,177.0,72.2,England,Caucasian,63,Left,Good,Average,Medium/Low,LB,67.12,26.08,57.07,63.85,50.95,62.43,74.72,79.31,68.71,56.32,75.61,13,10,11,8,8,7,57.77,64.29,61.15
993,993,A. Al Fahad,25,175.7,73.2,Saudi Arabia,Middle-eastern,63,Right,Good,Average,Medium/High,RB,37.8,53.53,56.6,42.83,57.67,46.23,65.39,68.75,72.33,60.51,64.04,14,16,12,7,8,11,57.23,61.73,56.54
994,994,T. Sibbick,20,182.5,68.7,England,Caucasian,63,,Good,Average,Medium/Medium,RB,53.13,23.61,59.19,54.44,54.07,55.96,72.55,75.72,60.07,57.47,70.15,14,13,11,10,7,6,55.55,65.36,63.29
995,995,J. Moe,23,185.0,75.1,Norway,Caucasian,63,Left,Good,Average,Medium/Medium,LB,63.88,24.98,57.35,55.98,55.39,57.52,68.83,68.6,65.86,62.26,75.53,14,11,13,8,9,7,56.1,62.63,57.19
996,996,M. van Ewijk,18,175.5,70.1,Netherlands,Black,63,Right,Average,Average,Medium/Medium,RB,54.95,29.75,55.67,62.06,47.05,60.06,79.99,75.99,76.48,53.33,68.46,14,12,12,8,8,8,63.28,63.05,57.59
997,997,A. McGowan,22,180.2,80.5,England,Caucasian,63,Right,Good,Average,Medium/High,RWB,56.13,31.82,55.88,58.53,47.11,57.7,76.08,64.08,77.32,59.59,76.92,14,13,12,7,10,7,60.05,64.06,61.7
998,998,G. Matei,29,176.8,73.6,Romania,Middle-eastern,63,Right,Average,Average,Medium/Medium,RB,62.34,24.31,60.81,59.22,46.85,59.27,68.85,75.18,52.52,56.53,73.42,14,13,11,10,6,7,62.0,64.45,59.72
999,999,B. Al Mutairi,29,168.4,50.1,Saudi Arabia,Middle-eastern,63,Left,Good,Average,,LWB,61.09,21.6,56.03,55.21,44.99,55.96,80.83,83.01,76.46,53.92,72.41,17,11,10,10,8,7,58.01,61.16,55.79
1000,1000,S. Bjørshol,25,184.1,71.8,Norway,Caucasian,63,Right,Average,Average,High/Medium,RB,59.05,23.72,60.62,58.26,54.07,60.15,75.42,74.42,64.77,53.99,66.59,15,13,12,10,8,6,58.04,60.55,57.71
1001,1001,S. Mbakata,21,177.5,71.6,France,Black,63,,Good,Average,Medium/Medium,RB,53.13,27.17,53.07,56.29,43.09,55.96,79.45,78.99,59.77,53.51,70.15,15,13,11,9,11,7,65.67,63.02,66.13
1002,1002,A. Bamba,19,183.2,84.6,Ivory Coast,Black,63,Right,Good,Average,Medium/Medium,RB,41.52,27.14,56.94,48.63,49.27,58.42,52.67,53.5,49.4,56.9,56.33,11,15,12,7,8,8,64.34,61.79,57.68
1003,1003,Li Shuai,24,180.3,75.4,China PR,Asian,63,,Excellent,Average,High/High,LB,53.13,24.38,47.17,50.52,29.53,54.44,73.15,69.94,76.59,66.71,66.65,14,13,12,11,8,7,55.14,66.44,64.5
1004,1004,K. Conrad,28,183.1,78.3,Germany,Caucasian,63,Right,Excellent,Average,Medium/Medium,LB,46.36,18.67,55.73,41.4,53.22,54.22,67.41,63.89,70.28,64.59,70.44,12,14,12,7,9,7,62.59,61.42,63.49
1005,1005,I. Näsberg,23,186.3,79.8,Norway,Caucasian,63,Left,Average,Average,Medium/Medium,LB,49.72,27.9,49.84,50.19,46.25,50.77,57.71,63.82,59.85,55.77,60.28,13,15,12,6,5,8,58.45,63.85,61.08
1006,1006,N. Ferguson,18,180.8,69.6,,,63,Right,Good,Average,Medium/Medium,RB,35.06,28.63,56.94,31.62,39.18,49.61,54.56,65.01,46.51,59.98,65.52,13,11,13,5,7,9,64.12,67.38,67.74
1007,1007,Y. Koike,22,170.4,64.0,Japan,Asian,62,Left,Good,Average,High/Low,LB,68.63,45.03,60.39,69.79,61.24,66.18,78.85,72.79,84.39,62.88,87.79,7,8,12,9,12,11,58.73,60.41,64.7
1008,1008,,27,177.2,72.8,Saudi Arabia,Middle-eastern,62,Left,Good,Good,High/Medium,LB,63.27,44.32,62.79,69.41,50.99,63.74,75.71,70.73,76.39,57.96,77.13,14,13,10,12,11,6,52.31,58.51,61.13
1009,1009,M. Maria,24,176.2,72.4,Curacao,,62,Left,Average,Good,High/Medium,LB,65.13,44.54,63.93,70.04,49.89,65.5,77.96,74.84,77.51,62.98,78.23,13,10,11,9,11,9,54.35,60.5,54.53
1010,1010,C. Daniel,31,180.2,72.6,England,Caucasian,62,Left,Average,Average,High/Medium,LB,60.99,53.83,61.8,64.35,52.2,60.7,75.76,73.85,73.59,52.43,64.5,15,16,10,10,9,10,57.94,58.48,56.41
1011,1011,M. Gottschling,25,183.0,72.2,Germany,Caucasian,62,,Masterful,Good,High/High,RB,64.43,55.11,57.66,61.57,49.92,55.96,72.51,75.11,73.36,60.97,64.5,14,11,11,12,9,10,56.5,59.91,56.78
1012,1012,L. Leahy,26,178.4,72.8,England,Black,62,Left,Average,Average,,LB,64.04,51.52,59.25,57.32,61.51,60.28,66.3,69.09,65.44,56.06,72.83,16,12,11,11,12,11,56.44,58.22,57.26
1013,1013,E. Hewitt,25,179.6,75.2,Wales,Caucasian,62,Right,Good,Good,High/High,RB,62.51,54.46,61.46,62.93,59.24,63.9,74.13,73.25,81.26,59.1,79.24,17,13,11,10,11,4,65.12,61.67,58.28
1014,1014,R. Kaib,22,177.8,63.1,Sweden,Caucasian,62,Left,Average,Average,Medium/Medium,LB,63.75,40.83,64.02,61.24,64.63,64.32,74.71,78.69,76.27,56.48,70.49,13,8,11,10,11,7,52.13,57.0,60.99
1015,1015,L. James-Wildin,21,177.9,74.8,Antigua & Barbuda,Black,62,Right,Good,Average,High/Medium,RWB,60.62,43.4,56.47,56.59,45.38,57.56,77.62,75.67,69.32,56.76,66.09,16,15,11,11,11,7,55.97,59.02,56.8
1016,1016,M. Larenas,25,173.1,67.4,Chile,Caucasian,62,Left,Good,Average,,LB,66.85,37.41,63.48,47.24,61.27,58.59,75.1,73.27,77.31,69.06,74.12,6,11,12,14,9,9,57.31,56.39,65.79
1017,1017,W. Suwayyid,31,173.9,66.0,Saudi Arabia,Middle-eastern,62,Left,Good,Average,High/High,LB,61.45,45.81,61.31,57.01,58.8,58.27,73.33,71.84,73.42,61.36,66.04,15,14,11,10,11,10,54.6,56.41,57.66
1018,1018,R. Hall-Johnson,24,173.2,67.0,England,Black,62,Right,Good,Average,Medium/Medium,RB,57.67,39.69,56.75,58.46,54.0,63.38,77.7,78.23,71.01,55.79,81.7,13,11,11,11,10,9,58.4,59.87,58.34
1019,1019,,30,191.4,82.6,Norway,Caucasian,62,Left,Good,Average,Medium/Medium,LB,72.37,43.87,63.71,50.14,53.95,56.12,53.42,51.87,55.44,64.9,48.34,13,15,11,11,13,8,58.53,60.51,63.83
1020,1020,T. Hudson-Wihongi,24,184.6,83.0,New Zealand,Caucasian,62,Right,Good,Average,Medium/Medium,RB,54.71,44.65,62.25,57.01,61.14,60.02,68.83,68.49,63.31,61.24,63.49,13,14,12,10,12,10,54.98,59.33,56.14
1021,1021,D. Leahy,21,185.0,71.5,Republic of Ireland,Caucasian,62,Left,Good,Average,Medium/High,LB,58.6,51.8,57.04,57.59,54.97,56.7,60.94,63.96,70.3,55.36,53.91,14,11,11,10,10,10,59.53,59.78,61.46
1022,1022,C. Woodman,36,174.9,67.5,,,62,Left,Good,Average,Medium/Medium,LB,59.65,33.6,59.55,56.6,58.46,58.52,61.48,55.42,64.01,61.11,70.7,14,13,11,11,11,8,60.31,60.92,59.24
