,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_heading_accuracy,attacking_short_passing,skill_long_passing,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_jumping,power_stamina,power_strength,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
1070,1070,N. Boogaard,32,187.9,87.7,Australia,Caucasian,65,Right,Average,Average,Low/High,RCB,61.48,59.22,63.13,48.5,48.41,41.15,56.08,41.39,16,10,17,15,12,4,7,10,61.33,63.71,62.22
1071,1071,L. Klemenz,23,191.4,87.9,Poland,Caucasian,65,Right,Good,Average,Low/Medium,LCB,62.75,48.57,46.49,55.66,69.15,33.82,53.87,45.12,16,12,16,11,11,6,6,11,61.66,67.16,65.37
1072,1072,D. Oko,22,190.2,83.3,Poland,Caucasian,65,Right,Average,Average,Low/High,LCB,64.72,49.41,31.97,58.13,37.68,55.37,61.09,49.89,13,10,17,11,13,5,6,10,60.88,65.08,64.26
1073,1073,C. Diedhiou,31,190.8,76.2,Senegal,Black,65,Right,Good,Average,Medium/Medium,LCB,65.82,41.82,31.58,62.84,67.31,44.36,49.61,49.88,13,11,15,15,13,4,6,11,65.76,64.06,63.6
1074,1074,M. Blázquez,28,187.2,83.5,Chile,Caucasian,65,Right,Average,Average,Medium/Medium,RCB,73.15,61.61,56.2,46.28,42.52,38.6,51.69,31.78,15,12,17,12,12,4,5,11,63.9,62.57,58.86
1075,1075,A. Winkler,27,190.3,84.4,,,65,Left,Good,Average,Medium/Medium,RCB,65.79,53.48,56.96,54.67,56.46,44.79,52.74,55.5,14,11,16,15,11,4,5,11,63.32,64.0,61.26
1076,1076,A. Guechi,28,190.4,72.0,Algeria,Middle-eastern,65,Right,Good,Average,Medium/Medium,RCB,67.54,55.46,45.25,49.73,46.27,49.21,65.38,57.79,13,12,13,10,13,3,7,9,65.67,68.68,66.6
1077,1077,C. Fr?sinescu,34,189.1,84.1,Romania,Middle-eastern,65,Right,Good,Average,Medium/Medium,RCB,64.86,42.57,56.31,31.31,43.2,37.78,62.7,42.09,15,10,16,14,12,4,4,5,59.63,64.8,62.65
1078,1078,T. Inukai,26,182.0,77.0,Japan,Asian,65,Right,Average,Average,Low/Medium,RCB,61.56,41.23,29.72,64.89,60.78,68.2,60.22,65.87,15,14,15,13,12,4,6,9,63.22,70.27,64.91
1079,1079,F. Luckeneder,25,190.2,72.7,Austria,Caucasian,65,Left,Good,Average,Low/Medium,LCB,63.69,45.09,37.21,48.32,56.33,34.1,53.56,62.26,10,11,14,13,13,4,5,12,66.16,65.62,65.43
1080,1080,,29,189.5,85.4,Austria,Caucasian,65,Left,Good,Average,Medium/Medium,CB,68.84,49.07,45.99,34.26,33.78,46.61,58.15,37.68,6,6,17,14,12,5,7,11,65.23,64.13,63.07
1081,1081,L. Klimavicius,30,190.6,84.9,Lithuania,Black,65,Right,Excellent,Average,Low/High,RCB,70.58,39.07,56.31,35.38,50.39,35.23,56.94,34.13,16,15,18,9,10,5,5,11,68.02,66.83,65.47
1082,1082,K. Antonsen,24,172.0,69.7,Norway,Caucasian,64,Left,Good,Good,Medium/High,LCB,45.97,61.19,62.42,80.35,82.1,78.03,63.24,82.44,17,16,14,14,12,11,12,11,64.06,61.22,59.17
1083,1083,J. O'Toole,30,187.7,82.1,Republic of Ireland,Caucasian,64,Right,Good,Average,,RCB,67.5,64.32,62.13,59.41,55.13,68.45,59.8,52.29,14,14,14,16,10,13,12,12,53.06,57.06,53.86
1084,1084,Wang Shangyuan,26,185.3,70.4,China PR,Asian,64,Right,Good,Good,Medium/Medium,CB,60.29,58.69,59.98,67.82,72.8,74.79,65.39,72.88,14,17,16,13,12,10,11,13,60.01,58.91,55.21
1085,1085,,31,181.6,77.8,China PR,Asian,64,Right,Good,Average,Medium/Medium,RCB,65.08,61.56,53.71,67.94,66.41,67.7,66.57,71.24,14,13,16,14,11,13,12,13,57.95,58.36,52.2
1086,1086,M. Meulensteen,19,183.6,75.7,Netherlands,Caucasian,64,Right,Good,Average,Medium/Medium,RCB,57.9,66.18,61.59,67.51,67.18,72.31,57.84,72.14,13,12,13,12,12,10,12,13,59.91,64.4,62.9
1087,1087,T. Iwata,22,178.2,73.4,Japan,Asian,64,Right,Good,Average,High/Medium,RCB,50.44,64.41,60.03,71.71,76.54,66.26,66.09,66.17,13,15,13,12,12,13,9,9,67.19,59.61,56.15
1088,1088,Yang Sang Min,35,181.8,77.6,Korea Republic,Asian,64,Left,Good,Average,Medium/High,CB,58.86,53.94,56.55,63.23,62.93,61.42,58.47,68.52,15,9,14,12,13,11,11,11,62.94,64.35,59.59
1089,1089,W. Janssens,23,184.9,69.9,Belgium,Middle-eastern,64,Right,Good,Average,Medium/High,RCB,65.07,53.59,41.99,61.45,73.05,73.41,56.59,71.25,16,8,11,14,11,8,9,12,66.06,62.66,64.26
1090,1090,M. Thurnwald,20,172.3,68.3,Austria,Caucasian,64,,Good,Average,High/Medium,RCB,58.33,60.2,57.8,82.7,75.66,91.17,57.39,73.47,15,17,12,11,10,10,7,9,60.09,59.55,61.8
1091,1091,D. Moxey,33,180.3,70.1,England,Black,64,Left,Good,Average,Medium/Medium,LCB,57.9,60.21,56.97,70.98,60.58,68.25,61.09,64.06,14,15,14,13,12,8,10,11,61.53,62.99,63.91
1092,1092,N. Sutter,24,183.2,72.7,,,64,Right,Good,Average,Medium/Medium,LCB,63.55,63.0,56.97,70.06,65.48,60.36,58.06,61.23,15,14,14,12,11,9,9,11,62.03,65.21,61.72
1093,1093,M. Demetriou,29,179.6,72.1,England,Caucasian,64,Left,Good,Average,Medium/High,LCB,64.26,54.62,60.3,70.04,73.83,75.84,58.12,75.08,18,16,14,10,13,9,8,12,63.02,59.37,58.41
1094,1094,O. Turton,26,180.2,75.3,,,64,Right,Good,Average,Medium/Medium,RCB,53.3,65.17,62.5,70.62,70.34,80.83,53.22,73.47,12,17,13,10,11,10,11,8,61.38,61.63,60.46
1095,1095,N. Breitenbruch,23,177.2,75.5,Argentina,Caucasian,64,Right,Good,Average,Medium/High,RCB,70.78,61.14,43.95,63.5,64.78,59.78,63.15,64.86,14,16,13,14,12,11,9,10,58.1,63.78,62.15
1096,1096,C. Sickinger,21,182.9,73.4,Germany,Caucasian,64,Right,Excellent,Average,Medium/Medium,RCB,54.46,64.85,62.64,65.48,66.7,65.56,64.23,65.28,16,14,13,13,12,8,11,12,63.8,59.61,59.68
1097,1097,Y. Misao,28,174.6,69.6,Japan,Asian,64,Left,Good,Average,Medium/Medium,LCB,68.16,61.83,64.63,68.94,71.9,75.16,61.05,68.23,16,15,13,12,12,8,11,10,54.69,63.42,58.75
1098,1098,K. Enghardt,27,186.2,83.2,,,64,Left,Average,Average,Medium/High,RCB,63.92,63.78,59.76,60.3,67.54,56.21,58.32,64.19,15,14,14,12,11,8,9,12,59.59,61.5,61.88
1099,1099,Nathan,24,187.8,78.0,Brazil,Caucasian,64,Right,Average,Average,Low/Medium,LCB,62.81,59.47,62.37,74.87,71.23,71.9,57.32,71.94,16,12,13,13,12,9,7,9,54.69,66.36,63.37
1100,1100,,24,189.2,78.3,Norway,Caucasian,64,Right,Good,Average,High/Medium,RCB,59.55,65.12,68.3,53.79,52.79,50.09,57.82,61.32,13,13,15,11,12,5,11,9,62.7,62.47,58.24
1101,1101,Hong Jeong Un,24,187.4,76.5,Korea Republic,Asian,64,Right,Good,Average,,CB,68.34,66.41,63.02,61.97,53.98,49.62,58.83,59.79,15,14,14,12,12,10,12,11,53.67,64.09,60.27
1102,1102,N. De Medina,21,181.6,82.5,Belgium,Black,64,Right,Average,Average,Medium/Medium,RCB,59.94,63.17,65.12,66.36,67.98,66.25,60.75,64.62,13,7,13,13,11,3,9,11,60.04,65.62,63.53
1103,1103,T. Björkström,28,179.9,76.2,Sweden,Caucasian,64,Right,Average,Average,Medium/High,RCB,56.82,54.49,51.97,63.5,72.0,63.04,59.98,61.17,15,16,13,13,12,9,10,10,63.02,64.16,63.19
1104,1104,L. Kontogiannis,30,184.3,81.9,Mexico,Caucasian,64,Right,Good,Average,Medium/Medium,RCB,63.44,62.91,60.44,53.55,53.06,51.08,61.91,52.77,12,11,15,12,12,7,11,12,63.0,60.0,63.97
1105,1105,E. Aiwu,18,184.3,76.9,Austria,Caucasian,64,Right,Good,Average,Low/Medium,RCB,64.18,60.49,51.51,67.53,62.73,62.63,61.36,62.54,14,12,14,12,12,8,8,11,58.25,61.72,63.88
1106,1106,M. Nielsen,28,186.9,80.4,Denmark,Caucasian,64,Right,Good,Average,,RCB,64.49,62.8,58.08,51.09,51.09,61.84,60.47,60.14,13,12,15,11,12,7,8,12,61.83,62.62,61.4
1107,1107,M. Sarr,24,188.7,82.5,Germany,Caucasian,64,Left,Good,Average,Medium/Medium,LCB,64.61,63.04,62.44,66.26,77.33,66.26,51.6,53.78,14,11,14,10,12,5,10,11,66.0,63.04,59.59
1108,1108,B. Diakité,18,186.4,81.9,France,Caucasian,64,Right,Good,Average,Medium/High,LCB,63.03,61.14,53.2,64.09,62.74,57.8,56.3,61.71,13,12,13,12,12,7,10,10,64.47,69.06,61.72
1109,1109,A. Kouakou,28,185.3,77.9,Ivory Coast,Black,64,Right,Average,Average,Medium/Medium,RCB,62.84,61.4,57.75,65.54,59.45,57.79,53.32,56.64,8,13,16,12,12,7,8,11,60.13,64.54,61.93
1110,1110,S. Hager,24,187.2,75.8,Austria,Caucasian,64,Left,Average,Average,Medium/Medium,RCB,61.16,59.29,51.69,70.06,65.86,62.73,65.19,63.28,14,13,14,11,12,6,6,11,61.32,65.86,61.75
1111,1111,J. Jönsson,35,182.9,75.2,Sweden,Caucasian,64,Right,Good,Average,High/Medium,LCB,60.94,57.58,60.48,47.51,41.91,58.34,63.2,57.37,15,6,15,14,11,8,9,12,65.27,57.84,59.05
1112,1112,,22,190.8,74.8,England,Caucasian,64,Left,Good,Average,High/Medium,LCB,61.76,53.49,50.1,63.6,66.85,54.94,59.2,51.35,14,14,15,12,12,9,8,11,63.16,63.8,61.67
1113,1113,N. Feldhahn,32,190.4,84.7,Germany,Caucasian,64,Right,Average,Average,Medium/Medium,LCB,58.21,61.14,52.8,45.7,53.25,30.99,60.89,54.05,11,10,15,12,12,7,10,12,60.87,65.37,63.85
1114,1114,B. Moe,27,184.9,80.2,Norway,Caucasian,64,Right,Good,Average,Medium/Medium,RCB,61.64,52.88,49.31,66.08,72.0,56.12,54.98,59.68,14,14,15,13,12,7,7,10,61.61,61.76,63.01
1115,1115,S. McLoughlin,22,190.8,77.9,Republic of Ireland,Caucasian,64,Left,Good,Average,Medium/Medium,LCB,60.56,58.44,54.77,51.44,66.43,44.69,59.56,49.16,14,13,14,12,12,8,7,12,61.19,63.55,63.5
1116,1116,M. Seegert,25,185.7,76.0,Germany,Caucasian,64,Right,Excellent,Average,Medium/Medium,LCB,61.38,58.44,56.3,61.84,67.67,60.26,58.47,63.26,16,12,15,11,12,6,8,12,63.31,61.72,62.15
1117,1117,M. Torres,23,180.3,70.0,Colombia,Black,64,Right,Good,Average,Low/Medium,RCB,71.36,45.97,46.17,56.25,67.3,62.14,59.54,56.55,18,14,16,11,12,9,8,11,55.04,60.73,63.3
1118,1118,R. Escobar,21,175.9,70.5,Chile,Caucasian,64,Right,Average,Average,Low/High,RCB,70.84,66.79,58.36,51.36,51.58,59.69,60.61,74.88,14,11,12,13,12,5,9,9,61.44,64.61,57.92
1119,1119,D. Achucarro,28,177.5,78.8,Argentina,Caucasian,64,Left,Average,Average,Medium/Medium,LCB,60.62,58.03,51.51,62.14,62.58,59.24,59.77,62.45,14,13,14,12,12,4,5,11,61.25,64.18,61.24
1120,1120,R. Dickie,23,183.1,74.4,England,Black,64,Right,Average,Average,Medium/Medium,RCB,63.66,53.61,48.92,57.61,60.61,56.86,59.29,48.74,14,13,14,11,12,5,6,11,61.05,65.51,65.14
1121,1121,M. Lode,26,184.8,76.7,Norway,Caucasian,64,Right,Good,Average,Medium/Medium,LCB,59.73,62.73,56.32,67.37,77.33,62.46,55.31,59.85,13,13,14,11,11,4,6,8,62.05,64.7,63.48
1122,1122,D. Scarr,24,187.6,85.1,England,Middle-eastern,64,Right,Good,Average,Medium/Medium,CB,63.49,48.72,47.09,59.67,65.45,47.01,59.2,55.29,14,14,16,14,11,6,7,10,59.7,62.14,60.54
1123,1123,R. Shinzato,28,183.8,69.5,Japan,Asian,64,Right,Good,Average,Medium/Medium,LCB,62.68,55.68,47.48,65.24,63.65,60.51,57.96,48.7,11,11,15,12,11,7,7,10,64.84,64.71,62.06
1124,1124,R. McDonald,27,191.4,82.0,England,Black,64,Left,Average,Average,Medium/Medium,RCB,61.98,54.48,60.23,65.38,48.64,52.02,62.94,54.14,14,12,15,13,12,4,8,12,62.13,64.44,59.83
1125,1125,T. Salquist,24,190.1,81.7,Denmark,Caucasian,64,Left,Average,Average,Medium/High,RCB,63.83,61.14,44.11,67.05,62.98,55.11,62.95,58.2,12,13,15,12,12,4,7,12,62.92,62.95,61.24
1126,1126,D. Gugganig,22,189.6,81.5,,,64,Right,Average,Average,Low/Medium,LCB,59.85,59.34,54.4,59.56,62.57,58.12,63.79,43.94,10,13,15,12,11,5,7,11,61.08,64.76,61.06
1127,1127,H. Mizumoto,33,183.4,71.9,Japan,Asian,64,Right,Good,Average,Low/Medium,RCB,68.16,52.59,48.1,50.66,47.1,69.01,66.06,57.56,16,8,14,12,12,5,9,12,62.69,60.55,63.7
1128,1128,T. Craig,34,184.5,79.0,England,Caucasian,64,Left,Good,Average,Medium/High,LCB,60.81,58.04,55.97,42.82,39.36,50.18,63.2,55.58,12,13,16,14,12,6,10,12,65.98,61.34,56.12
1129,1129,J. Wright,24,193.5,82.2,Wales,Caucasian,64,Right,Good,Average,Medium/Medium,RCB,63.95,50.41,47.75,50.15,43.19,47.4,52.38,51.13,13,12,14,12,12,5,10,13,66.25,65.28,61.23
1130,1130,,23,186.3,76.3,Australia,Caucasian,64,Right,Average,Average,Medium/Medium,RCB,60.42,58.56,45.26,57.08,55.37,47.15,51.54,57.99,15,12,15,13,12,7,8,12,65.78,60.51,56.6
1131,1131,Kwak Tae Hwi,37,187.8,84.7,Korea Republic,Asian,64,Right,Excellent,Average,Medium/High,LCB,61.58,59.36,54.72,31.91,35.94,34.12,63.07,53.35,16,6,17,14,11,7,7,12,60.71,59.75,56.0
1132,1132,F. Liverstam,31,194.1,83.8,Sweden,Caucasian,64,Right,Good,Average,Medium/Medium,RCB,61.59,47.9,52.8,48.83,52.21,33.76,59.26,44.72,8,12,16,15,13,7,8,11,60.05,62.38,59.11
1133,1133,D. Jablonský,27,189.6,80.2,,,64,Right,Good,Average,Medium/Medium,LCB,57.28,46.81,52.29,65.4,75.34,54.97,46.14,49.87,12,11,16,13,13,5,5,10,57.91,64.02,67.3
1134,1134,Choi Kyu Baek,25,187.8,76.6,Korea Republic,Asian,64,,Good,Average,Low/High,LCB,67.44,55.57,59.08,67.14,71.05,58.17,58.66,51.35,13,12,14,8,13,6,10,13,63.83,65.43,64.36
1135,1135,I. Balaur,30,187.8,82.6,Romania,Middle-eastern,64,Right,Good,Average,Medium/Medium,RCB,64.34,65.84,39.1,57.08,58.54,42.27,61.55,64.12,14,11,12,11,12,5,6,9,68.19,62.6,61.42
1136,1136,,33,188.1,76.9,Spain,Black,64,Right,Excellent,Average,Medium/Medium,CB,64.56,60.53,57.0,31.54,37.73,57.71,60.56,69.1,13,11,15,12,11,5,8,13,66.29,65.78,59.51
1137,1137,N. Knight-Percival,32,181.6,72.6,England,Caucasian,64,Left,Good,Average,Medium/Medium,LCB,65.28,51.9,47.44,63.13,65.31,70.1,54.36,61.14,16,14,15,14,12,6,6,11,60.51,64.29,63.32
1138,1138,R. Sykes,20,195.7,72.6,England,Caucasian,64,Right,Average,Average,,RCB,65.42,50.7,49.01,62.83,60.61,54.42,54.7,53.94,14,13,14,14,11,5,6,11,61.36,62.71,62.19
1139,1139,S. Nkansah,23,188.2,77.6,Germany,Caucasian,64,Right,Good,Average,Medium/Medium,LCB,63.53,55.13,37.76,56.31,64.75,60.81,56.24,60.94,11,10,14,10,13,5,7,9,65.48,68.1,66.44
1140,1140,A. Martin,29,190.4,75.9,England,Caucasian,64,Right,Good,Average,Low/Medium,RCB,56.8,52.71,48.35,56.75,45.94,51.3,55.56,50.4,13,13,15,12,12,3,4,11,65.22,64.48,62.83
1141,1141,P. Clarke,37,183.3,83.4,England,Caucasian,64,,Good,Average,Medium/High,LCB,66.16,49.85,47.71,29.18,31.09,48.88,61.76,45.18,14,12,16,14,12,8,11,12,64.91,59.84,58.89
1142,1142,O. Gonzalez,21,184.2,86.5,Cameroon,Black,64,Right,Average,Average,Medium/Medium,RCB,66.13,48.12,29.62,58.82,64.68,50.45,56.99,52.76,13,12,16,12,12,4,5,10,60.74,62.54,59.63
1143,1143,M. Payares,24,182.3,72.1,Colombia,Black,64,Right,Good,Average,Low/Medium,LCB,52.59,50.34,44.93,56.75,53.58,46.38,56.29,59.79,15,11,15,11,12,4,6,9,68.34,66.03,63.89
1144,1144,C. Goode,23,196.2,75.0,England,Black,64,Right,Average,Average,Medium/Medium,RCB,62.59,48.53,50.0,57.25,62.52,70.1,51.64,54.72,14,13,14,13,12,6,6,11,62.78,64.29,61.4
1145,1145,N. Hoheneder,32,185.7,79.4,Austria,Caucasian,64,Right,Good,Average,Low/Medium,RCB,67.63,53.02,47.68,30.6,32.09,43.73,57.57,45.18,14,10,14,14,11,5,8,13,54.82,69.98,63.51
1146,1146,T. Mahrer,29,191.2,81.1,Austria,Caucasian,64,Right,Good,Average,Medium/Medium,LCB,78.11,49.71,46.7,38.5,46.38,49.82,54.6,41.96,6,13,17,11,11,8,6,12,58.71,65.33,63.07
1147,1147,M. Shaker,22,184.7,82.6,United Arab Emirates,Middle-eastern,64,,Good,Average,Medium/High,LCB,60.14,50.43,40.69,54.75,61.71,40.77,65.0,53.48,14,12,15,12,11,6,6,7,62.22,65.91,62.66
1148,1148,J. Matuwila,27,186.0,79.6,Angola,Black,64,Left,Good,Average,Medium/High,LCB,56.76,34.61,49.29,72.27,81.82,61.6,57.21,72.51,16,14,16,17,12,6,7,11,56.79,62.47,64.21
1149,1149,L. Prosser,31,190.5,78.5,England,Caucasian,64,Left,Average,Average,Medium/High,LCB,63.66,54.62,48.22,50.86,53.54,56.65,50.59,41.96,14,9,14,14,12,4,7,11,63.71,63.98,62.3
1150,1150,,25,188.0,79.5,Saudi Arabia,Middle-eastern,64,Right,Average,Average,Low/Medium,LCB,62.05,59.81,54.69,56.58,62.26,51.68,58.35,53.41,12,12,14,11,12,5,5,11,61.75,65.4,63.35
1151,1151,S. Rouiller,28,183.4,74.1,Switzerland,Caucasian,64,Right,Good,Average,Medium/Medium,RCB,58.66,51.59,47.94,58.62,56.3,62.63,48.3,75.1,18,16,15,11,12,5,6,10,63.64,61.68,61.7
1152,1152,A. Stewart,26,183.0,76.3,England,Black,64,Right,Good,Average,Medium/Medium,LCB,64.99,50.22,48.77,56.85,55.69,66.08,59.67,62.5,14,13,14,13,12,5,8,11,62.69,64.29,62.96
1153,1153,M. Sans,31,190.6,86.3,France,Caucasian,64,Right,Good,Average,Low/Medium,LCB,69.09,59.84,62.41,38.91,42.52,34.71,47.27,31.48,10,13,14,14,13,3,5,9,64.15,65.35,59.15
1154,1154,Luan,23,186.1,68.3,Brazil,Black,64,,Good,Average,Medium/Medium,RCB,63.9,57.06,41.32,53.14,52.26,45.25,61.27,53.48,14,14,13,13,11,6,4,11,60.84,65.63,65.22
1155,1155,Y. Hiraoka,33,183.5,70.1,Japan,Asian,64,Right,Good,Average,Medium/Medium,LCB,44.67,62.86,21.76,42.37,40.76,35.7,69.99,57.43,14,13,13,11,13,5,6,10,64.96,69.01,67.71
1156,1156,C. Greger,22,192.8,81.2,Germany,Caucasian,64,Left,Good,Average,Medium/Medium,LCB,69.07,44.1,39.3,55.13,53.41,48.73,60.73,42.93,14,12,16,13,12,5,7,10,61.57,63.75,59.34
1157,1157,,29,186.9,85.4,Austria,Caucasian,64,Right,Good,Average,Medium/Medium,RCB,62.93,48.0,29.49,41.31,39.49,46.36,51.05,48.46,14,12,16,12,11,4,7,11,63.65,64.95,61.76
1158,1158,S. Al Khaibari,29,185.2,73.9,Saudi Arabia,Middle-eastern,64,Right,Good,Average,Low/Medium,RCB,64.61,58.32,45.69,54.43,60.78,62.63,59.33,64.12,14,13,14,11,12,4,7,9,62.54,68.1,65.63
1159,1159,André Luis Neitzke,32,185.6,79.6,Brazil,Black,64,Right,Good,Average,Medium/Medium,RCB,65.43,57.62,59.28,50.78,40.34,32.95,58.86,54.94,15,11,14,11,11,4,7,10,62.85,67.05,65.65
1160,1160,F. Sgarbi,21,190.9,83.8,Italy,Caucasian,64,Right,Average,Average,,LCB,69.93,50.25,35.53,63.44,61.14,52.41,57.73,49.79,15,11,15,11,11,4,5,11,65.97,64.31,63.6
1161,1161,T. Karlsson,30,186.8,85.0,Sweden,Caucasian,64,Right,Average,Average,Medium/Medium,LCB,62.97,46.43,45.18,52.41,57.28,56.07,60.22,61.93,14,13,15,13,11,4,4,10,63.71,65.67,61.72
1162,1162,H. Hansen,24,195.0,88.2,Germany,Caucasian,64,Right,Average,Average,Medium/Medium,RCB,70.5,51.85,44.44,39.17,30.75,32.33,55.2,30.68,11,12,18,12,10,5,6,9,59.29,66.03,62.1
1163,1163,T. Anderson,25,192.9,82.7,England,Caucasian,64,Right,Average,Average,Low/Medium,LCB,73.45,44.61,51.47,35.47,34.3,34.02,58.7,41.01,15,13,16,16,12,5,6,12,64.33,58.21,57.1
1164,1164,B. Gartland,32,187.5,85.4,Republic of Ireland,Caucasian,64,Right,Good,Average,Medium/Medium,LCB,65.21,54.35,44.41,32.86,30.75,35.08,58.2,33.17,10,11,17,13,12,4,7,10,65.33,62.47,61.17
1165,1165,R. Tincu,31,185.0,80.0,Romania,Middle-eastern,64,Right,Average,Average,Medium/High,RCB,56.8,51.84,41.73,40.33,38.77,36.24,51.92,66.88,15,14,16,14,12,5,6,7,59.61,64.03,59.39
1166,1166,M. Ošs,27,191.4,93.5,Latvia,Black,64,Right,Good,Average,Low/Medium,CB,65.69,41.48,28.75,49.67,51.21,33.98,54.71,41.21,16,16,16,12,11,4,6,11,61.76,64.63,64.31
1167,1167,N. Mali?,31,192.3,85.0,Austria,Caucasian,64,Right,Good,Average,Medium/High,RCB,66.14,48.83,42.86,29.53,32.02,33.46,45.73,33.71,6,14,18,13,11,5,5,13,62.75,65.06,66.28
1168,1168,G. Gallifuoco,25,187.5,73.9,Australia,Caucasian,63,Right,Good,Average,Medium/Medium,RCB,68.16,70.35,63.89,68.65,69.06,67.8,59.42,64.37,13,14,14,14,10,9,12,12,62.03,65.29,53.92
1169,1169,E. Marxen,28,184.7,80.1,Denmark,Caucasian,63,Left,Average,Average,Medium/Medium,LCB,60.27,63.66,60.96,65.76,65.85,63.48,58.61,57.65,12,14,13,11,12,9,7,11,63.26,62.89,61.57
1170,1170,G. Gigliotti,29,180.1,72.2,France,Black,63,Left,Good,Average,Medium/Medium,RCB,59.76,56.36,51.41,72.7,64.44,62.53,61.31,76.5,15,16,13,14,12,8,11,12,59.81,61.22,60.55
1171,1171,Gwon Wan Gyu,27,182.8,82.3,Korea Republic,Asian,63,Right,Excellent,Average,High/Medium,RCB,54.84,53.92,60.69,90.87,80.35,78.9,60.88,71.1,12,13,13,12,13,12,11,11,60.4,64.05,59.87
1172,1172,T. Thomas,23,183.2,71.1,England,Caucasian,63,Right,Good,Average,Medium/High,LCB,65.06,62.5,56.22,62.65,60.42,55.21,58.67,61.82,14,14,12,12,11,6,11,10,56.65,63.08,65.28
1173,1173,H. Löfkvist,24,185.9,75.7,Sweden,Caucasian,63,Right,Average,Average,,RCB,62.84,63.65,58.75,61.32,67.57,60.27,59.87,54.76,14,13,14,12,12,8,11,11,56.54,58.65,58.29
1174,1174,K. Yoshimoto,31,185.2,83.4,Japan,Asian,63,Right,Good,Average,Low/High,RCB,60.26,59.68,63.06,55.0,54.31,62.8,60.04,36.8,12,13,15,11,12,8,9,11,61.07,60.67,58.71
1175,1175,H. Vera,28,187.3,75.5,Paraguay,Caucasian,63,Right,Good,Average,Medium/Medium,RCB,57.59,55.36,51.31,62.97,61.34,51.95,58.9,54.72,12,13,14,14,11,10,7,11,62.82,65.79,61.84
1176,1176,G. Sawyer,33,182.8,66.8,England,Caucasian,63,Left,Good,Average,Medium/Medium,LCB,62.06,62.2,59.39,53.97,57.9,61.91,59.47,71.57,15,15,13,9,11,8,10,12,62.75,65.27,61.12
1177,1177,K. Toner,22,180.2,73.6,Republic of Ireland,Caucasian,63,Left,Good,Average,,RCB,63.91,55.37,53.18,56.01,54.21,40.26,52.41,49.8,13,11,15,14,11,9,9,10,58.78,63.27,60.02
1178,1178,N. Gil,22,182.9,76.6,Colombia,Black,63,Left,Average,Average,Medium/Medium,LCB,50.38,57.83,45.03,66.45,64.44,62.49,62.52,75.47,13,14,13,12,12,10,9,10,71.58,63.66,61.39
1179,1179,T. Schilk,27,187.9,74.5,Germany,Caucasian,63,Right,Excellent,Average,Medium/Medium,RCB,56.97,58.31,55.34,59.56,82.61,62.18,60.43,54.74,11,14,15,12,12,7,8,11,59.86,63.28,61.23
1180,1180,S. Gartenmann,22,185.4,82.6,Denmark,Caucasian,63,Right,Good,Average,Medium/High,RCB,60.53,53.71,56.81,53.49,66.43,48.45,61.32,56.67,15,13,15,12,11,10,10,13,68.99,63.65,65.83
1181,1181,G. Williams,26,176.0,69.8,England,Caucasian,63,Right,Good,Average,Medium/High,RCB,60.08,60.67,60.77,75.23,68.61,81.6,53.81,70.33,18,14,14,11,10,7,9,11,60.5,64.23,63.65
1182,1182,M. Marcjanik,24,186.3,79.0,Poland,Caucasian,63,Right,Good,Average,Medium/Medium,RCB,63.08,55.36,45.56,53.64,60.41,46.75,52.41,51.22,14,12,14,12,12,6,7,10,60.74,65.08,63.2
1183,1183,L. Fontaine,33,188.2,83.3,England,Caucasian,63,Left,Average,Average,Medium/Medium,LCB,64.99,54.01,51.73,63.18,58.29,66.6,60.44,56.38,14,15,13,12,12,8,11,12,60.21,60.19,61.51
1184,1184,A. Al Shammari,25,188.2,72.1,Saudi Arabia,Middle-eastern,63,Left,Good,Average,Low/Medium,LCB,60.86,53.73,51.52,50.93,57.85,61.97,58.86,53.98,13,13,14,12,12,7,8,10,59.65,66.36,63.3
1185,1185,A. Iacovitti,21,185.5,68.3,Scotland,Caucasian,63,Left,Good,Average,Medium/Medium,LCB,64.71,57.27,52.64,67.43,70.46,68.02,51.11,73.35,15,13,16,11,11,8,8,11,57.71,61.68,60.06
1186,1186,R. Lamie,26,188.0,84.6,Scotland,Caucasian,63,Left,Good,Average,Medium/Medium,LCB,59.9,58.3,46.1,63.76,60.78,62.5,62.85,65.4,13,13,16,13,12,6,7,10,65.13,65.06,62.07
1187,1187,L. Cardoza,34,188.4,86.2,Colombia,Black,63,Left,Good,Average,Low/Medium,LCB,56.68,61.14,46.33,66.32,52.2,51.52,71.27,34.23,12,10,17,9,14,8,8,10,54.52,61.35,58.71
1188,1188,A. Gogi?,25,185.1,83.4,Cyprus,,63,Right,Good,Average,Low/High,RCB,60.49,54.17,53.3,37.66,37.88,60.62,50.0,48.61,12,13,16,16,11,8,7,10,61.13,62.91,60.28
1189,1189,N. Al Subhi,29,179.7,74.2,Saudi Arabia,Middle-eastern,63,Left,Good,Average,Medium/High,LCB,64.96,46.35,21.77,54.65,58.66,53.93,56.99,50.41,16,15,15,14,12,8,6,9,57.5,60.27,61.78
