,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
1169,1169,F. Downes,20,172.0,70.0,England,Caucasian,65,Right,Good,Average,High/High,LCM,68.91,62.52,67.12,68.44,68.71,67.68,66.85,63.14,77.13,10,13,14,13,11,16,13,11,11,12,59.04,72.21,68.97
1170,1170,A. Ivanov,23,170.5,69.8,Bulgaria,Middle-eastern,65,Right,Average,Good,,RCM,66.26,63.42,65.5,66.04,47.69,62.46,34.27,62.79,83.83,11,11,13,13,10,9,11,12,13,11,39.16,59.17,51.79
1171,1171,R. Gojani,26,173.7,70.7,Sweden,Caucasian,65,,Good,Good,Medium/Medium,RCM,68.54,64.9,68.78,60.18,74.29,66.1,85.24,66.37,87.3,10,15,15,11,9,11,9,12,13,13,58.32,43.32,43.38
1172,1172,S. A?çay,37,176.3,71.6,Turkey,Middle-eastern,65,Right,Average,Good,Low/High,LDM,64.23,64.2,59.25,63.68,43.07,50.93,29.11,67.34,52.08,13,13,7,14,13,16,13,9,10,13,73.37,63.7,62.05
1173,1173,S. Méndez,22,178.2,69.6,Ecuador,Black,65,Right,Good,Average,Medium/Medium,RCM,68.87,58.24,67.0,55.84,66.54,68.5,74.19,66.31,69.81,12,13,13,11,12,13,13,10,11,11,63.65,62.59,58.77
1174,1174,Clavería,23,176.9,69.7,Spain,Caucasian,65,Right,Good,Average,Medium/High,RCM,67.61,56.49,61.13,63.67,60.56,55.72,67.53,64.96,64.26,14,14,13,12,13,16,13,9,9,11,67.86,60.45,64.86
1175,1175,D. Saddiki,22,179.4,70.0,Netherlands,Black,65,Right,Good,Average,Medium/High,RCM,64.62,60.04,64.62,61.4,71.82,75.93,66.47,61.77,65.86,12,11,14,14,12,13,13,9,12,12,55.49,64.46,60.54
1176,1176,K. Jacobs,29,173.3,69.1,South Africa,Black,65,Right,Good,Average,,RDM,70.92,58.57,67.77,65.71,64.39,62.04,56.29,66.99,80.11,13,10,17,12,8,13,10,10,11,13,56.0,63.09,62.15
1177,1177,D. Perkins,37,167.6,76.4,England,Black,65,Left,Good,Average,High/High,RCM,65.92,59.99,63.77,64.07,60.37,55.33,75.83,63.92,84.85,13,16,14,12,12,15,12,12,13,14,64.67,65.75,65.14
1178,1178,D. Ho?ko,25,174.6,68.3,Montenegro,Black,65,Right,Good,Average,Medium/Medium,RCM,69.54,58.98,62.25,71.05,61.75,64.72,70.71,62.77,71.66,11,13,12,12,11,10,11,10,13,12,55.49,67.37,65.52
1179,1179,M. Jamal,25,171.6,64.7,United Arab Emirates,Middle-eastern,65,Right,Good,Average,Medium/Medium,RDM,64.67,62.8,63.95,62.71,67.73,66.36,74.6,70.39,80.85,10,11,15,10,9,12,12,11,12,12,62.05,63.9,55.72
1180,1180,S. Rodríguez,26,178.6,78.5,Uruguay,Caucasian,65,Right,Good,Average,Medium/High,RDM,69.96,59.73,66.73,67.27,61.3,55.82,74.11,59.81,72.85,9,10,13,12,7,8,11,13,13,10,42.25,62.47,45.13
1181,1181,P. Sontheimer,20,168.2,65.2,Germany,Caucasian,65,Right,Average,Good,Medium/High,RDM,68.85,64.2,66.81,67.56,67.67,68.5,82.99,62.46,91.48,10,12,17,8,7,13,12,10,12,13,59.11,57.75,61.62
1182,1182,O. Bic,25,179.0,74.9,Romania,Middle-eastern,65,Left,Average,Average,,RCM,67.72,58.88,64.52,60.68,67.04,68.29,66.2,58.6,65.72,11,13,14,13,8,14,13,12,11,11,66.59,58.69,58.21
1183,1183,V. Janelt,21,183.6,78.9,Germany,Caucasian,65,Left,Good,Good,High/High,LDM,66.62,63.45,66.56,68.28,65.33,54.33,66.12,61.74,68.69,13,13,14,13,11,13,13,9,12,12,64.21,64.0,56.8
1184,1184,S. Pinas,21,181.7,66.6,Netherlands,Black,65,Left,Good,Average,High/Medium,LCM,63.99,60.04,57.63,62.15,75.32,75.93,74.47,64.09,64.67,11,16,13,13,9,13,12,10,11,10,62.68,66.33,63.27
1185,1185,L. Amos,22,178.6,71.7,England,Caucasian,65,Left,Excellent,Good,Medium/Medium,RDM,68.29,62.74,66.03,65.19,57.43,58.01,66.17,61.68,69.63,11,13,12,11,12,13,11,9,13,12,63.06,66.21,60.71
1186,1186,S. Olsson,21,184.6,80.6,Sweden,Caucasian,65,Right,Good,Good,Medium/Medium,LCM,73.74,65.2,69.12,73.62,63.84,58.85,59.54,55.15,69.05,10,7,13,14,11,12,10,9,12,13,57.81,51.86,53.83
1187,1187,,34,183.2,80.6,Germany,Caucasian,65,Right,Good,Average,Medium/High,LDM,62.1,51.56,58.96,60.97,53.5,42.26,68.03,60.37,65.17,14,13,15,14,12,16,12,12,10,13,63.21,64.73,69.57
1188,1188,A. Romero,23,183.8,83.1,Venezuela,Black,65,Right,Good,Average,Medium/Medium,LCM,73.45,63.67,72.27,62.41,52.72,52.4,43.19,59.14,50.99,11,12,13,12,8,14,12,10,12,10,61.59,62.39,61.36
1189,1189,R. Amin,23,178.6,74.8,Netherlands,Caucasian,65,Right,Excellent,Good,Low/Medium,LCM,66.32,63.54,71.83,66.59,50.32,39.71,74.15,63.45,74.34,13,14,14,13,12,15,12,9,12,12,53.27,59.35,54.94
1190,1190,R. Griffiths,31,187.2,86.4,Australia,Caucasian,65,Right,Excellent,Average,Medium/High,LCM,63.36,60.2,62.39,61.19,49.54,51.19,54.4,58.72,63.38,12,13,13,16,10,16,12,10,11,12,62.44,62.65,61.63
1191,1191,T. Lapslie,23,168.1,69.3,England,Caucasian,65,Right,Good,Average,Medium/High,RDM,63.01,56.3,58.61,59.26,61.2,67.57,66.0,61.96,73.49,11,17,16,13,10,15,13,10,11,10,63.78,63.18,63.63
1192,1192,M. Restrepo,38,173.8,69.9,Colombia,Black,65,Right,Good,Good,Medium/Medium,RDM,69.57,63.26,69.16,60.69,45.34,46.18,66.97,66.41,72.48,10,14,10,14,10,11,12,11,11,12,67.65,66.34,60.33
1193,1193,N. Busch Thor,33,179.7,81.5,Sweden,Caucasian,65,Left,Good,Average,Medium/Medium,RCM,63.76,58.65,68.41,63.35,53.52,51.99,63.78,69.65,71.24,10,13,11,14,10,14,13,8,13,13,58.49,66.21,56.34
1194,1194,M. Vera,23,170.0,68.7,Argentina,Caucasian,65,Left,Good,Average,Medium/Medium,RDM,68.34,55.12,63.46,66.02,67.46,69.23,72.98,63.43,79.44,12,11,14,11,10,13,12,10,10,9,61.64,65.32,60.3
1195,1195,J. Eickmayer,26,177.8,70.6,France,Caucasian,65,Right,Good,Good,Medium/High,LCM,66.3,62.89,63.75,61.64,74.42,78.48,79.84,64.55,70.1,9,11,15,11,9,16,12,8,8,11,65.4,63.67,64.34
1196,1196,D. Wein,25,184.2,76.9,Germany,Caucasian,65,Right,Good,Average,Medium/High,CDM,67.61,48.18,68.25,61.86,59.56,61.3,69.13,51.93,60.34,12,15,15,14,10,12,13,9,12,12,59.34,62.38,54.14
1197,1197,F. Flórez,26,177.4,67.1,Colombia,Black,65,Right,Good,Average,Medium/High,LDM,66.18,61.6,64.14,64.84,69.73,56.37,61.73,59.95,75.86,9,13,13,15,6,15,12,9,8,12,63.1,64.03,56.71
1198,1198,L. Droppa,30,183.3,84.5,Czech Republic,Caucasian,65,Right,Good,Average,Medium/Medium,RDM,64.34,51.01,58.63,58.16,57.05,64.37,63.42,62.41,60.32,13,11,14,15,12,13,12,8,12,11,55.01,65.39,62.13
1199,1199,O. Cissé,28,194.7,85.0,Mali,Black,65,Left,Good,Average,Medium/Medium,LDM,64.23,58.7,61.8,65.39,49.85,46.26,33.48,47.26,42.55,13,13,15,18,8,14,13,8,10,13,56.62,68.68,55.08
1200,1200,J. Williams,23,183.0,77.5,Wales,Caucasian,65,Right,Good,Average,Medium/Medium,LDM,66.44,55.27,63.13,60.68,55.14,58.56,56.94,59.2,64.01,8,13,11,15,7,12,12,7,12,13,62.44,64.54,61.09
1201,1201,L. Pavez Contreras,31,175.0,69.2,Chile,Caucasian,65,Right,Average,Average,Medium/Medium,LCM,63.57,58.89,60.08,61.88,59.55,51.84,62.43,50.73,70.55,11,14,16,11,7,13,14,9,10,9,58.72,70.66,63.02
1202,1202,I. Vásquez,33,170.1,70.2,Chile,Caucasian,65,Right,Good,Average,Low/High,RCM,73.92,53.5,70.73,63.42,41.27,31.38,76.86,57.68,80.65,12,14,14,11,12,11,12,9,13,10,53.27,55.36,63.12
1203,1203,O. Gnjati?,27,189.9,81.0,Bosnia Herzegovina,Caucasian,65,Right,Average,Average,Medium/High,LDM,64.09,55.05,60.75,63.71,71.58,65.96,48.39,57.63,46.05,13,11,14,16,7,15,13,8,10,12,52.64,64.9,63.66
1204,1204,,23,173.2,70.1,Colombia,Black,65,Left,Average,Average,Low/Medium,LDM,57.91,54.73,51.65,57.94,77.88,75.27,71.45,57.74,76.81,9,16,14,12,7,12,12,9,7,11,65.99,59.7,63.39
1205,1205,T. Öztürk,29,191.3,87.1,Germany,Caucasian,65,Right,Excellent,Average,Medium/Medium,RDM,60.56,49.23,63.97,60.2,53.35,39.87,52.88,64.49,47.48,12,6,14,16,11,14,12,8,10,11,65.17,66.42,60.13
1206,1206,I. Marega,21,194.8,98.3,France,Caucasian,65,Right,Average,Average,Low/High,CDM,67.33,50.56,64.52,60.84,51.34,39.87,47.67,55.3,32.69,12,12,14,18,5,12,12,8,11,9,55.79,64.92,66.87
1207,1207,M. Diaby,22,196.9,76.5,France,Black,65,Right,Average,Average,Medium/Medium,RDM,63.95,50.1,52.56,53.78,32.65,34.43,71.86,64.5,29.56,10,6,14,15,10,13,13,7,9,12,66.71,66.42,64.2
1208,1208,H. Mancilla,27,183.0,79.8,Colombia,Black,65,Right,Good,Average,Medium/Medium,LDM,66.07,45.31,69.55,54.53,61.39,54.69,59.83,62.82,66.77,9,15,17,13,6,11,12,6,9,11,59.42,63.79,58.01
1209,1209,M. Derrien,25,182.5,80.3,France,Caucasian,65,Right,Average,Average,Medium/Medium,RCM,55.67,33.7,52.23,48.13,54.14,59.74,46.31,56.08,66.73,9,15,11,14,5,11,12,5,6,10,61.38,70.24,69.08
1210,1210,,29,166.9,74.6,Chile,Caucasian,64,Right,Good,Good,Medium/Low,LCM,71.94,72.4,64.85,67.21,82.47,63.79,78.26,61.14,77.23,14,12,10,15,12,8,9,12,13,10,49.07,44.31,38.06
1211,1211,M. ?uri?,31,187.6,74.8,Serbia,Caucasian,64,Right,Excellent,Average,Medium/Medium,RCM,63.19,63.42,64.52,65.43,72.39,73.62,70.84,63.03,61.3,13,13,13,14,12,12,12,13,12,13,62.39,54.7,54.1
1212,1212,L. Kalludra,27,170.2,67.7,Sweden,Caucasian,64,Right,Good,Good,Medium/Medium,LCM,65.11,66.51,62.22,65.71,79.25,73.7,86.61,64.48,87.3,11,16,14,9,11,14,9,12,12,12,51.27,42.08,44.35
1213,1213,M. Eramo,29,180.2,74.9,Italy,Caucasian,64,Right,Excellent,Good,High/Medium,LCM,63.94,64.36,61.57,64.86,67.45,66.56,63.78,63.17,77.01,13,16,14,13,13,15,12,12,12,12,57.48,58.98,57.19
1214,1214,B. Bronico,24,175.2,69.9,United States,Caucasian,64,Right,Good,Good,Medium/Medium,RDM,69.17,64.17,61.07,68.03,66.35,66.88,62.59,63.04,70.32,12,11,13,11,12,12,11,12,11,12,64.0,58.98,55.91
1215,1215,A. Sarcevic,27,182.6,71.1,England,Caucasian,64,Right,Average,Good,Medium/Medium,RCM,61.6,63.79,63.12,65.82,68.48,68.17,86.21,58.93,76.99,12,13,14,13,12,11,10,12,12,12,60.48,55.52,55.67
1216,1216,C. Doudin,32,183.9,80.4,Switzerland,Caucasian,64,Right,Good,Good,Medium/Low,LCM,66.79,62.71,63.5,69.21,55.36,62.19,63.15,57.15,62.73,12,10,13,11,13,11,8,13,14,11,34.66,38.09,38.94
1217,1217,A. MacDonald,29,169.9,72.2,Scotland,Caucasian,64,Right,Good,Good,,RCM,62.34,63.02,62.65,64.23,73.4,69.53,78.13,63.15,91.48,13,16,17,16,11,17,12,12,12,11,57.27,59.13,61.31
1218,1218,J. Edwards,28,172.9,73.5,England,Black,64,Right,Excellent,Good,High/High,CM,61.82,63.73,62.59,63.04,74.56,73.88,77.01,65.42,77.54,12,16,16,14,11,15,12,12,12,13,63.44,63.14,61.42
1219,1219,L. Mancinelli,29,168.0,68.4,Argentina,Caucasian,64,Right,Good,Good,Medium/High,RDM,62.59,61.51,65.34,63.27,75.53,62.51,83.2,63.31,80.36,14,15,13,10,12,13,13,11,13,12,64.63,67.6,60.66
1220,1220,Hwang Soon Min,28,178.5,69.4,Korea Republic,Asian,64,Left,Good,Average,Medium/Medium,RCM,66.7,63.46,62.64,57.17,55.92,82.3,75.52,56.54,80.03,12,15,14,11,11,10,13,13,13,10,56.8,44.4,45.81
1221,1221,L. Mihai,31,172.5,68.4,Romania,Middle-eastern,64,Left,Excellent,Good,High/Medium,LCM,63.5,67.23,59.76,63.44,55.56,64.35,70.92,57.8,78.73,14,10,11,11,13,7,5,12,11,12,38.7,28.62,34.52
1222,1222,F. Wagner,21,182.5,78.2,Germany,Caucasian,64,Right,Good,Average,High/Medium,RDM,65.77,61.97,64.52,65.28,65.8,66.39,66.63,63.81,68.38,12,14,14,12,12,13,11,11,11,11,62.02,62.51,56.73
1223,1223,A. Rufer,23,184.4,75.0,New Zealand,Caucasian,64,Right,Good,Good,High/Medium,RDM,64.32,64.15,62.67,66.31,68.25,68.98,72.29,63.18,73.32,13,13,15,13,10,15,11,12,12,13,57.58,61.81,56.01
1224,1224,B. Stillhart,25,173.6,68.8,Switzerland,Caucasian,64,Right,Good,Average,Medium/Medium,LCM,66.72,65.2,66.03,68.81,63.41,60.53,59.73,61.38,74.3,9,14,12,12,7,13,9,13,13,13,56.81,55.75,59.13
1225,1225,R. Edwards,25,175.0,73.4,Australia,Caucasian,64,Right,Average,Good,Medium/Medium,RCM,63.22,66.05,60.92,68.65,69.07,64.1,75.03,54.02,71.78,12,15,17,10,12,10,10,10,12,11,49.64,54.96,55.97
1226,1226,,21,178.4,69.7,Norway,Caucasian,64,Right,Average,Average,Medium/Medium,CM,65.82,62.03,62.29,64.28,73.88,76.76,70.95,61.65,76.97,12,11,15,12,11,11,10,11,12,12,46.87,55.79,54.32
1227,1227,U. Saltnes,26,187.1,78.3,Norway,Caucasian,64,Right,Good,Average,High/High,LCM,63.9,61.27,63.21,64.39,69.21,68.39,65.47,55.89,63.49,13,13,15,14,12,15,12,11,12,11,62.35,63.14,60.04
1228,1228,H. Singh,28,179.6,73.8,Norway,Caucasian,64,Right,Good,Good,,CDM,64.51,63.04,62.95,63.76,54.82,50.11,67.62,61.24,71.07,15,14,13,14,12,9,12,11,13,13,47.7,53.86,52.15
1229,1229,S. Kobayashi,25,176.2,66.7,Japan,Asian,64,Right,Good,Average,Medium/Medium,LCM,62.21,67.38,51.3,61.67,78.0,79.77,63.78,46.83,70.87,12,14,14,12,10,10,8,12,11,10,43.71,38.34,44.56
1230,1230,E. Papa,26,177.6,75.1,Albania,,64,Right,Good,Good,Medium/Medium,LDM,69.48,64.96,57.51,68.21,63.76,58.76,68.42,56.71,71.2,11,14,15,13,12,10,12,11,11,9,32.23,63.73,56.88
1231,1231,,27,170.5,63.7,Japan,Asian,64,Left,Excellent,Average,Medium/Medium,LDM,65.94,56.7,64.95,68.3,80.27,75.73,78.5,61.43,77.0,14,15,16,12,10,11,11,10,12,11,47.82,56.32,51.37
1232,1232,A. Tertereau,27,181.8,71.8,France,Caucasian,64,Right,Good,Good,High/High,LCM,71.52,63.37,60.57,62.55,56.19,66.22,57.48,57.52,64.43,8,11,13,11,10,8,12,12,12,12,42.91,57.06,55.43
1233,1233,M. Listkowski,21,177.8,67.7,Poland,Caucasian,64,Right,Good,Good,Medium/Medium,LCM,65.08,70.39,55.91,69.07,77.87,76.17,71.63,57.66,82.57,11,13,14,8,9,12,7,8,13,10,35.8,12.72,14.87
1234,1234,R. Ion,18,178.6,69.6,Romania,Middle-eastern,64,Right,Good,Average,Medium/Medium,LDM,64.41,65.18,60.54,62.6,55.56,63.71,73.16,47.03,71.15,11,11,14,9,12,7,5,12,12,11,38.61,26.22,33.98
1235,1235,S. Fraser,24,183.0,68.6,Scotland,Caucasian,64,Left,Good,Good,High/Medium,LCM,64.92,64.92,59.11,66.88,68.34,66.74,69.77,64.92,67.29,10,7,15,9,11,8,10,11,12,12,41.88,55.89,48.74
1236,1236,,31,183.8,74.2,Denmark,Caucasian,64,Right,Good,Average,High/High,RCM,65.68,53.79,64.79,64.43,58.09,58.68,71.07,67.06,65.91,14,12,17,14,13,10,12,11,10,12,59.72,59.09,54.14
1237,1237,A. Erlingmark,21,188.7,80.0,Sweden,Caucasian,64,Right,Good,Average,Low/High,RDM,65.31,56.16,59.09,63.67,56.63,67.06,63.78,64.3,58.59,13,11,15,14,11,15,13,12,11,11,67.07,65.39,58.59
1238,1238,B. Jacobsen,25,190.0,85.2,Denmark,Caucasian,64,Right,Good,Average,Medium/High,RCM,67.77,61.76,64.52,66.33,58.3,61.73,56.25,59.14,63.26,12,11,15,16,10,14,12,11,11,12,65.98,65.23,63.01
1239,1239,C. Reilly,25,185.1,79.9,Republic of Ireland,Caucasian,64,Left,Excellent,Average,,RCM,65.16,61.51,62.53,60.08,64.84,60.55,63.94,62.65,63.87,14,12,17,14,11,15,13,11,11,11,55.01,67.18,60.74
1240,1240,T. Makowski,19,178.0,76.5,Poland,Caucasian,64,Right,Good,Average,Medium/Medium,CDM,68.18,59.44,63.16,67.34,70.05,70.04,71.83,63.28,75.65,11,13,14,12,10,13,12,10,11,11,50.69,66.66,59.66
1241,1241,E. Upson,29,179.8,72.6,England,Caucasian,64,Right,Good,Good,Medium/Medium,RCM,62.86,61.55,59.57,64.81,59.19,63.16,70.13,56.45,73.24,12,17,17,13,12,14,10,11,12,13,56.5,63.85,59.42
1242,1242,S. Wagstaff,29,177.7,79.1,England,Black,64,Right,Excellent,Average,Medium/High,LCM,55.94,63.58,59.62,61.57,76.4,74.49,77.04,57.52,70.12,11,15,15,12,9,9,11,12,11,10,56.38,56.35,54.01
1243,1243,Y. Matsushita,25,173.7,67.3,Japan,Asian,64,Left,Average,Average,High/High,LDM,63.83,59.83,59.57,67.02,75.31,79.77,59.04,53.33,76.31,11,11,12,12,8,10,9,11,12,10,38.27,40.61,42.08
1244,1244,D. Barlaser,22,183.6,62.2,England,Caucasian,64,Right,Good,Good,Medium/Medium,CDM,65.64,63.45,66.76,66.19,70.43,52.51,63.18,61.91,66.84,13,8,13,7,10,8,12,10,12,11,48.49,49.52,48.95
1245,1245,,24,182.1,74.2,Sweden,Caucasian,64,Right,Good,Good,Medium/Low,RCM,69.41,65.45,66.61,67.06,61.36,50.81,73.32,54.32,72.7,14,9,11,12,13,12,9,10,13,12,42.54,51.52,45.84
1246,1246,M. Collao,21,172.5,67.4,Chile,Caucasian,64,,Excellent,Average,High/Low,RCM,71.41,61.61,63.31,63.23,61.81,70.16,76.84,44.46,71.15,11,9,13,7,11,7,5,12,12,13,32.26,41.93,38.94
1247,1247,,18,173.3,65.2,United States,Black,64,Right,Good,Average,High/Medium,LCM,65.78,64.63,62.36,66.18,73.26,71.64,81.84,57.98,77.2,9,10,13,8,8,10,5,12,12,13,39.06,38.01,44.63
1248,1248,,22,178.0,85.8,Germany,Caucasian,64,Right,Masterful,Good,Medium/Low,LCM,47.74,59.43,29.25,63.75,62.56,61.96,68.17,57.13,85.23,13,13,11,15,11,13,3,12,9,11,25.45,35.61,29.43
1249,1249,G. Morrissey,27,183.1,81.0,Republic of Ireland,Caucasian,64,Right,Masterful,Average,High/Medium,LDM,67.61,61.83,62.7,63.83,55.4,51.43,51.18,59.18,61.07,13,10,14,15,12,12,12,11,11,12,60.81,63.54,61.63
1250,1250,V. Hammershøj-Mistrati,27,177.4,76.3,Denmark,Caucasian,64,Right,Good,Average,Medium/Medium,RCM,67.55,59.08,65.15,67.41,59.08,51.83,70.76,57.74,78.17,11,11,16,11,11,10,11,11,12,12,42.54,49.03,47.8
1251,1251,L. O'Brien,20,172.8,63.2,England,Caucasian,64,,Good,Good,Medium/Medium,LCM,66.0,63.81,61.04,60.84,66.81,62.3,69.62,63.66,69.98,10,7,14,8,10,10,11,10,12,11,43.42,56.19,53.49
1252,1252,R. Ureña,26,178.0,70.8,Chile,Caucasian,64,Right,Good,Average,Medium/High,LDM,67.67,57.18,61.6,69.42,62.28,58.76,73.33,64.72,83.42,11,11,14,13,9,14,11,9,9,13,57.1,64.79,58.0
1253,1253,M. Ørnskov,33,185.1,82.3,Denmark,Caucasian,64,Left,Good,Average,Medium/High,LCM,66.96,60.21,64.05,62.17,47.06,49.38,67.6,56.7,60.05,13,12,16,14,11,14,13,10,12,13,62.32,65.69,57.28
1254,1254,,36,170.4,77.5,Republic of Ireland,Caucasian,64,Right,Good,Average,High/High,LCM,64.01,56.79,63.05,61.78,55.09,54.61,71.18,62.23,80.42,12,15,16,13,11,14,12,10,12,12,56.74,63.28,61.95
1255,1255,F. Jensen,26,185.1,73.1,Norway,Caucasian,64,Right,Good,Average,,CM,65.9,55.54,67.04,63.58,58.79,51.61,62.53,64.07,64.42,12,11,14,13,10,11,13,11,12,13,62.0,61.84,50.55
1256,1256,L. Pi?tek,33,180.5,73.1,Poland,Caucasian,64,Left,Average,Good,Medium/High,CDM,66.33,59.63,63.49,61.14,46.78,32.76,63.39,62.41,69.63,13,14,14,12,13,11,13,11,12,11,58.98,62.74,60.53
1257,1257,O. Custodio,24,178.5,76.2,Switzerland,Caucasian,64,Right,Good,Good,Medium/Medium,CDM,65.11,64.76,64.03,68.72,68.79,64.31,61.02,58.92,70.2,12,12,15,13,9,11,13,8,13,13,57.07,57.01,57.62
1258,1258,A. Yusuf,18,175.1,65.5,Nigeria,Black,64,Right,Good,Average,,LDM,63.5,63.03,64.14,65.99,80.28,79.21,87.98,61.97,81.62,9,14,17,12,8,16,12,10,12,14,55.86,62.56,55.67
1259,1259,G. Bolger,30,177.7,73.5,Republic of Ireland,Caucasian,64,Right,Good,Average,Medium/High,LDM,61.37,60.21,57.72,62.46,51.95,54.81,56.99,60.15,59.23,11,11,13,14,10,15,12,11,11,11,66.46,63.46,61.12
1260,1260,R. Vincelot,33,177.2,71.2,France,Black,64,Right,Good,Average,Medium/High,CM,61.61,54.98,56.52,59.42,57.57,56.51,58.88,62.74,68.96,10,15,15,15,10,13,12,9,11,13,59.89,63.98,61.23
1261,1261,M. Schuster,23,179.0,77.4,Germany,Caucasian,64,Right,Good,Average,Medium/Medium,RDM,64.74,57.49,62.16,64.11,64.24,63.07,73.75,64.72,76.03,11,12,15,12,9,13,12,9,11,12,62.09,62.19,62.77
1262,1262,C. Missilou,26,179.8,74.7,Congo,Black,64,Right,Good,Average,Medium/High,LCM,59.75,57.6,51.16,58.86,68.58,66.34,65.42,60.0,70.08,8,9,14,14,9,15,14,12,11,10,58.44,59.54,57.66
1263,1263,M. Al Fehaid,29,177.9,74.1,Saudi Arabia,Middle-eastern,64,Right,Good,Average,High/High,LDM,64.64,58.43,57.8,58.97,60.17,59.52,69.76,57.28,77.77,11,14,18,13,8,14,12,10,10,12,58.98,63.43,57.38
1264,1264,B. Kantarovski,27,182.5,74.1,Australia,Caucasian,64,Right,Good,Average,Medium/High,RDM,67.09,58.74,55.43,60.99,67.03,71.47,66.72,54.71,59.54,6,14,14,15,8,13,12,11,11,12,53.91,66.34,57.46
1265,1265,D. MacKinnon,33,177.7,74.0,Scotland,Caucasian,64,,Good,Average,Medium/High,CM,61.94,52.66,57.28,53.78,41.46,50.04,63.39,56.26,66.01,14,13,17,16,9,18,12,10,8,13,61.61,62.9,60.09
1266,1266,J. Dem,26,182.2,72.2,Germany,Caucasian,64,Right,Good,Average,Medium/Medium,RCM,63.17,48.98,59.47,53.5,77.68,73.52,74.84,61.18,72.54,10,18,15,14,8,15,12,8,9,11,60.5,64.01,65.43
1267,1267,J. Méndez,24,184.4,83.5,Uruguay,Caucasian,64,Right,Good,Average,Medium/Medium,LCM,65.18,56.42,61.64,59.38,53.62,66.0,63.78,68.95,52.46,12,11,15,14,7,11,12,6,10,13,57.29,65.39,62.93
1268,1268,P. Lima,28,180.7,77.2,,,64,Right,Good,Average,Medium/Medium,RDM,70.02,41.1,62.67,65.36,66.45,54.72,59.43,62.39,60.58,10,13,13,13,7,12,12,9,10,10,59.08,59.34,56.63
1269,1269,L. Grgic,23,182.6,84.2,Austria,Caucasian,64,Left,Good,Average,,LCM,63.89,52.9,58.42,58.54,65.57,68.93,54.03,62.52,64.99,9,13,16,15,9,13,12,6,9,12,63.77,62.65,55.9
1270,1270,Han Hee Hoon,28,182.6,77.7,Korea Republic,Asian,64,,Good,Average,Medium/High,LCM,48.83,33.28,31.68,38.53,70.1,58.29,48.7,56.23,55.13,6,14,14,15,4,13,13,5,6,12,59.5,67.89,62.81
1271,1271,T. Christiansen,29,171.0,67.4,Denmark,Caucasian,63,Right,Good,Good,High/Medium,LCM,63.07,70.71,45.34,67.04,78.24,68.35,82.94,67.32,79.95,14,16,14,13,13,13,11,13,13,13,58.49,53.2,50.55
1272,1272,Chen Zhizhao,31,170.4,66.3,China PR,Asian,63,Right,Excellent,Good,Medium/Medium,RCM,62.34,66.31,56.65,66.84,79.59,70.84,69.3,64.06,89.96,13,16,11,7,13,5,10,13,12,10,62.61,49.1,34.56
1273,1273,M. Söderqvist,26,176.2,69.7,Sweden,Caucasian,63,Right,Good,Good,,RCM,56.63,64.7,44.01,64.22,82.69,84.49,82.42,61.37,79.66,11,16,11,10,12,11,5,13,10,11,35.8,23.45,24.0
1274,1274,M. Jones,31,183.3,78.4,England,Caucasian,63,Right,Good,Good,Medium/High,CDM,65.08,67.25,59.04,66.27,81.36,78.34,68.13,56.96,60.66,12,18,15,13,13,12,10,11,12,11,54.18,53.88,54.01
1275,1275,T. Cognat,21,173.2,67.2,France,Caucasian,63,Right,Good,Good,Medium/Low,LDM,65.06,64.48,61.76,65.13,79.23,78.09,85.16,59.69,82.63,14,10,13,12,13,13,8,12,13,11,45.31,39.84,31.18
1276,1276,C. Sierra,28,177.1,85.6,,,63,Left,Good,Good,Medium/Medium,LDM,73.37,63.23,61.86,73.18,57.15,62.66,69.7,56.93,66.1,12,12,14,14,9,14,10,10,12,10,54.2,52.28,49.93
1277,1277,,23,185.3,84.2,Germany,Caucasian,63,Right,Average,Average,Medium/Medium,LCM,64.84,64.93,56.2,63.81,65.25,67.57,69.79,60.04,67.86,13,11,13,14,11,11,8,11,11,12,32.02,41.39,31.89
1278,1278,T. Domgjoni,20,177.5,73.8,Switzerland,Caucasian,63,Right,Excellent,Good,Medium/Medium,RDM,67.61,62.41,59.84,67.94,70.85,70.5,69.79,64.91,70.38,13,13,15,12,12,11,11,11,12,13,59.5,57.96,56.73
1279,1279,I. Vigurs,31,173.3,71.6,Scotland,Caucasian,63,Left,Good,Average,High/Medium,LCM,61.89,61.81,62.24,63.0,64.93,65.84,79.45,63.89,67.51,12,12,14,13,12,12,11,12,13,12,47.05,51.91,49.45
1280,1280,A. Colpani,20,184.3,75.0,Italy,Caucasian,63,Left,Average,Average,Medium/Medium,LCM,66.59,68.26,69.67,68.41,70.43,66.22,64.88,60.89,69.43,13,11,10,11,10,8,9,10,13,12,49.59,51.63,53.83
