,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_penalties,mentality_composure
346,346,S. Doi,27,171.8,63.4,Japan,Asian,71,Right,Excellent,Good,High/Medium,LS,73.0,64.7,61.78,66.58,73.68,66.46,50.12,71.63,70.3,72.99,77.74,68.08,76.82,13,12,14,11,13,13,13
347,347,K. Barbarouses,29,171.0,68.2,New Zealand,Caucasian,71,Right,Good,Good,High/Medium,RS,74.85,50.8,65.74,68.56,70.55,65.5,41.72,68.88,84.31,85.39,93.38,68.58,71.34,13,12,18,12,13,11,14
348,348,M. Mohammadi,25,178.5,73.8,,,71,Left,Masterful,Excellent,High/Low,RS,70.18,48.8,66.49,65.13,76.35,76.52,71.74,74.2,83.41,85.52,76.94,70.61,69.55,15,9,13,12,13,12,11
349,349,S. Maguire,25,174.6,68.0,Republic of Ireland,Caucasian,71,Right,Good,Good,High/Medium,ST,71.83,67.3,58.31,56.14,73.13,35.71,32.64,70.82,93.32,90.98,87.6,72.41,84.54,12,14,15,13,10,13,13
350,350,Marcos Júnior,26,166.9,63.2,Brazil,Caucasian,71,Right,Excellent,Good,High/Medium,LS,70.57,55.84,68.61,61.54,73.15,61.82,62.52,70.11,90.11,86.54,91.0,60.01,85.47,13,10,14,13,12,13,12
351,351,C. Songkrasin,25,158.5,56.0,Thailand,Black,71,Right,Good,Masterful,High/High,LF,65.66,46.95,67.91,59.69,77.03,60.73,58.78,71.61,88.39,83.44,91.16,60.01,83.17,12,7,15,9,13,12,13
352,352,H. Goitom,34,189.4,84.9,Eritrea,Black,71,Right,Average,Good,,RS,69.14,69.16,67.92,73.99,67.9,62.84,57.58,74.39,56.22,54.5,51.88,70.47,45.18,14,9,12,18,12,13,15
353,353,C. Obasi,33,188.2,79.2,Nigeria,Black,71,Right,Good,Good,Medium/Medium,LS,72.49,67.75,66.94,68.77,72.88,68.68,68.43,72.15,66.35,71.11,74.69,70.83,55.9,13,13,12,14,13,13,12
354,354,S. Longo,27,185.8,77.7,Italy,Caucasian,71,Right,Good,Good,High/Medium,ST,69.75,66.88,64.2,72.99,69.02,58.16,42.68,71.31,71.55,68.43,72.23,71.25,64.12,14,16,12,15,13,12,15
355,355,M. Manotas,23,180.6,66.5,Colombia,Black,71,Right,Average,Good,High/Low,ST,74.16,64.85,68.3,62.23,69.49,43.47,39.19,69.44,72.19,73.16,71.8,68.56,71.69,15,13,14,12,11,13,13
356,356,L. Albertengo,28,186.9,75.0,,,71,Right,Good,Good,High/Medium,ST,74.42,69.42,67.99,67.99,68.95,58.59,36.88,70.56,63.84,68.43,71.48,71.18,63.46,13,13,14,14,13,13,13
357,357,M. Antonsson,28,184.0,80.1,Sweden,Caucasian,71,Right,Excellent,Good,High/High,LS,73.71,63.62,63.81,67.44,65.88,50.6,31.29,62.74,75.56,81.32,70.5,72.88,61.23,13,13,16,13,11,11,14
358,358,D. Sorgi?,29,177.2,69.6,Serbia,Caucasian,71,Right,Good,Good,Medium/Medium,RS,76.08,58.98,68.33,63.54,66.19,65.12,59.33,72.06,56.96,61.88,77.16,63.59,77.42,14,14,15,13,13,12,14
359,359,Kike Márquez,29,175.9,72.3,Spain,Caucasian,71,Right,Excellent,Excellent,Medium/Low,LS,69.04,43.52,71.57,48.37,73.07,74.21,74.91,74.31,73.75,71.1,75.24,56.55,72.44,15,13,12,12,13,15,13
360,360,I. Kiese Thelin,27,188.8,82.1,Sweden,Caucasian,71,Right,Good,Good,High/Medium,ST,71.39,77.83,74.23,64.89,65.41,48.42,34.55,72.42,36.38,56.3,44.84,70.98,42.07,14,10,15,17,11,14,14
361,361,A. Rodríguez,30,181.3,79.6,Colombia,Black,71,Right,Good,Average,Medium/Medium,ST,70.86,67.75,62.52,57.4,64.9,32.23,35.31,70.23,69.18,74.32,58.64,72.56,54.23,14,11,13,16,11,12,13
362,362,M. Waghorn,29,177.8,82.6,England,Black,71,Left,Excellent,Good,,ST,74.37,67.47,67.21,61.37,63.92,67.74,71.75,63.63,65.75,74.08,61.83,65.88,71.88,15,13,14,16,14,15,13
363,363,C. Riaño,30,176.6,75.3,Argentina,Caucasian,71,Right,Average,Good,Medium/Medium,ST,69.47,73.55,67.05,73.08,68.22,55.29,34.01,70.56,75.48,75.16,74.99,66.93,72.43,14,13,14,14,12,14,11
364,364,L. Thy,27,184.4,77.9,Germany,Caucasian,71,Right,Excellent,Good,High/Medium,ST,71.44,64.04,68.34,66.86,69.4,64.54,58.91,68.46,74.87,76.44,69.1,69.1,68.88,14,14,16,14,12,12,12
365,365,C. Nyman,26,185.1,82.4,Sweden,Caucasian,71,Right,Good,Good,High/High,LS,67.86,66.25,65.41,69.98,66.59,53.76,47.45,65.47,80.57,83.53,68.9,72.88,59.29,13,16,16,15,12,13,13
366,366,K. Grant,21,182.7,70.2,England,Caucasian,71,Right,Good,Good,High/Medium,ST,70.86,61.31,63.91,61.23,68.43,50.6,34.6,67.91,86.21,88.87,71.09,69.0,60.31,13,14,13,12,13,13,11
367,367,L. Díaz,27,182.0,79.8,Argentina,Caucasian,71,Right,Average,Good,Medium/Medium,LS,70.41,72.03,67.45,53.51,67.27,72.24,44.29,72.08,75.34,69.07,74.43,65.5,59.47,14,17,14,15,12,14,10
368,368,P. Rubio,30,173.6,73.9,Chile,Caucasian,71,Right,Good,Good,High/Low,ST,70.54,68.83,61.78,67.9,69.4,57.96,56.65,70.72,74.21,77.08,72.09,64.13,70.07,14,16,16,14,12,14,13
369,369,Kikas,20,177.1,70.9,Portugal,Caucasian,71,Right,Good,Good,High/Medium,ST,71.93,63.18,60.71,59.14,68.74,54.95,44.01,71.28,76.73,76.44,74.54,69.11,75.06,15,13,15,13,11,13,13
370,370,G. Wikheim,26,181.6,70.3,Norway,Caucasian,71,Right,Good,Excellent,High/Low,RS,61.63,49.16,66.83,61.02,75.13,65.81,33.15,70.16,86.14,88.3,93.38,64.32,73.43,12,8,14,9,10,6,13
371,371,G. Pu?ca?,23,187.5,77.9,Romania,Middle-eastern,71,Right,Good,Good,Medium/Medium,ST,69.95,70.57,53.13,68.01,70.11,61.73,62.14,69.59,68.84,67.91,65.02,69.48,71.32,15,13,13,15,11,13,14
372,372,A. Sagal,26,180.0,76.7,Chile,Caucasian,71,Left,Good,Good,Medium/Medium,RS,75.84,65.52,66.41,54.59,64.91,55.75,36.83,66.14,75.8,75.87,72.24,63.5,64.21,14,12,16,15,12,13,13
373,373,B. Guillaume,24,188.8,76.8,Belgium,Black,71,Right,Excellent,Good,,LS,72.14,72.56,67.6,58.14,71.56,35.96,29.46,75.1,63.94,50.49,68.01,64.66,56.18,14,13,12,15,11,11,13
374,374,J. Arias,26,175.8,79.3,Uruguay,Black,71,Right,Good,Average,High/Low,ST,72.51,72.45,66.07,54.64,66.3,46.91,44.43,70.9,62.37,58.61,66.52,65.83,70.76,15,14,14,14,13,14,13
375,375,M. Zaccagni,24,176.6,62.6,Italy,Caucasian,71,,Good,Good,High/Medium,RF,62.15,50.28,77.08,49.63,68.34,51.52,47.53,67.33,63.54,60.17,66.87,61.52,75.5,12,9,13,11,13,11,13
376,376,J. Hugill,27,182.6,85.4,England,Caucasian,71,Right,Average,Good,High/High,ST,72.17,77.89,62.9,60.97,65.09,54.68,35.23,66.8,69.32,75.28,61.44,66.3,61.62,14,17,16,16,11,12,12
377,377,A. Nahuelpan,31,188.2,91.9,,,71,Left,Good,Good,Medium/High,LS,71.52,73.33,67.94,66.42,65.04,67.47,55.57,68.01,54.03,53.52,54.58,68.02,32.1,15,13,12,18,13,14,14
378,378,A. Søderlund,31,187.0,86.3,Norway,Caucasian,71,Right,Excellent,Average,High/High,ST,72.44,76.35,60.49,66.81,62.37,50.99,60.7,65.56,60.84,63.99,61.91,71.15,51.0,15,14,15,16,13,13,14
379,379,D. Leki?,34,192.9,92.6,Serbia,Caucasian,71,Right,Good,Good,Medium/Low,ST,70.88,78.06,70.0,67.77,69.82,65.88,50.96,63.33,45.32,45.19,48.55,72.16,32.95,14,8,9,18,13,13,10
380,380,Rafael Lopes,27,185.3,82.2,Portugal,Caucasian,71,,Excellent,Good,High/Medium,ST,74.11,72.45,63.55,68.54,64.45,40.54,34.32,68.01,66.67,53.77,66.36,71.29,56.18,15,16,16,15,13,14,13
381,381,E. Berggreen,26,194.3,89.2,Denmark,Caucasian,71,Right,Excellent,Average,Medium/Medium,ST,74.53,77.49,61.13,60.53,65.41,63.84,67.6,73.47,47.54,43.1,49.57,72.07,51.2,14,13,8,18,11,12,13
382,382,S. Dursun,27,190.3,80.2,Germany,Caucasian,71,Right,Excellent,Good,High/Medium,ST,75.98,72.99,58.7,62.79,67.22,57.5,46.64,71.95,61.38,58.97,64.23,71.15,51.06,13,11,12,15,11,13,14
383,383,U. ?eri?,27,194.5,95.0,Serbia,Caucasian,71,Right,Good,Good,High/Medium,RS,73.78,76.07,57.04,40.47,63.23,67.97,39.64,64.62,61.38,54.12,56.11,72.47,40.09,15,14,15,18,14,13,10
384,384,K. Zohore,25,194.1,95.6,Denmark,Caucasian,71,Left,Good,Good,Medium/Low,ST,70.29,69.6,57.26,64.89,66.81,49.43,58.03,68.45,54.12,74.28,61.91,70.59,33.38,15,6,13,17,12,14,13
385,385,R. Baji?,25,188.9,80.5,Bosnia Herzegovina,Caucasian,71,Left,Good,Good,High/Medium,ST,74.17,72.45,63.96,62.49,66.22,64.76,67.94,72.06,67.29,58.66,69.44,59.78,37.31,14,8,13,16,11,13,13
386,386,S. Silva,38,186.0,79.9,Uruguay,Caucasian,71,Right,Good,Good,Medium/Medium,ST,72.54,80.3,63.42,65.55,65.41,64.26,62.08,67.38,38.05,32.44,51.67,69.39,51.26,15,18,6,18,14,15,14
387,387,A. Diomande,29,186.7,80.9,Norway,Caucasian,71,Right,Good,Good,Medium/Medium,ST,70.92,67.79,58.85,63.89,64.64,55.85,35.26,67.65,75.8,74.52,77.47,67.38,66.67,14,16,14,17,12,13,12
388,388,C. Larin,24,187.4,92.2,Canada,Caucasian,71,Right,Excellent,Good,High/Low,ST,74.22,75.17,58.17,64.89,64.72,42.98,21.61,60.92,65.08,71.34,66.36,66.02,38.02,16,12,13,17,13,12,12
389,389,E. Rescaldani,27,191.3,83.3,Argentina,Caucasian,71,Left,Average,Good,,LS,69.77,78.06,66.81,65.23,66.7,59.28,59.16,69.86,42.52,47.09,44.84,67.43,38.92,15,9,12,17,13,14,11
390,390,G. Litteri,31,185.7,81.9,Italy,Caucasian,71,Right,Good,Average,High/Low,ST,71.68,75.29,59.88,61.38,58.66,61.2,59.03,67.57,78.76,58.66,68.06,62.72,43.71,13,17,15,18,10,13,14
391,391,B. Balaj,28,187.6,78.4,Albania,,71,Right,Excellent,Good,Medium/Medium,ST,72.1,77.63,62.52,66.11,63.34,29.41,51.99,69.05,65.71,68.83,61.41,68.24,52.37,14,13,14,15,11,11,13
392,392,H. Weydandt,23,194.8,93.6,Germany,Caucasian,71,Right,Excellent,Average,High/Medium,RS,74.89,77.53,54.18,66.76,64.72,35.61,32.86,61.68,63.59,80.98,46.53,65.96,35.35,14,13,13,18,9,10,11
393,393,M. Ardemagni,32,185.3,82.9,Italy,Caucasian,71,Right,Good,Average,Medium/Medium,RS,72.1,74.48,54.63,68.73,59.1,62.89,54.97,69.63,65.82,72.71,73.1,69.5,60.46,15,18,16,18,10,14,14
394,394,Nino,39,169.0,67.8,Spain,Caucasian,70,Right,Excellent,Good,Medium/Low,ST,77.13,53.45,67.98,58.69,65.66,64.71,67.57,68.66,63.31,54.08,72.66,80.67,80.22,12,14,7,12,13,15,16
395,395,K. Németh,30,179.9,74.7,Hungary,Caucasian,70,Right,Good,Good,Medium/Low,ST,69.68,61.92,65.41,68.85,68.66,62.62,54.55,67.77,74.23,68.92,73.99,72.79,70.32,14,11,13,12,13,13,11
396,396,J. Hurtado,19,183.3,71.2,Venezuela,Black,70,Right,Good,Excellent,High/Low,ST,66.98,52.71,66.14,55.2,73.85,45.98,35.08,70.01,85.21,81.49,69.75,67.83,62.29,14,13,14,14,13,15,12
397,397,Magno,31,178.0,76.6,,,70,Right,Good,Good,High/Low,RS,72.07,58.81,72.44,60.7,70.85,72.46,69.54,74.41,72.16,68.91,60.86,65.15,71.25,13,10,14,12,13,13,14
398,398,P. Cuadra,24,165.0,62.5,Argentina,Caucasian,70,,Masterful,Excellent,High/Medium,RS,67.37,63.45,63.48,54.07,77.57,53.07,45.38,68.45,91.99,90.62,86.45,62.1,74.32,14,13,12,14,12,13,12
399,399,D. Moscardelli,39,184.8,79.6,Italy,Caucasian,70,Left,Excellent,Excellent,Medium/Medium,ST,67.71,69.55,67.66,73.64,79.74,74.43,62.08,79.51,32.89,49.86,56.17,67.69,58.08,16,13,6,16,14,14,14
400,400,H. Nielsen,25,186.7,82.4,Norway,Caucasian,70,Right,Excellent,Good,Medium/Medium,RS,70.61,56.63,68.09,69.61,69.75,64.48,36.21,71.11,67.04,66.88,65.09,68.89,61.8,15,13,11,14,12,11,14
401,401,L. Vibe,32,180.8,72.6,Denmark,Caucasian,70,Right,Excellent,Good,High/High,ST,70.02,62.52,66.14,67.02,64.9,64.0,44.72,66.45,79.53,81.21,79.83,69.04,70.89,14,12,13,11,13,13,14
402,402,M. Boadu,18,179.7,65.1,Netherlands,Caucasian,70,Right,Excellent,Good,High/Medium,ST,69.31,59.42,61.71,61.66,72.91,42.83,38.65,72.08,85.86,84.13,85.7,73.56,74.32,14,17,13,12,11,13,13
403,403,T. Kadewere,23,183.4,72.0,Zimbabwe,Black,70,Right,Good,Good,High/Medium,LS,72.4,58.02,68.41,61.06,70.13,47.08,31.78,68.51,82.98,80.99,79.27,62.32,74.12,13,15,14,14,12,14,12
404,404,F. Raspentino,30,179.0,73.0,France,Caucasian,70,Right,Good,Good,Medium/Medium,ST,70.68,66.79,67.91,67.09,67.9,65.07,48.99,70.36,75.34,73.85,72.99,69.04,69.89,13,15,11,12,12,12,10
405,405,A. Sigurðsson,20,176.9,75.4,,,70,Right,Good,Average,High/Medium,RF,69.92,38.48,72.12,68.23,74.64,55.53,39.12,70.1,73.22,75.23,75.6,69.81,71.19,12,13,14,11,12,8,13
406,406,L. Taylor,29,188.1,78.6,Montserrat,,70,Right,Good,Good,High/Medium,ST,74.3,53.73,56.08,55.1,70.17,47.82,67.13,69.21,76.54,84.89,79.58,67.17,56.36,13,7,13,15,10,13,13
407,407,,30,174.2,83.5,Morocco,Black,70,Right,Excellent,Good,Medium/Low,ST,69.05,65.96,60.42,70.19,71.27,67.77,69.8,69.77,69.5,75.6,69.72,67.99,66.84,14,16,10,15,13,13,13
408,408,M. Rondón,33,181.6,74.4,Venezuela,Black,70,Right,Good,Good,,ST,69.68,69.65,64.37,63.21,68.65,62.89,58.69,69.51,68.19,69.03,74.67,70.09,64.36,13,18,14,14,12,12,14
409,409,P. Iemmello,27,180.1,74.3,Italy,Caucasian,70,Right,Average,Good,High/Low,ST,72.0,62.43,62.22,64.07,65.3,63.69,57.9,71.74,76.54,80.69,75.05,63.71,73.43,13,13,16,14,11,13,13
410,410,R. Fernández,28,183.6,79.9,Chile,Caucasian,70,,Good,Good,High/Medium,ST,74.99,65.59,64.06,60.75,68.88,48.95,60.49,68.45,68.94,65.66,74.53,67.15,64.36,14,10,14,15,12,14,11
411,411,Vagner,23,168.6,67.2,Cape Verde,Black,70,Right,Good,Excellent,High/Medium,LS,66.41,54.95,62.97,63.12,71.27,60.86,65.45,70.06,91.99,84.56,83.48,66.27,85.92,13,11,14,9,13,12,11
412,412,F. Kamberi,24,188.9,86.1,Switzerland,Caucasian,70,Right,Good,Good,Medium/Low,ST,68.06,72.47,68.02,63.78,67.9,62.31,41.82,66.35,74.18,78.82,68.15,61.9,67.88,15,14,14,16,11,14,11
413,413,Álvaro Vázquez,28,181.6,75.3,Spain,Caucasian,70,Right,Good,Good,High/Low,ST,73.33,65.12,59.98,65.28,67.13,63.48,53.92,68.49,71.83,72.56,69.47,66.19,69.54,14,15,13,14,13,14,11
414,414,R. Manaj,22,181.7,75.6,Albania,,70,Right,Excellent,Good,Medium/Medium,LS,69.88,67.42,66.07,61.88,65.52,42.0,56.59,71.71,71.72,69.37,60.1,68.27,76.02,13,13,13,15,12,14,13
415,415,K. Sugimoto,26,187.4,78.7,Japan,Asian,70,Right,Excellent,Good,High/Medium,ST,67.5,67.13,66.37,55.34,66.15,52.6,34.41,67.71,68.32,76.43,76.26,67.1,65.47,14,15,15,17,13,13,14
416,416,C. Spinelli,22,179.7,81.8,Argentina,Caucasian,70,Right,Average,Good,Medium/Medium,RS,73.8,67.53,64.45,62.26,67.7,46.94,60.49,72.79,68.82,65.1,73.18,62.69,52.99,13,14,12,14,11,10,13
417,417,Y. Niakaté,26,178.4,73.0,France,Black,70,Left,Excellent,Good,Medium/Medium,ST,73.26,56.71,59.65,68.31,62.78,53.34,41.22,57.59,93.32,80.99,90.53,62.56,66.91,15,18,13,13,14,13,13
418,418,B. Zolinski,27,181.0,78.0,,,70,Right,Good,Average,High/High,RS,69.39,54.04,63.54,61.58,65.95,62.72,50.02,66.84,76.77,78.21,70.49,70.5,68.81,15,14,17,15,12,11,13
419,419,Y. Njie,25,187.6,71.6,Gambia,Black,70,Right,Good,Good,High/Medium,ST,67.77,65.65,60.24,56.51,66.18,64.82,35.86,69.1,75.0,75.99,64.84,69.34,58.65,14,12,14,14,12,12,14
420,420,A. Le Fondre,32,174.8,73.5,England,Middle-eastern,70,Right,Good,Good,High/Low,LS,75.37,63.34,61.9,71.21,65.49,66.25,53.23,69.03,68.65,65.79,70.81,66.19,77.18,14,15,14,12,12,16,14
421,421,S. Hogan,27,179.7,63.9,Republic of Ireland,Caucasian,70,Right,Good,Good,Medium/Medium,LS,69.95,67.14,53.41,57.92,71.32,59.9,29.55,68.21,75.0,83.82,70.96,70.16,66.94,13,10,12,12,8,13,14
422,422,M. Iajour,34,178.3,75.2,Morocco,Black,70,Right,Good,Good,Medium/Low,ST,73.8,66.76,57.8,59.29,69.07,65.1,59.92,68.07,73.11,74.0,67.89,66.19,71.47,13,13,13,13,14,13,11
423,423,P. Schobesberger,25,175.6,64.4,Austria,Caucasian,70,Right,Excellent,Good,High/Medium,LS,66.17,54.95,65.96,58.93,68.03,61.25,54.27,71.61,89.5,90.23,85.76,58.5,75.44,12,17,13,14,12,9,12
424,424,P. Testroet,28,186.0,85.7,Germany,Caucasian,70,Right,Excellent,Good,Medium/Medium,ST,71.9,65.23,61.9,66.56,62.8,76.59,38.53,68.21,65.53,65.79,59.61,67.86,75.8,14,15,14,15,13,14,12
425,425,S. Fletcher,32,185.7,76.0,,,70,Left,Average,Good,High/Low,ST,70.57,77.45,61.77,69.69,68.42,36.46,30.62,69.56,49.73,52.5,67.78,69.76,64.62,15,16,12,15,12,14,14
426,426,M. Caballero,24,175.0,65.0,Paraguay,Caucasian,70,Left,Excellent,Good,Medium/Medium,RS,71.32,78.0,60.38,60.77,64.19,51.46,40.34,62.51,76.36,68.88,70.1,69.44,72.48,13,18,10,15,11,14,11
427,427,Y. Gomis,27,180.5,75.7,Senegal,Black,70,,Good,Good,Medium/Medium,ST,68.45,67.71,48.19,62.37,70.48,52.37,37.59,67.33,82.1,82.42,75.87,61.23,66.94,14,10,14,15,13,13,11
428,428,M. Pourié,28,185.4,86.4,Germany,Caucasian,70,Right,Excellent,Good,High/Medium,LS,71.78,64.91,61.93,62.63,58.89,41.74,45.77,64.79,74.68,82.36,60.96,68.17,63.47,14,15,16,15,11,12,12
429,429,I. Jeraldino,23,180.6,78.6,Chile,Caucasian,70,Right,Excellent,Average,High/Low,RS,71.66,70.58,54.16,52.39,63.53,50.66,48.46,69.01,70.47,67.71,56.86,71.27,60.38,14,16,13,14,11,14,12
430,430,I. Saadi,27,180.1,85.0,Algeria,Middle-eastern,70,Right,Good,Good,High/Medium,ST,72.1,66.03,60.71,67.65,66.81,66.25,61.04,66.08,67.64,62.79,65.48,64.55,70.26,16,16,14,15,11,13,14
431,431,D. Orgill,29,182.6,81.4,Jamaica,Black,70,Right,Good,Good,High/High,ST,70.78,67.9,53.76,53.69,62.75,36.51,31.79,67.96,82.37,86.44,74.16,74.15,60.25,11,15,14,15,11,13,10
432,432,,30,191.0,80.4,Chile,Caucasian,70,Right,Good,Good,High/Low,ST,72.46,79.47,73.29,66.12,70.64,62.02,40.5,71.55,32.06,60.64,59.3,64.09,30.68,14,16,6,15,11,14,13
433,433,N. Ibáñez,24,178.4,75.6,Argentina,Caucasian,70,Right,Good,Average,Medium/Medium,RS,69.74,70.02,61.28,64.89,62.98,58.28,40.54,64.44,72.55,74.2,70.1,66.6,72.48,14,15,14,14,12,11,12
434,434,I. Sylla,28,185.2,77.4,Guinea,Black,70,Left,Good,Good,High/Medium,ST,67.59,78.0,61.45,63.15,64.72,49.5,48.57,68.23,64.29,71.31,71.51,65.6,65.77,14,16,12,14,12,12,13
435,435,W. Grigg,27,180.4,69.7,Northern Ireland,Caucasian,70,Right,Good,Good,High/Medium,RS,72.12,66.07,59.24,69.77,64.24,38.96,45.77,63.17,75.9,76.46,71.8,68.09,73.22,13,14,15,14,13,14,13
436,436,B. Dia,22,180.4,75.4,France,Caucasian,70,Right,Good,Good,Medium/High,ST,70.98,66.15,62.26,61.06,70.9,47.95,41.52,67.83,68.56,74.35,64.8,61.27,62.66,14,13,11,15,12,12,10
437,437,U. Bulut,36,183.6,75.2,,,70,Right,Good,Good,Medium/Medium,ST,71.99,75.15,57.2,64.89,64.03,51.4,48.69,62.85,42.74,63.23,35.48,69.85,42.12,15,12,13,14,14,13,13
438,438,M. Schäffler,30,189.2,89.0,Germany,Caucasian,70,Right,Good,Average,Medium/Medium,LS,73.73,64.7,53.78,62.35,58.89,46.87,44.25,63.98,67.64,71.52,63.72,71.27,58.28,14,13,14,17,11,13,13
439,439,L. James,26,188.3,80.1,Nigeria,Black,70,,Good,Good,Medium/Medium,ST,69.69,69.95,57.38,64.64,67.0,52.12,35.82,67.33,68.53,72.0,74.79,67.18,72.48,14,14,14,16,12,12,13
440,440,M. Vilhjálmsson,32,185.4,84.7,Iceland,Caucasian,70,Right,Good,Good,Medium/Medium,CF,69.94,78.19,64.37,65.07,63.28,59.04,45.77,63.63,67.41,69.19,76.01,65.6,58.79,13,15,13,16,12,12,12
441,441,Wellington,31,185.9,89.2,Brazil,Black,70,Right,Excellent,Good,High/Medium,RS,72.64,71.77,63.48,66.07,64.08,57.8,43.35,67.86,32.06,57.9,56.37,66.15,34.09,14,14,14,18,11,12,14
442,442,,35,183.1,78.4,Brazil,Caucasian,70,Right,Good,Average,Medium/Low,ST,74.48,73.58,65.7,71.97,60.05,65.85,62.01,65.19,43.43,51.5,62.84,66.97,67.15,14,18,9,15,13,14,16
443,443,M. Quiroga,29,190.7,87.3,Argentina,Caucasian,70,Left,Average,Average,Medium/Low,LS,67.28,77.94,63.07,64.89,65.67,58.89,41.21,67.0,66.7,60.76,76.01,67.38,61.82,13,14,14,16,12,13,14
444,444,D. Valdés,28,177.6,75.5,Colombia,Black,70,Right,Good,Good,High/Medium,ST,75.22,73.27,46.79,54.6,65.82,46.63,44.08,65.65,81.38,91.1,80.33,65.88,67.33,14,15,13,13,10,12,12
445,445,A. Pinamonti,20,187.7,71.7,Italy,Caucasian,70,Right,Good,Good,Medium/Medium,LS,72.58,70.36,53.78,72.08,63.66,42.73,46.94,73.8,65.75,62.54,63.6,66.78,63.95,13,12,12,13,13,13,12
446,446,S. Cosgrove,22,187.8,82.5,England,Caucasian,70,Right,Good,Average,High/Low,ST,71.51,78.5,58.25,55.16,60.19,42.45,38.18,63.24,61.2,71.52,62.24,66.19,60.56,15,17,13,17,12,14,13
447,447,D. Keita-Ruel,29,185.2,79.0,France,Caucasian,70,Right,Excellent,Average,High/High,LS,71.65,69.13,61.28,65.62,61.35,59.07,44.32,63.22,74.53,77.56,69.51,63.45,64.63,14,17,17,17,13,11,12
448,448,A. La Mantia,28,189.6,81.1,Italy,Caucasian,70,Right,Good,Good,Medium/Medium,LS,75.25,79.67,49.03,58.28,62.62,31.95,29.98,67.41,53.71,54.45,49.29,68.67,32.77,14,17,14,17,9,12,12
449,449,Rômulão Selva,27,178.3,72.0,Brazil,Black,69,Right,Masterful,Excellent,Medium/Low,RS,72.1,50.71,68.25,70.94,74.64,62.72,55.9,75.66,81.88,81.09,70.28,76.04,66.81,14,11,12,14,13,13,14
450,450,V. Pule,27,169.2,63.8,South Africa,Black,69,Left,Good,Good,High/Medium,LS,76.23,58.89,61.71,64.09,75.5,59.42,54.71,68.47,82.56,82.32,85.76,52.45,84.42,16,12,10,10,13,12,11
451,451,M. Urruti,28,183.6,75.0,Argentina,Caucasian,69,Right,Average,Good,Medium/High,ST,64.51,60.42,68.96,64.81,73.1,66.79,52.47,72.09,78.92,72.8,77.65,68.13,75.5,14,12,17,12,13,13,13
452,452,R. Gíslason,31,184.5,78.4,Iceland,Caucasian,69,Right,Good,Average,,ST,68.02,59.01,66.82,62.75,69.02,64.92,59.27,62.0,76.04,79.45,68.89,67.89,64.42,14,15,14,15,14,10,14
453,453,J. Maclaren,25,179.1,76.1,Australia,Caucasian,69,Right,Excellent,Good,High/High,ST,67.57,61.52,60.58,63.94,65.52,70.47,50.02,65.6,82.56,79.8,83.67,74.01,77.85,13,17,16,14,12,14,14
454,454,Park Chu Young,33,181.5,75.4,Korea Republic,Asian,69,Right,Good,Good,Medium/Medium,LS,76.44,61.72,70.1,68.23,68.36,66.25,75.31,69.59,59.77,67.16,71.46,63.6,68.89,13,17,10,13,13,16,13
455,455,L. Jallow,24,185.2,79.8,Gambia,Black,69,Right,Good,Good,High/Low,LS,73.78,48.06,67.39,60.35,73.65,54.32,54.71,69.13,89.87,86.98,79.24,52.93,71.66,14,11,14,14,11,13,12
456,456,A. Ramos,27,166.7,66.1,Chile,Caucasian,69,Right,Good,Good,High/Low,ST,68.46,54.74,55.87,50.53,68.11,43.99,49.96,69.79,91.75,91.32,91.14,66.05,88.16,13,13,13,15,11,12,12
457,457,J. Chibuike,30,179.7,75.8,Nigeria,Black,69,Left,Good,Good,,RS,66.08,52.87,69.75,59.15,72.64,66.25,61.89,71.68,70.6,70.0,74.4,63.28,60.97,14,12,12,14,12,13,14
458,458,,29,166.9,59.9,Germany,Caucasian,69,Right,Excellent,Excellent,Medium/Medium,LS,64.51,32.62,69.97,58.25,72.62,65.39,68.76,71.4,90.18,77.12,92.57,68.8,92.21,13,12,14,6,8,11,12
459,459,D. Alibec,28,187.1,88.3,Romania,Middle-eastern,69,Left,Good,Good,,ST,68.16,64.08,56.56,67.99,73.92,72.36,66.49,71.02,73.78,73.79,70.08,55.07,49.56,14,15,14,16,14,13,12
460,460,G. Engvall,23,184.4,85.3,Sweden,Caucasian,69,Right,Good,Good,High/Medium,RS,70.13,60.54,62.26,56.77,67.87,52.39,48.22,72.5,66.97,76.75,62.62,64.24,59.92,14,13,15,15,11,11,14
461,461,M. Turay,24,177.9,70.0,,,69,Right,Good,Good,High/Medium,ST,66.96,70.32,55.87,57.85,71.92,47.55,46.71,66.32,84.98,91.1,87.15,58.37,74.78,13,15,15,13,12,12,11
462,462,K. Nagai,30,177.7,70.9,Japan,Asian,69,Right,Excellent,Average,High/Low,LS,62.53,64.63,61.37,60.32,66.93,60.94,54.17,61.08,95.37,94.69,82.0,69.98,67.51,13,16,18,13,12,12,13
